datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-06-01 00:00:00,3833,TEN,0,3056.0,97,20,0,8220,7503
2019-06-01 01:00:00,3719,TEN,0,1906.0,19,19,0,8224,7388
2019-06-01 02:00:00,3690,TEN,0,1297.0,0,20,0,8229,7210
2019-06-01 03:00:00,3458,TEN,0,1018.0,-1,17,0,8221,6210
2019-06-01 04:00:00,3327,TEN,0,763.0,1,17,0,8223,4850
2019-06-01 05:00:00,3022,TEN,0,703.0,-1,16,0,8224,3682
2019-06-01 06:00:00,2976,TEN,0,73.0,0,14,0,8229,3083
2019-06-01 07:00:00,2951,TEN,0,-538.0,0,17,0,8154,3191
2019-06-01 08:00:00,2957,TEN,0,-549.0,-1,23,0,7799,3134
2019-06-01 09:00:00,2830,TEN,0,-556.0,0,30,0,7754,3013
2019-06-01 10:00:00,2823,TEN,0,-564.0,0,26,0,7743,2925
2019-06-01 11:00:00,2832,TEN,0,-491.0,0,28,0,7757,2864
2019-06-01 12:00:00,2830,TEN,0,-535.0,29,19,0,7762,3393
2019-06-01 13:00:00,2954,TEN,0,-357.0,125,17,0,7769,3908
2019-06-01 14:00:00,3078,TEN,0,247.0,192,14,0,7772,4311
2019-06-01 15:00:00,3334,TEN,0,795.0,226,20,0,7768,5103
2019-06-01 16:00:00,3420,TEN,0,1134.0,209,25,0,7747,5903
2019-06-01 17:00:00,3514,TEN,0,1354.0,226,22,0,7771,6804
2019-06-01 18:00:00,3589,TEN,0,1599.0,234,23,0,7763,7537
2019-06-01 19:00:00,3720,TEN,0,2328.0,223,22,0,7747,7647
2019-06-01 20:00:00,4048,TEN,0,2839.0,203,22,0,7759,7627
2019-06-01 21:00:00,4205,TEN,0,3109.0,209,26,0,7768,7638
2019-06-01 22:00:00,4294,TEN,0,3230.0,196,19,0,7774,7648
2019-06-01 23:00:00,4326,TEN,0,3110.0,159,23,0,7775,7642
2019-06-02 00:00:00,4218,TEN,0,2797.0,81,22,0,7780,7483
2019-06-02 01:00:00,3891,TEN,0,1958.0,13,25,0,7793,7298
2019-06-02 02:00:00,3754,TEN,0,1500.0,-1,20,0,7778,7041
2019-06-02 03:00:00,3542,TEN,0,921.0,1,22,0,7787,6449
