datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-06-01 00:00:00,2252,SW,144,1093,1549,35,0,7907,8934
2019-06-01 01:00:00,2344,SW,196,1179,1258,48,0,7912,9336
2019-06-01 02:00:00,2379,SW,229,1206,632,46,0,7919,9928
2019-06-01 03:00:00,2427,SW,273,1608,284,49,0,7899,9878
2019-06-01 04:00:00,2429,SW,400,1570,244,34,0,7907,9613
2019-06-01 05:00:00,2535,SW,478,1338,240,40,0,7915,8984
2019-06-01 06:00:00,2622,SW,482,927,227,35,0,7930,7820
2019-06-01 07:00:00,2593,SW,429,381,210,39,0,7930,6659
2019-06-01 08:00:00,2536,SW,351,803,135,37,0,7926,5758
2019-06-01 09:00:00,2509,SW,224,719,0,39,0,7934,4841
2019-06-01 10:00:00,2506,SW,171,509,13,39,0,7943,4128
2019-06-01 11:00:00,2446,SW,140,484,4,33,0,7963,3939
2019-06-01 12:00:00,2461,SW,103,504,7,32,0,7951,4008
2019-06-01 13:00:00,2348,SW,65,548,44,43,0,7972,4322
2019-06-01 14:00:00,2342,SW,55,767,608,39,0,7964,3918
2019-06-01 15:00:00,2187,SW,34,573,1350,40,0,7962,4150
2019-06-01 16:00:00,2167,SW,45,635,1652,39,0,7956,4473
2019-06-01 17:00:00,2220,SW,48,590,1743,40,0,7935,5125
2019-06-01 18:00:00,2386,SW,103,572,1737,42,0,7940,5734
2019-06-01 19:00:00,2488,SW,265,606,1664,38,0,7919,6277
2019-06-01 20:00:00,2490,SW,353,666,1666,38,0,7911,6432
2019-06-01 21:00:00,2481,SW,340,848,1609,37,0,7908,6878
2019-06-01 22:00:00,2461,SW,375,1082,1635,36,0,7907,7330
2019-06-01 23:00:00,2485,SW,480,1219,1650,37,0,7906,7914
2019-06-02 00:00:00,2554,SW,527,1294,1528,37,0,7907,8448
2019-06-02 01:00:00,2588,SW,475,1448,1268,42,0,7899,8889
2019-06-02 02:00:00,2649,SW,460,1407,622,41,0,7904,9211
2019-06-02 03:00:00,2673,SW,401,1263,273,44,0,7906,9468
2019-06-02 04:00:00,2698,SW,423,1241,235,33,0,7905,9785
2019-06-02 05:00:00,2690,SW,373,1019,217,35,0,7904,9284
2019-06-02 06:00:00,2525,SW,312,638,206,34,0,7900,8199
2019-06-02 07:00:00,2442,SW,290,620,203,36,0,7921,7209
2019-06-02 08:00:00,2323,SW,233,591,105,33,0,7929,6323
2019-06-02 09:00:00,2297,SW,188,573,-1,38,0,7947,5893
2019-06-02 10:00:00,2332,SW,161,537,1,38,0,7947,5364
2019-06-02 11:00:00,2302,SW,311,448,1,31,0,7955,4678
2019-06-02 12:00:00,2379,SW,256,432,0,36,0,7963,4412
2019-06-02 13:00:00,2279,SW,235,453,40,38,0,7969,4255
2019-06-02 14:00:00,2187,SW,263,447,571,37,0,7976,3495
2019-06-02 15:00:00,2036,SW,193,456,1265,37,0,7968,3729
2019-06-02 16:00:00,2054,SW,92,497,1501,35,0,7964,3929
2019-06-02 17:00:00,2073,SW,82,498,1682,35,0,7956,4365
2019-06-02 18:00:00,2314,SW,65,426,1717,35,0,7947,4904
2019-06-02 19:00:00,2394,SW,70,513,1751,36,0,7937,5324
2019-06-02 20:00:00,1860,SW,168,597,1715,34,0,7935,6137
2019-06-02 21:00:00,1830,SW,270,648,1658,35,0,7931,7004
2019-06-02 22:00:00,1901,SW,317,876,1586,33,0,7933,7282
2019-06-02 23:00:00,1856,SW,354,931,1615,34,0,7923,7721
2019-06-03 00:00:00,1943,SW,300,967,1521,35,0,7929,8330
2019-06-03 01:00:00,2087,SW,217,1018,1253,33,0,7911,9029
2019-06-03 02:00:00,2210,SW,284,1221,629,36,0,7912,9375
2019-06-03 03:00:00,2204,SW,274,1101,272,36,0,7908,9277
2019-06-03 04:00:00,2195,SW,274,1089,237,34,0,7918,9346
2019-06-03 05:00:00,2162,SW,378,865,222,37,0,7909,8615
