date,mw,region
2003-01-06 0:00,106589,ЕЭС РОССИИ
2003-01-06 1:00,103803,ЕЭС РОССИИ
2003-01-06 2:00,102327,ЕЭС РОССИИ
2003-01-06 3:00,101733,ЕЭС РОССИИ
2003-01-06 4:00,101915,ЕЭС РОССИИ
2003-01-06 5:00,103648,ЕЭС РОССИИ
2003-01-06 6:00,105856,ЕЭС РОССИИ
2003-01-06 7:00,107945,ЕЭС РОССИИ
2003-01-06 8:00,109726,ЕЭС РОССИИ
2003-01-06 9:00,111039,ЕЭС РОССИИ
2003-01-06 10:00,112151,ЕЭС РОССИИ
2003-01-06 11:00,113338,ЕЭС РОССИИ
2003-01-06 12:00,113501,ЕЭС РОССИИ
2003-01-06 13:00,113805,ЕЭС РОССИИ
2003-01-06 14:00,114759,ЕЭС РОССИИ
2003-01-06 15:00,115181,ЕЭС РОССИИ
2003-01-06 16:00,117598,ЕЭС РОССИИ
2003-01-06 17:00,121535,ЕЭС РОССИИ
2003-01-06 18:00,122620,ЕЭС РОССИИ
2003-01-06 19:00,120532,ЕЭС РОССИИ
2003-01-06 20:00,117787,ЕЭС РОССИИ
2003-01-06 21:00,116524,ЕЭС РОССИИ
2003-01-06 22:00,113511,ЕЭС РОССИИ
2003-01-06 23:00,110399,ЕЭС РОССИИ
