date,mw,region
2012-02-24 0:00,29111,ОЭС ЦЕНТРА
2012-02-24 1:00,27822,ОЭС ЦЕНТРА
2012-02-24 2:00,27575,ОЭС ЦЕНТРА
2012-02-24 3:00,27564,ОЭС ЦЕНТРА
2012-02-24 4:00,27591,ОЭС ЦЕНТРА
2012-02-24 5:00,27721,ОЭС ЦЕНТРА
2012-02-24 6:00,29119,ОЭС ЦЕНТРА
2012-02-24 7:00,30749,ОЭС ЦЕНТРА
2012-02-24 8:00,33298,ОЭС ЦЕНТРА
2012-02-24 9:00,33546,ОЭС ЦЕНТРА
2012-02-24 10:00,33667,ОЭС ЦЕНТРА
2012-02-24 11:00,33697,ОЭС ЦЕНТРА
2012-02-24 12:00,33585,ОЭС ЦЕНТРА
2012-02-24 13:00,33203,ОЭС ЦЕНТРА
2012-02-24 14:00,33444,ОЭС ЦЕНТРА
2012-02-24 15:00,33433,ОЭС ЦЕНТРА
2012-02-24 16:00,32641,ОЭС ЦЕНТРА
2012-02-24 17:00,32184,ОЭС ЦЕНТРА
2012-02-24 18:00,32132,ОЭС ЦЕНТРА
2012-02-24 19:00,32778,ОЭС ЦЕНТРА
2012-02-24 20:00,33895,ОЭС ЦЕНТРА
2012-02-24 21:00,32794,ОЭС ЦЕНТРА
2012-02-24 22:00,31291,ОЭС ЦЕНТРА
2012-02-24 23:00,30194,ОЭС ЦЕНТРА
