ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2466.58,27.03.2022,2022-03-27
5,BATI ANADOLU YTM,5318.23,27.03.2022,2022-03-27
11,DOĞU AKDENİZ YTM,3709.5,27.03.2022,2022-03-27
9,DOĞU ANADOLU YTM,1277.37,27.03.2022,2022-03-27
10,GÜNEY DOĞU ANADOLU YTM,5258.74,27.03.2022,2022-03-27
4,KUZEY BATI ANADOLU YTM,7107.98,27.03.2022,2022-03-27
6,ORTA ANADOLU YTM,3779.5,27.03.2022,2022-03-27
8,ORTA KARADENİZ YTM,1953.23,27.03.2022,2022-03-27
3,TRAKYA YTM,4465.36,27.03.2022,2022-03-27
