date,mw,region
2018-09-12 0:00,101562,ЕЭС РОССИИ
2018-09-12 1:00,100353,ЕЭС РОССИИ
2018-09-12 2:00,99260,ЕЭС РОССИИ
2018-09-12 3:00,100123,ЕЭС РОССИИ
2018-09-12 4:00,101774,ЕЭС РОССИИ
2018-09-12 5:00,104183,ЕЭС РОССИИ
2018-09-12 6:00,107235,ЕЭС РОССИИ
2018-09-12 7:00,111403,ЕЭС РОССИИ
2018-09-12 8:00,114883,ЕЭС РОССИИ
2018-09-12 9:00,117942,ЕЭС РОССИИ
2018-09-12 10:00,118522,ЕЭС РОССИИ
2018-09-12 11:00,118321,ЕЭС РОССИИ
2018-09-12 12:00,117832,ЕЭС РОССИИ
2018-09-12 13:00,118218,ЕЭС РОССИИ
2018-09-12 14:00,118755,ЕЭС РОССИИ
2018-09-12 15:00,119225,ЕЭС РОССИИ
2018-09-12 16:00,119332,ЕЭС РОССИИ
2018-09-12 17:00,117959,ЕЭС РОССИИ
2018-09-12 18:00,117196,ЕЭС РОССИИ
2018-09-12 19:00,118125,ЕЭС РОССИИ
2018-09-12 20:00,117723,ЕЭС РОССИИ
2018-09-12 21:00,114344,ЕЭС РОССИИ
2018-09-12 22:00,111258,ЕЭС РОССИИ
2018-09-12 23:00,106599,ЕЭС РОССИИ
