date,nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,unit,year,month,month_date,weekday
2015-01-01,1103.13663671875,588.4809875488288,3743.8948125,380.26460839843764,0.0,5815.777045166016,2071.8822326660165,0.189680008045642,0.10118699237928405,0.6437479950528481,0.06538500452222591,0.0,0.356252004947152,Gwh,2015,1,01-01,Thursday
2015-01-02,1102.742203125,607.9827902832038,3745.090321875,379.9607880859375,0.0,5835.776103369141,2090.685781494141,0.18896239053591501,0.10418199387947731,0.6417467455121975,0.06510887007241017,0.0,0.35825325448780243,Gwh,2015,1,01-02,Friday
2015-01-03,1122.5027890625,625.4130603027348,3689.3919585937515,380.013703125,0.0,5817.3215110839865,2127.9295524902354,0.19295869876260893,0.10750876655366376,0.6342080202313382,0.06532451445238913,0.0,0.36579197976866196,Gwh,2015,1,01-03,Saturday
2015-01-04,1137.772,633.6092961425785,3721.630092187501,384.0404873046875,0.0,5877.051875634767,2155.421783447266,0.1935957047983538,0.10781073734765081,0.633247786635461,0.06534577121853431,0.0,0.36675221336453895,Gwh,2015,1,01-04,Sunday
2015-01-05,1130.316,637.0056931152351,3669.28477734375,386.8482700195313,0.0,5823.454740478516,2154.1699631347665,0.1940971554467892,0.10938621857699747,0.6300872833850243,0.06642934259118906,0.0,0.36991271661497577,Gwh,2015,1,01-05,Monday
2015-01-06,1147.522,646.2068732910164,3787.9779937500016,384.54195556640633,0.0,5966.248822607424,2178.270828857422,0.1923355921147284,0.10831041287490341,0.6349011089508241,0.06445288605954425,0.0,0.365098891049176,Gwh,2015,1,01-06,Tuesday
2015-01-07,1142.63974609375,645.8455634765629,3814.868872265624,385.165669921875,0.0,5988.519851757811,2173.6509794921876,0.19080503603212584,0.10784727770201644,0.6370303458451164,0.06431734042074141,0.0,0.36296965415488364,Gwh,2015,1,01-07,Wednesday
2015-01-08,1117.6850546875,638.0310026855473,3967.9782117187497,385.54544140625,0.0,6109.239710498047,2141.261498779297,0.1829499426527466,0.10443705484156435,0.6495044227680609,0.0631085797376281,0.0,0.350495577231939,Gwh,2015,1,01-08,Thursday
2015-01-09,1118.33223046875,643.9828374023442,3967.9233257812493,383.8735078125,0.0,6114.111901464844,2146.1885756835945,0.18291000369175697,0.10532729001051751,0.6489778711492994,0.06278483514842606,0.0,0.3510221288507006,Gwh,2015,1,01-09,Friday
2015-01-10,1126.928,652.4014621582041,3861.329958984376,383.209427734375,0.0,6023.868848876955,2162.538889892579,0.18707711410584515,0.1083027334301664,0.6410049846460807,0.06361516781790788,0.0,0.35899501535391937,Gwh,2015,1,01-10,Saturday
2015-01-11,1153.76492578125,648.5102404785162,3776.293852734375,382.5118037109375,0.0,5961.080822705079,2184.786969970704,0.19354961962379214,0.10879071426248985,0.6334914699278864,0.06416819618583153,0.0,0.36650853007211354,Gwh,2015,1,01-11,Sunday
2015-01-12,1179.54878125,670.2626389160163,3790.6177921874996,397.6081083984375,0.0,6038.037320751954,2247.419528564454,0.19535301267450655,0.11100670686688374,0.6277897255056102,0.06585055495299934,0.0,0.3722102744943897,Gwh,2015,1,01-12,Monday
2015-01-13,1193.874,689.4661992187508,3795.2009367187497,387.1434980468751,0.0,6065.684633984376,2270.483697265626,0.19682427822096946,0.11366667422105327,0.6256838536338132,0.0638251939241641,0.0,0.37431614636618676,Gwh,2015,1,01-13,Tuesday
2015-01-14,1197.522,685.5893120117194,3749.016617578125,380.69055883789065,0.0,6012.818488427735,2263.8018708496097,0.19916150841818187,0.11402128857393648,0.6235040397100758,0.06331316329780573,0.0,0.37649596028992405,Gwh,2015,1,01-14,Wednesday
2015-01-15,1219.972,671.709966796876,3697.356800390624,376.9300390625,0.0,5965.96880625,2268.6120058593765,0.20448849794889087,0.1125902579465697,0.6197412223337878,0.0631800217707516,0.0,0.38025877766621224,Gwh,2015,1,01-15,Thursday
2015-01-16,1243.152,671.4219267578127,3656.713777734375,377.30373144531256,0.0,5948.5914359375,2291.8776582031255,0.20898258241265125,0.11287074158455737,0.6147192687739321,0.06342740722885927,0.0,0.38528073122606793,Gwh,2015,1,01-16,Friday
2015-01-17,1251.552,636.5852277832039,3621.8293875000004,378.0446684570313,0.0,5888.011283740236,2266.1818962402353,0.2125593752607379,0.10811549046129315,0.6151193014017645,0.0642058328762044,0.0,0.3848806985982355,Gwh,2015,1,01-17,Saturday
