KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25646.532,MWH,12601.02,12622.54,11974.18,11993.62,12002.96,11991.67,12605.98,12545.34,12571.26,12407.27,12362.21,12279.4,12077.5,12082.31,12113.74,12209.21,12182.98,12227.64,12281.14,12337.56,12419.65,12457.84,12469.68,12473.28,2020-10-06
Barajlı,21853.857,MWH,14634.12,14657.92,14657.92,14583.92,14583.92,14354.24,14354.24,13784.24,13170.01,13206.51,12937.31,12877.31,12902.33,12873.63,12839.63,12930.63,12990.23,13470.83,13729.51,14262.62,14435.14,14611.62,14404.62,14414.62,2020-10-06
Linyit,10097.312,MWH,4147.65,4145.65,4108.65,4120.65,4125.65,4126.65,4125.65,4125.65,4125.65,4121.65,4195.65,4195.65,4192.65,4191.65,4062.65,4062.65,4064.65,4064.65,4026.65,4029.65,4043.65,4202.65,4092.65,4092.65,2020-10-06
İthal Kömür,8966.85,MWH,6663.2,6665.2,6665.2,6664.2,6664.2,6669.2,6667.2,6673.2,6668.2,6679.2,6679.2,6661.5,6655.5,6656.5,6653.5,6654.5,6654.5,6656.5,6654.5,6655.5,6669.2,6669.2,6669.2,6667.2,2020-10-06
Rüzgar,8101.243,MWH,985.8,961.36,941.94,942.8,913.97,870.37,814.88,758.47,702.5,583.96,559.37,579.22,621.4,725.89,925.56,1069.09,1159.98,1234.75,1178.92,1181.36,1205.02,1187.0,1095.52,970.35,2020-10-06
Akarsu,7938.236,MWH,2016.6,1969.57,1971.75,1975.06,1981.24,1983.73,2008.71,2007.8,2014.71,1997.91,1946.16,1941.34,1948.63,1893.64,1891.28,1941.88,1907.35,1901.75,1891.54,1868.32,1859.29,1850.6,1868.78,1803.78,2020-10-06
Güneş,6375.782,MWH,0.0,0.0,0.0,0.0,0.0,0.0,8.955,631.902,2030.9569999999999,3305.831,4084.459,4596.677000000001,4795.647,4628.451,4084.75,3155.959,1916.987,620.7149999999999,10.45,0.0,0.0,0.0,0.0,0.0,2020-10-06
Jeotermal,1514.688,MWH,893.09,890.38,883.08,889.38,891.08,893.58,896.39,894.28,884.79,856.48,828.9,798.09,772.09,749.28,729.59,719.39,720.1,733.8,757.1,779.0,800.9,821.8,835.4,852.1,2020-10-06
Biyokütle,871.794,MWH,431.26,431.26,433.96,434.96,435.06,434.02,435.92,434.12,434.53,438.05,438.45,439.9,438.9,438.8,438.93,438.16,433.89,428.34,439.54,440.52,443.59,441.29,440.02,440.02,2020-10-06
Taş Kömür,810.766,MWH,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,286.99,2020-10-06
Asfaltit Kömür,405.0,MWH,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,2020-10-06
Atık Isı,369.622,MWH,11.3,11.3,11.3,11.3,11.3,11.3,11.3,12.1,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,13.1,13.6,16.6,16.6,19.6,19.6,21.7,21.7,2020-10-06
Fuel Oil,305.93,MWH,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-10-06
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-06
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-06
