KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25648.536,MWH,10734.01,10744.41,10749.21,10735.32,10815.13,10876.63,10877.2,10926.78,10967.73,10924.43,10912.02,10904.81,10895.57,10878.77,10860.76,10850.57,10850.99,10856.59,10909.88,10925.83,10969.16,10994.72,10998.31,11000.71,2020-10-31
Barajlı,22297.977,MWH,14057.21,14057.21,14057.21,14057.21,13991.19,13991.19,14617.19,14624.19,14686.21,14708.21,14692.21,14659.21,14663.21,14659.21,14659.21,14643.21,14875.89,14935.89,14937.08,14766.89,14689.89,14667.89,14667.89,14667.89,2020-10-31
Linyit,10097.312,MWH,4548.6,4459.6,4506.6,4518.6,4524.6,4531.6,4541.6,4360.6,4360.6,4369.6,4461.6,4468.6,4398.6,4395.6,4391.6,4391.6,4450.6,4480.6,4512.6,4313.6,4517.6,4526.6,4546.6,4547.6,2020-10-31
İthal Kömür,8986.85,MWH,7203.0,7208.0,7210.0,7207.0,7203.0,7201.0,7201.0,7202.0,7201.0,7203.0,7202.0,7205.0,7206.0,7204.0,7202.0,7203.0,7199.3,7197.3,7202.3,7204.3,7207.0,7207.0,7207.0,7207.0,2020-10-31
Rüzgar,8341.352,MWH,2105.87,2199.57,2259.39,2270.71,2207.3,2151.75,2108.27,1989.28,1742.07,1549.01,1453.71,1477.1,1394.32,1360.65,1379.75,1420.41,1408.8,1378.47,1359.19,1341.94,1300.95,1273.56,1290.03,1270.68,2020-10-31
Akarsu,8029.304,MWH,1830.99,1787.58,1760.34,1740.39,1743.85,1801.79,1800.74,1790.84,1777.3,1756.08,1742.96,1744.54,1740.02,1740.49,1729.59,1728.39,1793.09,1853.67,1899.02,1946.24,1823.28,1799.65,1843.54,1859.52,2020-10-31
Güneş,6451.393,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.376,194.75300000000001,1268.365,2385.7430000000004,3149.539,3669.562,3824.7670000000003,3651.197,3183.5969999999998,2405.767,1353.381,286.15,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-31
Jeotermal,1579.22,MWH,961.4,966.2,970.6,973.61,975.7,977.2,980.0,981.1,979.3,969.51,955.6,945.5,946.1,942.5,938.4,932.9,939.5,950.2,959.8,964.3,976.8,983.1,978.8,985.4,2020-10-31
Biyokütle,1015.671,MWH,467.99,467.14,464.69,469.39,470.29,470.45,471.05,468.55,474.36,479.93,483.23,483.03,480.63,479.93,479.63,465.19,466.52,466.87,473.59,472.85,476.12,473.92,471.25,468.09,2020-10-31
Taş Kömür,810.766,MWH,141.0,141.0,141.0,141.0,141.0,141.0,141.0,201.0,261.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,141.0,2020-10-31
Asfaltit Kömür,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2020-10-31
Atık Isı,369.622,MWH,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,2020-10-31
Fuel Oil,305.93,MWH,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-10-31
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-31
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-31
