KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,25803.86,MWH,10205.83,10238.54,10249.62,10244.58,10344.8,10347.94,10329.88,11105.25,11596.72,11577.12,11665.04,12148.09,11302.47,11273.87,11255.98,12102.16,11351.38,11401.41,11522.78,11979.21,12306.26,12370.99,12353.99,12157.53,2020-05-17
BARAJLI,21317.101,MWH,17233.63,17354.83,17354.83,17353.63,17343.63,17492.63,17495.63,17674.63,17674.63,17526.43,17526.43,17534.63,17523.35,17566.63,17567.63,17572.63,17345.23,17508.43,17362.83,17368.83,17206.83,16767.83,17244.73,17231.73,2020-05-17
LİNYİT,10319.732,MWH,3592.0,3595.0,3597.0,3597.0,3597.0,3608.0,3608.0,3608.0,3607.0,3606.0,3606.0,3606.0,3604.0,3604.0,3416.0,3415.0,3388.0,3393.0,3399.0,3399.0,3399.0,3400.0,3400.0,3400.0,2020-05-17
İTHAL KÖMÜR,8996.25,MWH,5446.9,5445.9,5445.9,5442.9,5458.2,5460.2,5380.7,4816.7,4814.7,4816.7,4818.7,4519.7,4518.7,4516.7,4614.7,4756.7,4898.7,4900.2,5282.5,5309.5,5459.2,5460.2,5461.2,5461.2,2020-05-17
AKARSU,7978.946,MWH,5378.84,5361.62,5374.22,5337.46,5342.83,5327.53,5341.11,5349.86,5378.11,5243.97,5207.22,5284.86,5273.78,5330.56,5363.42,5382.42,5414.09,5447.74,5477.57,5486.18,5496.44,5472.58,5434.37,5412.43,2020-05-17
RÜZGAR,7819.281,MWH,2420.48,2299.35,2183.11,2083.51,2006.13,1888.11,1716.97,1629.52,1432.35,1205.97,1096.93,1074.48,1005.56,982.22,994.11,1017.66,1039.59,1034.75,1043.61,991.11,952.96,984.72,1023.25,1032.43,2020-05-17
JEOTERMAL,1562.638,MWH,889.1,895.3,907.3,915.5,921.1,929.4,935.1,916.6,883.7,846.9,812.5,781.9,752.9,729.3,711.3,700.8,700.7,708.6,723.0,748.0,780.1,808.1,840.2,855.8,2020-05-17
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-17
BİYOKÜTLE,752.083,MWH,422.97,425.27,425.49,425.87,426.27,425.47,428.05,426.85,422.97,426.46,428.66,428.16,430.96,430.66,431.46,418.86,416.36,415.62,421.32,419.55,418.25,420.65,418.69,415.39,2020-05-17
ASFALTİT KÖMÜR,405.0,MWH,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,209.0,2020-05-17
GÜNEŞ,179.608,MWH,0.0,0.0,0.0,0.0,0.0,1.14,15.25,54.76,101.45,143.83,161.76,167.01,167.74,167.1,161.8,143.55,108.15,57.99,16.75,1.94,0.0,0.0,0.0,0.0,2020-05-17
ATIK ISI,162.625,MWH,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2020-05-17
FUEL OİL,158.48,MWH,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-05-17
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-17
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-05-17
