KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25646.532,MWH,13465.13,13470.33,13486.47,13449.11,13508.78,13203.25,13532.97,13463.42,13465.35,13403.04,13345.06,13288.94,13266.37,13229.11,13195.77,13192.41,13197.42,13242.81,13279.94,13331.32,13398.8,13415.84,13436.93,13452.39,2020-09-25
Barajlı,21853.857,MWH,14705.86,14705.86,14705.86,14665.86,14665.86,14436.18,14432.18,14433.18,14471.58,14608.1,14713.1,14698.1,14698.1,14523.7,14579.7,14780.9,14777.3,14638.9,14989.58,15305.38,15340.38,15340.38,15282.98,15282.98,2020-09-25
Linyit,10097.312,MWH,3755.0,3754.0,3782.0,3789.0,3791.0,3791.0,3820.0,3820.0,3817.0,3813.0,3806.0,3815.5,3813.5,3810.5,4025.5,4020.5,3998.5,3979.5,4023.5,4036.5,4041.5,4042.5,4031.5,4043.5,2020-09-25
İthal Kömür,8966.85,MWH,7582.0,7584.0,7585.0,7583.0,7589.4,7590.4,7591.8,7583.4,7579.4,7570.4,7582.4,7587.8,7587.8,7588.8,7587.8,7585.8,7569.4,7575.4,7575.4,7563.4,7594.4,7593.4,7591.4,7592.4,2020-09-25
Rüzgar,8065.683,MWH,732.39,665.07,663.27,658.06,650.06,725.92,653.12,579.26,510.5,485.39,487.0,515.0,587.09,690.86,801.69,932.05,1007.32,1053.18,1104.11,1132.19,1040.78,1034.52,1080.49,1175.81,2020-09-25
Akarsu,7934.38,MWH,1907.48,1860.63,1854.71,1852.18,1828.93,1797.17,1855.98,1863.94,1913.47,2021.82,1978.84,1991.49,1979.58,1999.12,2023.21,2139.76,2142.99,2135.25,2159.05,2114.2,2122.01,2131.49,2140.2,2154.68,2020-09-25
Güneş,6351.097,MWH,0.0,0.0,0.0,0.0,0.0,0.0,13.68,450.672,1412.012,2428.8940000000002,3381.8940000000002,3971.1659999999997,4177.983,4107.872,3684.708,2911.712,1907.7569999999998,770.074,40.981,0.0,0.0,0.0,0.0,0.0,2020-09-25
Jeotermal,1514.688,MWH,914.48,927.19,933.6,942.1,949.0,954.0,957.9,958.1,946.5,923.0,900.0,874.8,851.7,827.5,808.2,802.3,804.9,814.8,835.4,857.3,875.7,887.6,900.3,913.0,2020-09-25
Biyokütle,867.547,MWH,437.03,438.93,443.63,443.93,441.13,440.29,439.29,441.09,445.13,445.97,447.77,453.32,449.42,451.97,445.35,444.08,442.51,444.21,444.71,442.29,443.36,443.26,440.29,442.09,2020-09-25
Taş Kömür,810.766,MWH,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,2020-09-25
Asfaltit Kömür,405.0,MWH,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,2020-09-25
Atık Isı,369.622,MWH,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,11.6,2020-09-25
Fuel Oil,305.93,MWH,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2020-09-25
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-09-25
