KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26066.1,MWH,15537.06,15548.19,15497.48,15492.07,15494.27,15515.07,15556.52,15556.5,15510.81,15505.57,15451.33,15400.12,15368.11,15375.7,15351.4,15348.7,15363.11,15379.65,15423.95,15454.29,15486.13,15475.85,15475.78,15493.94,2020-02-19
BARAJLI,20637.181,MWH,15929.92,15929.92,16080.32,16080.32,16079.32,16079.32,16130.92,16090.82,16027.02,15982.02,15928.02,15993.02,16037.02,16037.02,16029.41,15604.42,15735.42,15736.82,15765.82,15735.82,16036.72,15984.72,15984.72,15984.72,2020-02-19
LİNYİT,10323.452,MWH,3851.0,3854.0,3854.0,3524.0,3854.0,3854.0,3851.0,3851.0,3851.0,3854.0,3854.0,3854.0,3854.0,3421.0,3636.0,3636.0,3498.0,3501.0,3501.0,3501.0,3636.0,3636.0,3633.0,3633.0,2020-02-19
İTHAL KÖMÜR,8996.25,MWH,6897.45,6897.45,6897.45,6895.0,6896.0,6899.45,6898.75,6897.75,6883.9,6884.6,6883.9,6884.05,6881.05,6880.9,6880.9,6882.05,6880.9,6881.6,6880.9,6880.75,6880.9,6881.75,6882.6,6880.9,2020-02-19
AKARSU,7950.862,MWH,3185.18,3167.9,3094.66,3042.15,3043.86,3130.44,3138.92,3199.5,3201.28,3308.84,3330.4,3361.04,3299.11,3305.56,3309.36,3289.3,3315.67,3398.17,3455.53,3354.98,3340.5,3312.64,3299.15,3289.92,2020-02-19
RÜZGAR,7650.201,MWH,765.04,717.34,693.79,683.52,703.17,717.65,704.14,706.41,668.33,643.87,608.97,558.86,484.55,436.53,408.91,432.04,477.23,509.91,571.74,595.76,617.58,649.73,686.64,752.49,2020-02-19
JEOTERMAL,1562.638,MWH,993.7,995.8,997.9,998.9,1002.9,1006.3,1006.5,1006.6,1002.6,996.7,981.2,978.0,969.5,961.3,955.9,950.5,950.9,952.9,960.8,971.0,978.8,984.8,989.1,990.5,2020-02-19
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-19
BİYOKÜTLE,749.413,MWH,396.08,396.47,402.74,402.15,402.83,401.84,400.93,403.98,396.82,401.78,399.78,398.87,396.27,386.31,385.56,386.46,401.63,399.2,398.82,399.55,401.96,398.71,401.94,399.29,2020-02-19
ASFALTİT KÖMÜR,405.0,MWH,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,2020-02-19
GÜNEŞ,174.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,17.88,62.18,104.17,114.31,126.37,122.25,112.89,91.95,60.25,18.04,1.0,0.0,0.0,0.0,0.0,0.0,2020-02-19
ATIK ISI,162.625,MWH,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,21.0,19.0,18.5,17.0,14.5,13.5,13.0,13.0,12.5,12.5,12.5,2020-02-19
FUEL OİL,158.48,MWH,3.5,3.5,3.5,0.6,0.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2020-02-19
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-19
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-02-19
