KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25646.532,MWH,11958.3,12586.43,12603.33,12583.78,12590.49,12601.31,12636.56,12700.68,12635.09,12605.48,12549.14,12462.04,12407.55,12379.49,12357.34,12382.9,12417.17,12326.88,11767.55,12442.17,12443.49,12449.6,12488.54,12248.14,2020-10-12
Barajlı,21853.857,MWH,14415.96,14349.94,14328.94,14349.94,14349.94,14120.26,14120.26,13598.26,13224.1,13477.92,13488.92,13535.22,13388.92,13382.42,13386.42,13505.42,14047.42,14132.72,14482.1,14479.1,14283.1,14531.8,14362.8,14362.8,2020-10-12
Linyit,10097.312,MWH,4285.65,4282.65,4299.65,4399.65,4402.65,4404.65,4286.65,4286.65,4184.65,4175.65,4288.65,4288.65,4285.65,4262.65,4260.65,4277.65,4257.65,4387.65,4392.65,4394.65,4835.65,4838.65,4570.65,4572.65,2020-10-12
İthal Kömür,8966.85,MWH,5923.2,5923.2,5923.2,5923.2,5913.2,5912.2,5912.2,5923.2,5924.2,5925.2,5924.2,5922.7,6492.7,6492.7,6492.7,6491.7,6478.7,6478.2,6478.2,6478.2,6486.2,6485.2,6485.2,6485.2,2020-10-12
Rüzgar,8128.243,MWH,375.68,358.89,336.35,301.86,309.91,330.65,365.71,422.81,481.2,491.68,600.08,724.46,841.39,1007.16,1169.21,1317.25,1389.86,1370.96,1342.02,1351.05,1389.34,1520.64,1664.66,1859.13,2020-10-12
Akarsu,7941.837,MWH,1769.92,1755.0,1781.25,1803.1,1827.14,1804.07,1817.0,1746.14,1721.25,1743.19,1795.7,1774.87,1750.85,1710.81,1670.17,1756.13,1774.53,1739.52,1740.2,1733.55,1686.75,1704.99,1768.92,1754.24,2020-10-12
Güneş,6383.704,MWH,0.0,0.0,0.0,0.0,0.0,0.0,5.958,585.792,1948.152,3194.735,4116.483,4654.872,4821.255999999999,4616.5509999999995,4047.0769999999998,3105.2799999999997,1842.123,534.972,3.487,0.0,0.0,0.0,0.0,0.0,2020-10-12
Jeotermal,1540.688,MWH,939.8,948.5,961.6,963.0,969.2,973.8,973.5,972.8,962.9,943.7,920.7,878.0,853.8,833.3,816.7,803.0,804.0,814.3,853.8,875.3,887.21,911.0,919.1,928.4,2020-10-12
Biyokütle,877.832,MWH,418.95,420.15,422.85,419.95,419.55,418.61,419.21,418.01,421.92,428.69,419.69,424.74,423.34,425.24,424.44,428.0,425.33,425.83,427.13,428.18,428.98,426.11,426.41,426.41,2020-10-12
Taş Kömür,810.766,MWH,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,2020-10-12
Asfaltit Kömür,405.0,MWH,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,2020-10-12
Atık Isı,369.622,MWH,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,2020-10-12
Fuel Oil,305.93,MWH,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-10-12
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-12
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-12
