KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25648.536,MWH,11780.83,11496.07,11426.01,11432.5,11434.7,11440.0,11442.32,11427.19,11433.31,11400.33,11363.26,11348.62,11318.33,11298.2,11281.84,11309.85,11373.14,11407.01,11450.41,11470.99,11499.92,11512.89,11502.72,11505.26,2020-10-29
Barajlı,22297.477,MWH,14315.6,14315.6,14315.6,14315.6,14548.6,14548.6,14548.6,14463.6,14313.6,14441.62,14410.6,14410.6,14410.6,14384.6,14384.6,14387.6,14358.68,14426.68,14426.68,14329.68,14649.68,14653.68,14637.88,14635.28,2020-10-29
Linyit,10097.312,MWH,4830.5,4807.5,4836.5,4837.5,4839.5,4839.5,4824.5,4824.5,4824.5,4823.5,4818.5,4798.5,4641.5,4632.5,4628.5,4628.5,4627.5,4627.5,4686.5,4607.5,4611.5,4580.5,4580.5,4426.5,2020-10-29
İthal Kömür,8966.85,MWH,6053.2,6052.2,6053.2,6054.2,6059.5,6058.5,6060.5,6056.5,6055.5,6056.5,6056.5,6058.2,6057.2,6055.2,6054.2,5785.2,5650.2,5658.2,5656.2,5659.2,5711.2,5713.2,5756.2,5757.2,2020-10-29
Rüzgar,8329.712,MWH,1966.65,1914.75,1894.67,1879.53,1817.17,1773.57,1801.36,1736.14,1692.64,1692.53,1745.11,1842.86,1816.15,1813.85,1766.65,1687.0,1586.68,1419.83,1290.27,1235.59,1112.47,1015.4,977.57,846.35,2020-10-29
Akarsu,7978.786,MWH,1771.39,1764.37,1692.67,1702.5,1685.5,1767.23,1748.05,1731.63,1725.92,1781.18,1785.04,1776.02,1608.6,1483.39,1546.03,1484.75,1573.54,1652.37,1707.21,1738.92,1735.58,1785.0,1748.08,1795.16,2020-10-29
Güneş,6444.834,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.97,355.059,1467.544,2487.169,3327.7999999999997,3786.4300000000003,3843.141,3543.903,3001.733,2155.093,1127.13,169.629,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-29
Jeotermal,1559.22,MWH,962.8,971.7,978.29,983.7,983.1,987.0,988.1,988.3,985.7,945.5,929.1,909.5,888.5,898.4,867.19,861.3,862.5,878.3,894.7,903.9,939.0,951.6,958.5,967.0,2020-10-29
Biyokütle,951.012,MWH,462.69,461.99,462.49,463.19,462.79,462.75,465.05,462.75,468.26,471.13,473.53,475.83,476.43,476.43,475.43,474.32,470.42,470.02,452.02,452.82,453.32,464.25,463.25,461.69,2020-10-29
Taş Kömür,810.766,MWH,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,2020-10-29
Asfaltit Kömür,405.0,MWH,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,212.0,2020-10-29
Atık Isı,369.622,MWH,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,9.1,2020-10-29
Fuel Oil,305.93,MWH,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-10-29
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-29
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-10-29
