KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26047.64,MWH,9943.78,9943.58,9902.18,9912.18,10857.18,10867.38,10867.68,11129.91,11220.97,11209.43,11174.82,11155.48,11034.32,11015.63,10999.89,11922.49,12780.39,12831.82,12849.04,12886.06,12918.17,12940.42,12964.17,12966.34,2020-03-10
BARAJLI,20670.711,MWH,15880.77,15880.77,15880.77,15880.77,15838.77,15839.35,15839.35,15621.55,15570.35,15560.35,15491.1,15788.15,15839.15,15839.15,15845.45,15905.45,15859.2,15869.62,15872.62,15864.52,15867.02,15879.27,15879.27,15879.27,2020-03-10
LİNYİT,10323.452,MWH,3559.45,3507.45,3507.45,3507.45,3527.45,3559.45,3559.45,3559.45,3611.45,3449.45,3611.45,3419.45,3367.45,3367.45,3252.45,3252.45,3304.45,3254.45,3304.45,3304.45,3304.45,3304.45,3304.45,3174.45,2020-03-10
İTHAL KÖMÜR,8996.25,MWH,7482.25,7482.25,7483.1,7480.25,7482.25,7481.4,7481.25,7500.85,7568.9,7585.05,7015.9,7015.9,7007.05,7009.05,7007.05,7003.9,6998.9,7000.05,7001.05,6998.05,6993.05,6993.05,6994.05,6994.05,2020-03-10
AKARSU,7960.126,MWH,4822.23,4852.11,4808.15,4784.19,4733.48,4657.66,4665.5,4674.94,4733.81,4795.98,4786.09,4819.29,4773.71,4788.79,4760.4,4762.85,4790.17,4892.47,4960.77,5006.66,4961.18,4931.81,4949.66,4952.87,2020-03-10
RÜZGAR,7684.481,MWH,3917.25,3936.02,3832.12,3856.29,3835.53,3842.6,3880.11,3615.19,3598.17,3494.76,3523.45,3577.49,3652.86,3748.96,3917.6,4014.55,4034.31,3780.32,3450.96,3034.19,2748.39,2451.68,2260.41,2041.11,2020-03-10
JEOTERMAL,1562.638,MWH,1033.6,1035.5,1038.6,1041.1,1042.8,1044.6,1037.6,1037.1,1015.8,994.5,984.9,974.1,960.3,949.9,938.6,934.3,933.7,937.1,948.3,959.3,972.1,980.9,1009.1,1018.6,2020-03-10
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-10
BİYOKÜTLE,750.582,MWH,411.56,409.76,414.56,415.56,415.36,415.66,414.26,415.92,418.25,420.48,421.18,421.84,423.48,421.18,423.78,425.98,424.53,423.41,423.54,422.27,424.87,423.82,429.57,427.06,2020-03-10
ASFALTİT KÖMÜR,405.0,MWH,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,2020-03-10
GÜNEŞ,174.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.4,8.38,49.99,105.29,143.07,149.97,153.41,152.67,148.49,127.8,85.69,37.26,5.61,0.0,0.0,0.0,0.0,0.0,2020-03-10
ATIK ISI,162.625,MWH,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,15.0,13.6,19.3,18.3,19.8,2020-03-10
FUEL OİL,158.48,MWH,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,3.5,3.5,3.5,3.5,0.6,0.6,0.6,0.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2020-03-10
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-10
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-10
