KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25614.594,MWH,13095.98,13114.13,12641.8,12583.53,12598.31,12595.8,12604.84,12685.86,13100.01,13046.85,12608.62,12861.02,12916.26,12866.7,12853.65,12857.4,12868.39,12878.0,12836.89,12874.85,12971.48,13011.95,13029.88,12997.89,2020-07-10
Barajlı,21242.189,MWH,16978.1,17233.82,17224.8,16983.7,17239.0,17190.2,17183.2,17205.5,16939.12,16926.82,16913.82,16670.42,16805.42,16896.42,16883.62,16861.62,17098.32,17567.32,17577.42,17537.42,17563.82,17563.82,17499.82,17481.52,2020-07-10
Linyit,10097.312,MWH,4671.15,4669.15,4669.15,4669.15,4672.15,4672.15,4672.15,4672.15,4785.15,4785.15,4778.15,4776.15,4775.15,4764.15,4767.15,4769.15,4769.15,4770.15,4769.15,4770.15,4779.15,4780.15,4782.15,4783.15,2020-07-10
İthal Kömür,8966.85,MWH,8116.6,8114.6,8117.6,8116.6,8120.2,8120.2,8122.2,8116.2,8116.2,8118.2,7906.2,7600.2,7452.2,7451.2,7451.2,7452.2,7450.2,7450.2,7448.2,7451.2,7449.2,7449.2,7450.2,7450.2,2020-07-10
Rüzgar,7917.849,MWH,5464.18,5319.09,5329.1,5249.81,5207.17,5114.62,4995.67,4758.05,4610.1,4451.27,4408.87,4474.54,4481.85,4584.3,4674.91,4949.3,5187.69,5339.38,5371.57,5462.5,5533.44,5432.62,5297.09,5098.46,2020-07-10
Akarsu,7914.204,MWH,3199.42,3153.59,2899.05,3003.55,3033.64,3025.14,2975.84,3010.25,3098.22,3091.44,3187.52,3143.6,3147.12,3140.74,3220.38,3204.22,3172.97,3183.76,3142.26,3183.9,3221.82,3196.19,3215.19,3183.06,2020-07-10
Güneş,6200.345,MWH,0.0,0.0,0.0,0.0,0.0,1.061,235.441,1157.0169999999998,2266.712,3317.5699999999997,4126.549,4617.1320000000005,4778.947,4671.186,4197.0779999999995,3520.7019999999998,2547.735,1324.934,174.47299999999998,2.8,0.0,0.0,0.0,0.0,2020-07-10
Jeotermal,1514.688,MWH,843.5,854.6,863.8,875.9,880.3,888.5,890.8,877.4,856.9,828.3,797.3,772.0,746.3,721.0,710.6,695.8,690.2,692.9,708.0,728.7,750.4,770.1,792.4,810.3,2020-07-10
Biyokütle,835.215,MWH,409.75,414.05,413.7,414.91,413.41,412.81,415.96,415.66,417.35,418.71,419.76,419.01,420.72,423.27,423.32,423.05,416.07,419.65,420.95,422.15,421.08,417.87,417.35,417.05,2020-07-10
Taş Kömür,810.766,MWH,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,2020-07-10
Asfaltit Kömür,405.0,MWH,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,2020-07-10
Atık Isı,362.622,MWH,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.5,11.9,12.8,12.8,12.0,11.2,11.2,11.2,11.1,11.1,11.1,11.1,2020-07-10
Fuel Oil,305.93,MWH,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,2020-07-10
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-07-10
