KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
DOĞAL GAZ,26047.64,MWH,12121.78,12110.65,11322.59,11283.89,11051.94,11050.64,12232.15,12099.04,12203.69,12181.24,11775.77,11749.73,11720.77,12672.62,12659.08,12658.69,12660.16,12652.74,12679.82,12716.79,12739.02,12753.85,11181.09,10195.19,2020-03-24
BARAJLI,20670.711,MWH,16610.81,16592.41,16587.41,16586.21,16546.21,16548.02,16548.02,16530.74,16429.02,16429.02,16426.12,16429.62,16504.12,16504.12,16386.92,16537.42,16547.42,16485.81,16198.81,16528.81,16531.81,16531.81,16501.81,16481.81,2020-03-24
LİNYİT,10323.452,MWH,3969.45,3971.45,3971.45,3971.45,3971.45,3926.45,3924.45,3969.45,4055.45,4057.45,4077.45,3968.45,4008.45,4048.45,4087.45,4127.45,4181.45,4319.45,4311.45,4319.45,4342.45,4359.45,4387.45,4319.45,2020-03-24
İTHAL KÖMÜR,8996.25,MWH,6646.55,6645.74,6647.5,6644.5,6643.5,6643.5,6646.5,6664.1,6667.61,6669.58,6666.68,6648.09,6650.69,6649.49,6650.79,6650.03,6656.04,6656.05,6655.53,6654.51,6655.27,6653.31,6655.76,6652.1,2020-03-24
AKARSU,7960.126,MWH,4492.41,4517.48,4492.02,4497.53,4481.77,4467.62,4443.13,4466.81,4427.3,4480.18,4547.82,4583.94,4550.31,4537.52,4556.21,4578.33,4585.6,4496.58,4566.99,4618.96,4643.19,4656.84,4658.69,4632.39,2020-03-24
RÜZGAR,7689.481,MWH,1796.24,1721.02,1710.51,1701.8,1768.4,1845.69,1940.81,2013.59,2093.5,2152.72,2345.44,2329.25,2359.17,2475.14,2517.38,2606.26,2774.4,2917.03,3066.38,3251.11,3115.29,3166.78,3176.97,3108.02,2020-03-24
JEOTERMAL,1562.638,MWH,1037.9,1038.9,1040.5,1042.9,1044.7,1046.2,1046.2,1045.9,1040.3,1031.2,1021.8,1007.8,996.3,988.5,978.0,976.0,971.7,975.2,982.3,994.5,1005.5,1011.9,1017.9,1023.4,2020-03-24
TAŞ KÖMÜR,844.766,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-24
BİYOKÜTLE,750.582,MWH,421.91,422.31,423.71,426.31,422.91,426.11,428.17,427.37,427.26,428.48,429.03,430.18,432.33,432.53,425.23,421.33,416.88,431.21,431.09,427.92,429.32,427.92,429.12,427.86,2020-03-24
ASFALTİT KÖMÜR,405.0,MWH,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,2020-03-24
GÜNEŞ,174.608,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.52,16.11,54.83,102.32,131.45,139.56,141.82,135.47,122.81,99.61,65.75,28.95,4.02,0.0,0.0,0.0,0.0,0.0,2020-03-24
ATIK ISI,162.625,MWH,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,10.5,11.0,13.8,11.8,12.8,16.0,17.0,2020-03-24
FUEL OİL,158.48,MWH,3.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,3.5,3.5,3.5,3.5,0.6,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0.6,0.6,2020-03-24
NAFTA,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-24
LNG,1.95,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-24
