KAYNAK ADI,KURULU GÜÇ,BİRİM,01:00,02:00,03:00,04:00,05:00,06:00,07:00,08:00,09:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,24:00,date
Doğal Gaz,25648.536,MWH,13443.86,13575.96,13580.73,13534.0,13506.6,13578.3,13787.0,14565.7,14589.13,14540.94,14488.28,14406.4,14352.84,14324.82,14318.64,14312.65,14323.81,14354.81,14239.82,14234.8,14262.18,14289.41,14301.71,14315.59,2020-11-09
Barajlı,22297.977,MWH,13952.77,14084.79,14084.79,14084.79,13982.79,13982.79,13982.79,14124.79,13752.39,13752.39,13755.39,13851.39,13873.39,13842.87,13851.37,13868.73,14277.41,14337.41,13761.11,13770.11,13655.11,14020.41,14018.41,14018.41,2020-11-09
Linyit,10097.312,MWH,4742.0,4752.0,4806.0,4846.0,4862.0,4885.0,4923.0,4898.0,4901.0,4975.0,4885.0,4894.0,4918.0,4940.0,4918.0,4938.0,4937.0,4943.0,4943.0,4943.0,5006.0,5074.0,5074.0,5072.0,2020-11-09
İthal Kömür,8986.85,MWH,7454.5,7453.5,7454.5,7450.5,7439.5,7440.5,7440.5,7445.5,7444.5,7448.5,7469.5,7461.9,7460.9,7457.9,7459.9,7456.9,7466.5,7467.5,7466.5,7467.5,7462.5,7460.5,7460.5,7462.5,2020-11-09
Rüzgar,8409.542,MWH,2284.45,2148.66,2064.84,2056.58,2024.96,2039.37,2052.05,2074.83,2023.18,1854.4,1757.75,1751.06,1781.58,1786.36,1877.18,2027.36,2169.27,2357.61,2607.22,2752.19,2846.53,2942.48,2916.5,2835.7,2020-11-09
Akarsu,8031.134,MWH,1995.4,1960.4,1943.3,1829.65,1849.45,1829.5,1832.02,1826.6,1880.63,2037.85,2087.42,2025.64,1934.68,1935.98,1992.6,2015.18,1953.64,1949.31,2056.5,2091.3,2073.89,2009.23,1987.95,1966.18,2020-11-09
Güneş,6459.343,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.351,194.56,1488.643,2736.7200000000003,3766.361,4318.068,4527.825000000001,4311.568,3703.1079999999997,2708.2709999999997,1431.755,189.892,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-09
Jeotermal,1579.22,MWH,1019.9,1026.6,1031.2,1021.0,1009.8,1017.7,1010.5,1009.3,1004.8,989.5,968.5,949.4,928.8,919.2,909.3,908.2,908.4,920.8,935.7,953.1,965.1,974.6,984.3,989.3,2020-11-09
Biyokütle,1011.861,MWH,454.99,456.49,457.99,459.99,459.99,458.15,458.65,456.7,465.16,472.95,473.15,471.35,467.88,465.78,464.13,462.54,468.28,467.08,468.18,466.57,466.87,464.67,461.6,460.04,2020-11-09
Taş Kömür,810.766,MWH,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,2020-11-09
Asfaltit Kömür,405.0,MWH,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,2020-11-09
Atık Isı,369.622,MWH,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,2020-11-09
Fuel Oil,305.93,MWH,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2020-11-09
Nafta,4.736,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-09
Motorin,1.04,MWH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-11-09
