datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2018-08-01 00:00:00,7641,CAR,1591,120,1434,0,11770,9851
2018-08-01 01:00:00,7329,CAR,1555,4,1466,0,11786,9709
2018-08-01 02:00:00,7010,CAR,859,1,1466,0,11778,9582
2018-08-01 03:00:00,6109,CAR,427,1,1460,0,11779,8911
2018-08-01 04:00:00,5024,CAR,348,0,1369,0,11782,8136
2018-08-01 05:00:00,4522,CAR,-468,-1,1353,0,11789,7911
2018-08-01 06:00:00,4525,CAR,-1538,-1,1376,-4,11790,7935
2018-08-01 07:00:00,4261,CAR,-1790,-1,1349,-1,11787,7751
2018-08-01 08:00:00,3933,CAR,-1791,0,1268,0,11786,7669
2018-08-01 09:00:00,3643,CAR,-1783,0,1281,0,11793,7717
2018-08-01 10:00:00,3826,CAR,-1557,-1,1293,0,11794,7785
2018-08-01 11:00:00,4057,CAR,-908,9,1281,-1,11794,7936
2018-08-01 12:00:00,4250,CAR,-568,270,1306,0,11797,8110
2018-08-01 13:00:00,4225,CAR,-76,709,1393,0,11795,8122
2018-08-01 14:00:00,4241,CAR,341,1171,1414,0,11791,8332
2018-08-01 15:00:00,4921,CAR,359,1393,1408,0,11789,8955
2018-08-01 16:00:00,5859,CAR,633,1441,1424,0,11785,9030
2018-08-01 17:00:00,6631,CAR,1022,1423,1426,0,11777,9403
2018-08-01 18:00:00,7282,CAR,1518,1445,1405,0,11776,9479
2018-08-01 19:00:00,7897,CAR,2198,1406,1370,0,11772,9465
2018-08-01 20:00:00,7921,CAR,2837,1213,1376,0,11769,9454
2018-08-01 21:00:00,7888,CAR,3160,1088,1392,0,11775,9639
2018-08-01 22:00:00,7985,CAR,3089,764,1386,0,11774,9585
2018-08-01 23:00:00,7918,CAR,2784,481,1377,0,11774,9553
2018-08-02 00:00:00,7579,CAR,2121,171,1382,0,11765,9662
2018-08-02 01:00:00,7324,CAR,1642,5,1420,0,11773,9636
2018-08-02 02:00:00,6990,CAR,1189,1,1419,0,11776,9327
2018-08-02 03:00:00,6112,CAR,692,0,1402,0,11777,8936
2018-08-02 04:00:00,4664,CAR,623,-1,1319,0,11781,8300
2018-08-02 05:00:00,4191,CAR,182,0,1171,0,11784,7890
2018-08-02 06:00:00,4136,CAR,-323,0,1115,-1,11775,7629
2018-08-02 07:00:00,4114,CAR,-759,0,1081,0,11776,7424
2018-08-02 08:00:00,3912,CAR,-1331,0,1121,-1,11783,7562
2018-08-02 09:00:00,3796,CAR,-1539,0,1193,-1,11777,7801
2018-08-02 10:00:00,3952,CAR,-1503,1,1294,0,11781,8143
2018-08-02 11:00:00,4299,CAR,-863,10,1319,0,11777,8301
2018-08-02 12:00:00,4393,CAR,74,227,1309,-1,11777,8199
2018-08-02 13:00:00,4466,CAR,504,577,1370,-2,11777,8261
2018-08-02 14:00:00,4960,CAR,937,892,1377,-1,11779,8240
2018-08-02 15:00:00,5797,CAR,1118,1201,1378,0,11769,8472
2018-08-02 16:00:00,6574,CAR,1363,1446,1385,0,11771,8407
2018-08-02 17:00:00,7020,CAR,1842,1507,1388,0,11770,8592
2018-08-02 18:00:00,7402,CAR,2410,1167,1386,0,11761,8807
2018-08-02 19:00:00,7553,CAR,2811,832,1388,0,11766,8949
2018-08-02 20:00:00,7808,CAR,2275,717,1383,0,11770,8931
2018-08-02 21:00:00,7548,CAR,2114,484,1388,0,11777,9015
2018-08-02 22:00:00,6969,CAR,1744,366,1393,0,11772,9432
2018-08-02 23:00:00,6469,CAR,1411,200,1393,0,11776,9434
2018-08-03 00:00:00,6374,CAR,1002,73,1391,0,11773,9438
2018-08-03 01:00:00,5943,CAR,933,2,1429,0,11783,9585
2018-08-03 02:00:00,5317,CAR,945,-1,1427,0,11787,9345
2018-08-03 03:00:00,4442,CAR,945,0,1417,0,11781,8655
2018-08-03 04:00:00,4213,CAR,448,-1,1343,0,11787,7733
2018-08-03 05:00:00,3948,CAR,-352,0,1294,-1,11786,7363
2018-08-03 06:00:00,3797,CAR,-705,0,1284,-1,11789,6858
2018-08-03 07:00:00,3588,CAR,-820,0,1109,0,11796,6528
2018-08-03 08:00:00,3432,CAR,-862,0,1013,-1,11789,6366
