ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2357.44,05.03.2018,2018-03-05
5,BATI ANADOLU YTM,5136.67,05.03.2018,2018-03-05
11,DOĞU AKDENİZ YTM,3028.92,05.03.2018,2018-03-05
9,DOĞU ANADOLU YTM,1320.95,05.03.2018,2018-03-05
10,GÜNEY DOĞU ANADOLU YTM,4708.52,05.03.2018,2018-03-05
4,KUZEY BATI ANADOLU YTM,8622.89,05.03.2018,2018-03-05
6,ORTA ANADOLU YTM,3808.99,05.03.2018,2018-03-05
8,ORTA KARADENİZ YTM,1958.2,05.03.2018,2018-03-05
3,TRAKYA YTM,6644.43,05.03.2018,2018-03-05
