ID,BÖLGE ADI,BÖLGE PUANTI (MW),PUANT GÜNÜ,date
7,BATI AKDENİZ YTM,2716.82,26.12.2018,2018-12-26
5,BATI ANADOLU YTM,5647.15,26.12.2018,2018-12-26
11,DOĞU AKDENİZ YTM,2995.86,26.12.2018,2018-12-26
9,DOĞU ANADOLU YTM,1369.62,26.12.2018,2018-12-26
10,GÜNEY DOĞU ANADOLU YTM,5626.13,26.12.2018,2018-12-26
4,KUZEY BATI ANADOLU YTM,8608.36,26.12.2018,2018-12-26
6,ORTA ANADOLU YTM,4411.13,26.12.2018,2018-12-26
8,ORTA KARADENİZ YTM,1882.76,26.12.2018,2018-12-26
3,TRAKYA YTM,6638.9,26.12.2018,2018-12-26
