unit,datetime,date,year,month,month_date,weekday,hour,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2013-01-01 00:00:00,2013-01-01,2013,1,01-01,Tuesday,0,16010.35,2256.05507,1.034583333,0.0,985.2125,419.689,0.0,16.64583333,18267.439653333,1421.54733333,19688.986986663,0.8131627092264905,0.11458461887999698,5.2546295738872195e-05,0.0,0.05003876028093101,0.021315926527062594,0.0,0.0008454387897800744,0.9277998744022263,0.07220012559777367
Mwh,2013-01-01 01:00:00,2013-01-01,2013,1,01-01,Tuesday,1,14755.51667,2221.764167,1.098583333,0.0,1042.626667,406.7403333,0.0,13.50133333,16978.379420333004,1462.86833363,18441.247753963005,0.8001365670513838,0.12047797397670909,5.957207167632763e-05,0.0,0.05653775063978198,0.022056009372391404,0.0,0.0007321268880571586,0.9206741130997693,0.07932588690023055
Mwh,2013-01-01 02:00:00,2013-01-01,2013,1,01-01,Tuesday,2,13708.475,2147.45057,1.034583333,0.0,1040.126667,445.2616667,0.0,16.3575,15856.960153332999,1501.7458337,17358.705987032998,0.7897175636386877,0.12371029105534431,5.960025671111872e-05,0.0,0.05991959698937107,0.02565062551509379,0.0,0.0009423225447921695,0.913487454950743,0.08651254504925704
Mwh,2013-01-01 03:00:00,2013-01-01,2013,1,01-01,Tuesday,3,13115.36667,2070.289752,1.015941667,0.0,1033.704167,504.0025,0.0,17.49833333,15186.672363667,1555.20500033,16741.877363997,0.7833868558973128,0.12365935474190655,6.0682660905446486e-05,0.0,0.0617436231627736,0.030104300075918914,0.0,0.001045183461182779,0.9071068933001247,0.09289310669987529
Mwh,2013-01-01 04:00:00,2013-01-01,2013,1,01-01,Tuesday,4,12952.60833,2089.411418,1.034583333,0.0,1040.649167,444.67,0.0,19.15583333,15043.054331332998,1504.47500033,16547.529331662998,0.7827517975880381,0.12626727387042608,6.25219216877512e-05,0.0,0.06288849206079132,0.0268722895779458,0.0,0.0011576249811109942,0.9090815933801519,0.09091840661984812
Mwh,2013-01-01 05:00:00,2013-01-01,2013,1,01-01,Tuesday,5,12866.75,2078.693755,0.9973,0.0,1036.053333,460.8266667,0.0,17.73833333,14946.441055000001,1514.61833303,16461.05938803,0.7816477479788648,0.12627946391540054,6.058540805248581e-05,0.0,0.06293965100164742,0.027994958030167827,0.0,0.0010775936658669002,0.9079877973023179,0.09201220269768215
Mwh,2013-01-01 06:00:00,2013-01-01,2013,1,01-01,Tuesday,6,12937.825,2305.825,1.015941667,0.0,1104.163333,451.2375,0.0,19.23666667,15244.665941667,1574.63749967,16819.303441337,0.769224780629295,0.13709396515987377,6.0403313998313886e-05,0.0,0.06564857675890934,0.026828548612244447,0.0,0.0011437255256791323,0.9063791491031671,0.0936208508968329
Mwh,2013-01-01 07:00:00,2013-01-01,2013,1,01-01,Tuesday,7,13509.54167,2427.058333,1.117225,0.0,1234.849167,450.6391667,0.0,19.67666667,15937.717228,1705.1650003700001,17642.88222837,0.7657219208932013,0.1375658637621724,6.332440388926287e-05,0.0,0.06999135124386567,0.025542264629265957,0.0,0.0011152750676054306,0.903351109059263,0.09664889094073706
Mwh,2013-01-01 08:00:00,2013-01-01,2013,1,01-01,Tuesday,8,14342.625,2532.391667,1.034583333,0.0,1266.891667,480.1291667,0.0,19.41666667,16876.051250333,1766.4375003700002,18642.488750703,0.7693514096640743,0.13583978517377432,5.5495988053686574e-05,0.0,0.0679572177267494,0.025754563841798993,0.0,0.0010415276055493292,0.9052466908259023,0.09475330917409773
Mwh,2013-01-01 09:00:00,2013-01-01,2013,1,01-01,Tuesday,9,15208.0,2552.8,1.034583333,0.0,1284.361667,541.7075,0.0,18.8775,17761.834583333,1844.946667,19606.781250333,0.7756500062824799,0.1301998511334768,5.276660762369799e-05,0.0,0.06550599257479789,0.027628578759749244,0.0,0.0009628046418725352,0.9059026240235803,0.09409737597641966
Mwh,2013-01-01 10:00:00,2013-01-01,2013,1,01-01,Tuesday,10,15882.9,2581.45,1.034583333,0.0,1284.605833,629.9166667,0.0,18.62833333,18465.384583332998,1933.15083303,20398.535416362996,0.7786294298001066,0.12655075216474856,5.0718510514734956e-05,0.0,0.06297539537909834,0.030880484987892937,0.0,0.0009132191576389842,0.9052309004753698,0.09476909952463027
Mwh,2013-01-01 11:00:00,2013-01-01,2013,1,01-01,Tuesday,11,16413.1,2617.091667,1.015941667,0.0,1288.304583,704.2616667,0.0,20.13666667,19031.207608667,2012.7029163700001,21043.910525036998,0.7799453424054673,0.12436337171678784,4.827722802714273e-05,0.0,0.061219828009971784,0.03346629258198491,0.0,0.0009568880577610514,0.9043569913502822,0.09564300864971775
Mwh,2013-01-01 12:00:00,2013-01-01,2013,1,01-01,Tuesday,12,16699.33333,2689.375,1.015941667,0.0,1315.469167,753.4858333,0.0,19.96583333,19389.724271667,2088.92083363,21478.645105297,0.7774854162417191,0.1252115758147498,4.730008164013341e-05,0.0,0.06124544451249315,0.03508069664571987,0.0,0.0009295667036779747,0.902744292138109,0.09725570786189099
Mwh,2013-01-01 13:00:00,2013-01-01,2013,1,01-01,Tuesday,13,16636.225,2895.175,1.034583333,0.0,1319.5775,855.245,0.0,20.39,19532.434583332997,2195.2125,21727.647083333,0.7656708034788283,0.13324843637675116,4.761598570853149e-05,0.0,0.06073264605868121,0.03936206238622347,0.0,0.0009384357138072677,0.898966855841288,0.10103314415871195
