unit,date,year,month,month_date,weekday,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2013-01-01,2013,1,01-01,Tuesday,372.37433334,62.314298066000006,0.024952816666,0.0,29.934868751000003,17.9393468334,0.0,0.46817216666,434.713584222666,48.34238775106,483.055971973726,0.7708720209347788,0.12900016081239826,5.1656160183766894e-05,0.0,0.06196977263046485,0.037137201223496605,0.0,0.000969188238677783,0.8999238379073607,0.10007616209263924
Gwh,2013-01-02,2013,1,01-02,Wednesday,400.18770834000003,76.187785607,0.977131333324,0.0,32.639977332,11.5267455835,0.0,0.43969775002,477.35262528032405,44.60642066552,521.9590459458441,0.7667032719297321,0.14596506411521196,0.0018720459793034844,0.0,0.06253359834554255,0.022083620684477914,0.0,0.0008423989457318858,0.9145403820242476,0.08545961797575234
Gwh,2013-01-03,2013,1,01-03,Thursday,405.12695,87.169681173,0.683651750067,0.0,51.247382167,13.2795368452,0.0,0.47060333333,492.980282923067,64.99752234553,557.9778052685971,0.7260628400890994,0.15622428051782206,0.0012252310819745,0.0,0.09184483985403459,0.023799399760726238,0.0,0.0008434086963431509,0.8835123516888959,0.11648764831110399
Gwh,2013-01-04,2013,1,01-04,Friday,420.39923334,101.317335689,0.388901416746,0.0,55.969968416,22.8526675864,0.0,0.41629325,522.105470445746,79.2389292524,601.344399698146,0.6990989415566617,0.1684847081636709,0.000646719944413243,0.0,0.09307473129224281,0.03800262810773866,0.0,0.0006922709352726403,0.8682303696647459,0.1317696303352541
Gwh,2013-01-05,2013,1,01-05,Saturday,412.92774997,67.07196172,0.828962666727,0.0,35.152405419000004,22.9668114374,0.0,0.46738000001,480.82867435672705,58.586596856410004,539.4152712131371,0.7655099364193592,0.12434197787755645,0.0015367801227849465,0.0,0.06516761258898503,0.04257723624647848,0.0,0.0008664567448356982,0.8913886944197007,0.1086113055802992
Gwh,2013-01-06,2013,1,01-06,Sunday,393.01961666,62.290465723000004,1.032222416574,0.0,30.300016251000002,32.734006754,0.0,0.46805166665000003,456.34230479957404,63.50207467165,519.844379471224,0.7560332133623763,0.11982521728206565,0.001985637350977916,0.0,0.0582867054979427,0.06296885769409764,0.0,0.0009003688125398094,0.8778440679954199,0.12215593200458015
Gwh,2013-01-07,2013,1,01-07,Monday,437.13698333,86.724706537,1.4648131666239999,0.0,55.753841751,12.9969268337,0.0,0.37122641667,525.326503033624,69.12199500137,594.448498034994,0.7353656116131134,0.14589103483931198,0.002464154878792829,0.0,0.09379086991606442,0.021863839973795166,0.0,0.0006244887789221844,0.8837208013312182,0.11627919866878177
Gwh,2013-01-08,2013,1,01-08,Tuesday,448.98772499,81.47572055100001,1.19769516666,0.0,50.539675417,27.964960167100003,0.0,0.31953849999800005,531.66114070766,78.824174084098,610.485314791758,0.7354603200294076,0.13346057403328712,0.001961873836504232,0.0,0.08278606248577745,0.045807752438138664,0.0,0.000523417176884914,0.8708827678991989,0.12911723210080103
Gwh,2013-01-09,2013,1,01-09,Wednesday,421.42198334000005,80.109805891,3.2793704999370004,0.0,31.719217831,23.7641508331,0.0,0.44723000001,504.811159730937,55.93059866411,560.7417583950469,0.7515437846936754,0.14286399165328798,0.005848272312237283,0.0,0.0565665341596578,0.04237984861537274,0.0,0.0007975685657691344,0.9002560486592005,0.09974395134079968
Gwh,2013-01-10,2013,1,01-10,Thursday,431.75534999999996,82.620465353,4.407706666598999,0.0,37.69026325,8.5776723951,0.0,0.3147889825,518.783522019599,46.58272462760001,565.366246647199,0.7636737293045809,0.14613618312547935,0.007796197054100942,0.0,0.06666521652736648,0.015171886270127225,0.0,0.0005567877183450523,0.9176061094841613,0.08239389051583877
Gwh,2013-01-11,2013,1,01-11,Friday,447.99421665999995,83.894162149,4.634837333033,0.0,57.137425835,21.081004116299997,0.0,0.0,536.523216142033,78.2184299513,614.741646093333,0.7287520204739527,0.13647060140165418,0.007539488112587247,0.0,0.09294542869855466,0.03429246131325123,0.0,0.0,0.8727621099881941,0.12723789001180588
Gwh,2013-01-12,2013,1,01-12,Saturday,422.70591665,71.84434968699999,1.351674333335,0.0,37.321016252,16.8867356257,0.0,0.0,495.901940670335,54.2077518777,550.109692548035,0.7684029610387019,0.13060004333722336,0.0024570996505700964,0.0,0.06784286253734961,0.030697033436155038,0.0,0.0,0.9014601040264953,0.09853989597350465
Gwh,2013-01-13,2013,1,01-13,Sunday,397.99648335,65.7468382,1.534092175075,0.0,34.392382263,17.3357960029,0.0,0.0,465.277413725075,51.7281782659,517.0055919909751,0.7698107902804802,0.12716852432255257,0.002967264182128574,0.0,0.0665222635804689,0.03353115763436968,0.0,0.0,0.8999465787851613,0.10005342121483857
Gwh,2013-01-14,2013,1,01-14,Monday,415.96606668,74.59462958900001,2.182917833437,0.0,35.736182497,18.1224258333,0.0,0.829149833336,492.743614102437,54.687758163636005,547.431372266073,0.7598506182759001,0.13626297901089984,0.003987564367019902,0.0,0.06527974885522421,0.033104470718005895,0.0,0.0015146187729500472,0.9001011616538198,0.09989883834618017
Gwh,2013-01-15,2013,1,01-15,Tuesday,430.57976665,70.122369653,0.940296108346,0.0,36.489231915999994,12.00158748087,0.0,0.83819333333,501.6424324113461,49.3290127302,550.971445141546,0.781491981929087,0.1272704243955608,0.001706614955525391,0.0,0.0662270835226784,0.02178259433714711,0.0,0.0015213008600013125,0.9104690212801733,0.08953097871982683
Gwh,2013-01-16,2013,1,01-16,Wednesday,451.13770835,77.06633833100001,0.882243900075,0.0,37.018658501,10.2430112068,0.0,1.17460333332,529.086290581075,48.43627304112,577.5225636221951,0.7811603160930803,0.13344299112340038,0.0015276353785064372,0.0,0.06409906873390481,0.01773612297077417,0.0,0.002033865700333753,0.9161309425949871,0.08386905740501274
Gwh,2013-01-17,2013,1,01-17,Thursday,466.33140001,84.583575634,0.300893074975,0.0,55.9244919997,22.1002167854,0.0,1.06617416667,551.215868718975,79.09088295177,630.3067516707449,0.7398483338055671,0.1341943036621384,0.0004773756177883659,0.0,0.08872583365394987,0.03506263692530546,0.0,0.001691516335250904,0.8745200130854939,0.12547998691450624
Gwh,2013-01-18,2013,1,01-18,Friday,470.81844999,80.770558505,0.458696116671,0.0,53.029606082,27.092697681599997,0.0,1.1590325000000001,552.047704611671,81.2813362636,633.329040875271,0.7434025910754405,0.1275333251628155,0.0007242619350552354,0.0,0.08373152446745886,0.04277823364006402,0.0,0.0018300637191659465,0.8716601781733112,0.12833982182668882
Gwh,2013-01-19,2013,1,01-19,Saturday,399.96975832000004,73.532456817,0.30961557500500003,0.0,33.564553664,22.0562375001,0.0,1.0835425000299999,473.811830712005,56.70433366413,530.516164376135,0.7539256768742342,0.13860549735269823,0.0005836119534059724,0.0,0.06326773040642508,0.04157505271500487,0.0,0.002042430698231789,0.8931147861803383,0.10688521381966173
Gwh,2013-01-20,2013,1,01-20,Sunday,394.50374167,67.251516665,3.008531500097,0.0,33.844188333,14.8933238332,0.0,0.185196000003,464.76378983509704,48.922708166203,513.6864980013,0.7679854214680987,0.13091937772682083,0.005856746306945731,0.0,0.06588490930691027,0.028993021796656818,0.0,0.00036052339456765575,0.9047615455018653,0.09523845449813476
