datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-09-01 00:00:00,0,NY,50,3609,0,201,795,5231,6580
2019-09-01 01:00:00,0,NY,77,3516,0,200,702,5229,6628
2019-09-01 02:00:00,0,NY,86,3459,0,198,614,5219,6151
2019-09-01 03:00:00,0,NY,99,3346,0,200,683,5185,5111
2019-09-01 04:00:00,0,NY,98,2985,0,199,698,5208,4324
2019-09-01 05:00:00,0,NY,102,2834,0,200,734,5195,3205
2019-09-01 06:00:00,0,NY,97,2724,0,200,779,5195,2927
2019-09-01 07:00:00,0,NY,169,2684,0,198,828,5170,2750
2019-09-01 08:00:00,0,NY,235,2603,0,199,829,5168,2740
2019-09-01 09:00:00,0,NY,289,2534,0,200,803,5182,2663
2019-09-01 10:00:00,0,NY,331,2261,0,200,707,5214,2730
2019-09-01 11:00:00,0,NY,398,2072,0,198,737,5226,2733
2019-09-01 12:00:00,0,NY,409,2539,0,202,667,5197,3128
2019-09-01 13:00:00,0,NY,354,3094,0,211,738,5177,3556
2019-09-01 14:00:00,0,NY,364,3218,0,214,806,5172,3800
2019-09-01 15:00:00,0,NY,321,3096,0,221,788,5176,4251
2019-09-01 16:00:00,0,NY,315,3385,0,224,819,5168,4527
2019-09-01 17:00:00,0,NY,273,3550,0,223,845,5171,4830
2019-09-01 18:00:00,0,NY,207,3619,0,221,914,5173,4918
2019-09-01 19:00:00,0,NY,152,3642,0,225,911,5197,5218
2019-09-01 20:00:00,0,NY,111,3605,0,219,908,5218,5398
2019-09-01 21:00:00,0,NY,180,3611,0,217,912,5225,5588
2019-09-01 22:00:00,0,NY,277,3623,0,211,921,5224,5806
2019-09-01 23:00:00,0,NY,276,3622,0,200,919,5222,5822
2019-09-02 00:00:00,0,NY,426,3580,0,201,914,5223,5839
2019-09-02 01:00:00,0,NY,599,3441,0,195,914,5211,5761
2019-09-02 02:00:00,0,NY,663,3405,0,201,871,5203,5486
2019-09-02 03:00:00,0,NY,786,3288,0,201,866,5193,4932
2019-09-02 04:00:00,0,NY,828,2867,0,201,868,5189,4279
2019-09-02 05:00:00,0,NY,828,2687,0,200,857,5166,3371
2019-09-02 06:00:00,0,NY,809,2494,0,205,758,5151,3246
2019-09-02 07:00:00,0,NY,697,2602,0,203,728,5142,2908
2019-09-02 08:00:00,0,NY,863,2429,0,201,698,5158,2923
2019-09-02 09:00:00,0,NY,871,2471,0,198,738,5161,2948
2019-09-02 10:00:00,0,NY,803,2214,0,202,706,5221,2914
2019-09-02 11:00:00,0,NY,746,2238,0,200,802,5232,3230
2019-09-02 12:00:00,0,NY,797,2750,0,202,685,5215,3576
2019-09-02 13:00:00,0,NY,492,3021,0,208,771,5214,4013
2019-09-02 14:00:00,0,NY,330,3241,0,215,825,5214,4384
2019-09-02 15:00:00,0,NY,194,3384,0,217,855,5211,4982
2019-09-02 16:00:00,0,NY,122,3465,0,208,897,5215,5427
2019-09-02 17:00:00,0,NY,98,3516,0,202,898,5204,5794
2019-09-02 18:00:00,0,NY,179,3578,0,206,900,5241,5761
2019-09-02 19:00:00,0,NY,268,3515,0,209,894,5252,5531
2019-09-02 20:00:00,0,NY,296,3499,0,207,865,5264,5703
2019-09-02 21:00:00,0,NY,285,3545,0,206,891,5263,6091
2019-09-02 22:00:00,0,NY,224,3583,0,211,889,5253,6641
