datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2021-06-01 00:00:00,5949,SE,0,2894,692,385,-1,5940,15447
2021-06-01 01:00:00,5766,SE,0,2222,41,383,0,5931,15290
2021-06-01 02:00:00,5990,SE,0,1564,-1,383,-1,5942,14986
2021-06-01 03:00:00,5509,SE,0,897,0,385,0,5934,13899
2021-06-01 04:00:00,5249,SE,0,476,0,381,-3,5944,12204
2021-06-01 05:00:00,4796,SE,0,420,0,377,0,5943,10894
2021-06-01 06:00:00,4941,SE,0,162,0,375,0,5954,10113
2021-06-01 07:00:00,4676,SE,0,163,-1,375,0,5948,9731
2021-06-01 08:00:00,4738,SE,0,153,0,374,0,5956,9384
2021-06-01 09:00:00,4769,SE,0,179,0,374,-1,5958,9047
2021-06-01 10:00:00,4832,SE,0,244,0,375,-2,5968,9265
2021-06-01 11:00:00,5205,SE,0,256,19,374,-1,5963,9680
2021-06-01 12:00:00,5700,SE,0,236,547,377,0,5966,10377
2021-06-01 13:00:00,5984,SE,0,181,1474,391,0,5963,10904
2021-06-01 14:00:00,6051,SE,0,304,2037,388,29,5949,11519
2021-06-01 15:00:00,6065,SE,0,352,2347,368,12,5940,12691
2021-06-01 16:00:00,6400,SE,0,511,2467,371,0,5937,13906
2021-06-01 17:00:00,6665,SE,0,547,2519,391,0,5934,15276
2021-06-01 18:00:00,7210,SE,0,794,2498,388,-2,5932,16509
2021-06-01 19:00:00,7821,SE,0,1215,2434,398,-1,5922,17361
2021-06-01 20:00:00,7964,SE,0,2188,2281,395,-1,5926,17843
2021-06-01 21:00:00,8148,SE,0,2602,2112,385,0,5925,18159
2021-06-01 22:00:00,7852,SE,0,3412,1954,386,-1,5919,18137
2021-06-01 23:00:00,7759,SE,0,3532,1451,383,0,5917,17933
2021-06-02 00:00:00,7685,SE,0,3161,603,384,0,5917,17809
2021-06-02 01:00:00,7381,SE,0,2292,36,386,-2,5916,17662
2021-06-02 02:00:00,7364,SE,0,1427,-1,386,-1,5917,17467
2021-06-02 03:00:00,6685,SE,0,801,-2,384,0,5900,16322
2021-06-02 04:00:00,6209,SE,0,540,0,381,-1,5924,13954
2021-06-02 05:00:00,6032,SE,0,535,0,381,-1,5924,12109
2021-06-02 06:00:00,6053,SE,0,351,-1,379,0,5935,11428
2021-06-02 07:00:00,5936,SE,0,354,0,376,0,5935,10779
