datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2022-04-01 00:00:00,8485,TEX,3519,30,5899,109,5110,19382
2022-04-01 01:00:00,8091,TEX,3751,116,1259,122,5111,23369
2022-04-01 02:00:00,7895,TEX,3409,118,2,81,5112,25414
2022-04-01 03:00:00,8075,TEX,4653,13,0,51,5112,23155
2022-04-01 04:00:00,8234,TEX,7320,7,0,24,5113,18243
2022-04-01 05:00:00,8284,TEX,10449,7,0,72,5114,12264
2022-04-01 06:00:00,8028,TEX,13736,7,0,61,5115,7417
2022-04-01 07:00:00,7687,TEX,15904,7,0,59,5115,4794
2022-04-01 08:00:00,6687,TEX,17156,7,0,48,5115,3995
2022-04-01 09:00:00,5671,TEX,18339,7,0,48,5116,3910
2022-04-01 10:00:00,5690,TEX,18882,7,0,60,5116,3945
2022-04-01 11:00:00,6729,TEX,19160,7,0,60,5116,4574
2022-04-01 12:00:00,7842,TEX,19079,7,0,32,5117,6474
2022-04-01 13:00:00,8064,TEX,19258,7,165,48,5117,7270
2022-04-01 14:00:00,8014,TEX,18080,7,2198,72,5117,6768
2022-04-01 15:00:00,7593,TEX,17539,7,4051,48,5118,6122
2022-04-01 16:00:00,6967,TEX,19807,42,3638,86,5117,4962
2022-04-01 17:00:00,6250,TEX,20796,41,3619,85,5117,4853
2022-04-01 18:00:00,6193,TEX,21470,7,3542,80,5117,4712
2022-04-01 19:00:00,6474,TEX,22005,27,3336,61,5116,4654
2022-04-01 20:00:00,6728,TEX,22267,27,3311,65,5115,4634
2022-04-01 21:00:00,7183,TEX,22438,27,3293,88,5114,4721
2022-04-01 22:00:00,6553,TEX,22331,27,3505,123,5114,5933
2022-04-01 23:00:00,6258,TEX,21952,27,3488,51,5114,7223
2022-04-02 00:00:00,5713,TEX,21035,27,2647,98,5114,8733
2022-04-02 01:00:00,6213,TEX,19926,27,1079,178,5114,9824
2022-04-02 02:00:00,7876,TEX,19247,28,5,54,5114,10357
2022-04-02 03:00:00,8167,TEX,18661,11,0,71,5114,9782
2022-04-02 04:00:00,8384,TEX,16239,7,0,59,5114,9558
2022-04-02 05:00:00,8269,TEX,13802,7,0,57,5114,9843
2022-04-02 06:00:00,8148,TEX,12142,7,0,55,5115,9692
2022-04-02 07:00:00,7916,TEX,10329,5,0,45,5115,10297
2022-04-02 08:00:00,7872,TEX,9409,5,0,31,5115,10053
2022-04-02 09:00:00,7821,TEX,9085,5,0,26,5116,9806
2022-04-02 10:00:00,7941,TEX,9167,5,0,25,5116,9552
2022-04-02 11:00:00,8212,TEX,8168,5,0,39,5116,10902
2022-04-02 12:00:00,8141,TEX,5786,5,0,178,5116,14008
2022-04-02 13:00:00,8174,TEX,4201,5,141,57,5116,16542
2022-04-02 14:00:00,8093,TEX,3462,5,3422,11,5116,15534
2022-04-02 15:00:00,8278,TEX,2546,5,7682,110,5117,13808
2022-04-02 16:00:00,8572,TEX,2177,40,8507,18,5117,14382
2022-04-02 17:00:00,8617,TEX,2381,47,8734,28,5116,14859
2022-04-02 18:00:00,8609,TEX,2221,5,8780,44,5116,15740
2022-04-02 19:00:00,8613,TEX,2343,20,8819,25,5116,16371
2022-04-02 20:00:00,8619,TEX,2718,26,8827,74,5115,17330
2022-04-02 21:00:00,8599,TEX,3122,31,8866,46,5116,18039
2022-04-02 22:00:00,8657,TEX,3589,113,8874,45,5115,19016
2022-04-02 23:00:00,8584,TEX,4674,115,8580,23,5115,19189
2022-04-03 00:00:00,8545,TEX,5786,116,6635,98,5115,19460
2022-04-03 01:00:00,8296,TEX,6906,116,1680,162,5114,21818
2022-04-03 02:00:00,8101,TEX,8512,115,6,97,5114,21141
2022-04-03 03:00:00,8020,TEX,11279,97,0,71,5113,17323
2022-04-03 04:00:00,7878,TEX,14248,10,0,46,5113,12332
2022-04-03 05:00:00,7683,TEX,17791,5,0,49,5114,6838
2022-04-03 06:00:00,6055,TEX,19934,5,0,27,5113,4742
2022-04-03 07:00:00,4069,TEX,20312,6,0,57,5113,4592
2022-04-03 08:00:00,3469,TEX,19980,6,0,39,5113,4597
2022-04-03 09:00:00,3383,TEX,19433,6,0,42,5113,4613
2022-04-03 10:00:00,3489,TEX,19117,6,0,52,5114,4599
2022-04-03 11:00:00,3728,TEX,19089,7,0,22,5113,4656
2022-04-03 12:00:00,4226,TEX,19089,32,0,47,5114,4638
2022-04-03 13:00:00,4664,TEX,19031,32,160,63,5114,4758
2022-04-03 14:00:00,5340,TEX,18049,32,1833,67,5114,4959
2022-04-03 15:00:00,6125,TEX,17331,32,3195,82,5114,5110
2022-04-03 16:00:00,6993,TEX,17570,67,3289,66,5114,5558
2022-04-03 17:00:00,7091,TEX,17528,74,3928,81,5114,6259
2022-04-03 18:00:00,7191,TEX,17649,32,4393,60,5112,7115
2022-04-03 19:00:00,7541,TEX,16595,32,6089,72,5110,7668
2022-04-03 20:00:00,7887,TEX,15183,32,7975,37,5108,8606
2022-04-03 21:00:00,8039,TEX,15172,32,8232,38,5104,9892
2022-04-03 22:00:00,8081,TEX,16553,38,7387,36,5100,10895
2022-04-03 23:00:00,8143,TEX,18107,121,5209,96,5098,12214
2022-04-04 00:00:00,8105,TEX,19716,121,3068,57,5097,12477
2022-04-04 01:00:00,8050,TEX,19646,134,736,45,5099,13512
2022-04-04 02:00:00,8114,TEX,20939,121,5,44,5078,12538
2022-04-04 03:00:00,8117,TEX,22009,121,0,77,5072,9964
2022-04-04 04:00:00,8071,TEX,21414,14,0,46,5071,7859
