data,sector,source,title
2.31亿千瓦,水电,https://cec.org.cn/detail/index.html?3-257018,2013年1-9月份电力工业运行简况
8.42亿千瓦,火电,https://cec.org.cn/detail/index.html?3-257018,2013年1-9月份电力工业运行简况
1461万千瓦,核电,https://cec.org.cn/detail/index.html?3-257018,2013年1-9月份电力工业运行简况
6826万千瓦,风电,https://cec.org.cn/detail/index.html?3-257018,2013年1-9月份电力工业运行简况
321万千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-257018,2013年1-9月份电力工业运行简况
