data,sector,source,title
3.9亿千瓦,水电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
13.0亿千瓦,火电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
11.1亿千瓦,燃煤发电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
10809万千瓦,燃气发电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
3878万千瓦,生物质发电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
5328万千瓦,核电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
3.3亿千瓦,风电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
3.2亿千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-307614,2022年1-2月份电力工业运行简况
