data,sector,hour_data,source,title
,水电,为4275,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,火电,为3211,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,燃煤发电,为4275,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,燃气发电,为4590,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,生物质发电,为4275,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,核电,为4275,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,风电,,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
,太阳能发电,,https://cec.org.cn/detail/index.html?3-171854,2010年1-11月份全国电力工业生产简况
