data,sector,source,title
2.43亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126636,2014年1-2月份电力工业运行简况
8.65亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126636,2014年1-2月份电力工业运行简况
1461万千瓦,核电,https://cec.org.cn/detail/index.html?3-126636,2014年1-2月份电力工业运行简况
7839万千瓦,风电,https://cec.org.cn/detail/index.html?3-126636,2014年1-2月份电力工业运行简况
29万千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-126636,2014年1-2月份电力工业运行简况
