data,sector,source,title
2.66亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126650,2015年1-4月份电力工业运行简况
9.25亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126650,2015年1-4月份电力工业运行简况
2105万千瓦,核电,https://cec.org.cn/detail/index.html?3-126650,2015年1-4月份电力工业运行简况
10110万千瓦,风电,https://cec.org.cn/detail/index.html?3-126650,2015年1-4月份电力工业运行简况
