data,sector,source,title
2.67亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126651,2015年1-5月份电力工业运行简况
9.3亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126651,2015年1-5月份电力工业运行简况
2105万千瓦,核电,https://cec.org.cn/detail/index.html?3-126651,2015年1-5月份电力工业运行简况
10320万千瓦,风电,https://cec.org.cn/detail/index.html?3-126651,2015年1-5月份电力工业运行简况
