data,sector,source,title
2.9亿千瓦,水电,https://cec.org.cn/detail/index.html?3-257628,2016年1-11月份电力工业运行简况
10.4亿千瓦,火电,https://cec.org.cn/detail/index.html?3-257628,2016年1-11月份电力工业运行简况
3352万千瓦,核电,https://cec.org.cn/detail/index.html?3-257628,2016年1-11月份电力工业运行简况
1.4亿千瓦,风电,https://cec.org.cn/detail/index.html?3-257628,2016年1-11月份电力工业运行简况
