data,sector,hour_data,source,title
,水电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,火电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,燃煤发电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,燃气发电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,生物质发电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,核电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,风电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
,太阳能发电,,https://cec.org.cn/detail/index.html?3-253148,【石油】10月份石油行业运行简况
