data,sector,source,title
3.0亿千瓦,水电,https://cec.org.cn/detail/index.html?3-257903,中电联公布2017年1-10月份电力工业运行简况(图表)
3582万千瓦,核电,https://cec.org.cn/detail/index.html?3-257903,中电联公布2017年1-10月份电力工业运行简况(图表)
1.6亿千瓦,风电,https://cec.org.cn/detail/index.html?3-257903,中电联公布2017年1-10月份电力工业运行简况(图表)
