data,sector,source,title
2.69亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126653,2015年1-7月份电力工业运行简况
9.4亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126653,2015年1-7月份电力工业运行简况
2323万千瓦,核电,https://cec.org.cn/detail/index.html?3-126653,2015年1-7月份电力工业运行简况
10653万千瓦,风电,https://cec.org.cn/detail/index.html?3-126653,2015年1-7月份电力工业运行简况
