data,sector,source,title
3.1亿千瓦,水电,https://cec.org.cn/detail/index.html?3-6896,2018年1-11月份电力工业运行简况
11.2亿千瓦,火电,https://cec.org.cn/detail/index.html?3-6896,2018年1-11月份电力工业运行简况
4178万千瓦,核电,https://cec.org.cn/detail/index.html?3-6896,2018年1-11月份电力工业运行简况
1.8亿千瓦,风电,https://cec.org.cn/detail/index.html?3-6896,2018年1-11月份电力工业运行简况
1.2亿千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-6896,2018年1-11月份电力工业运行简况
