data,sector,source,title
2.68亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126652,2015年1-6月份电力工业运行简况
9.4亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126652,2015年1-6月份电力工业运行简况
2214万千瓦,核电,https://cec.org.cn/detail/index.html?3-126652,2015年1-6月份电力工业运行简况
10491万千瓦,风电,https://cec.org.cn/detail/index.html?3-126652,2015年1-6月份电力工业运行简况
