data,sector,source,title
2.8亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126660,2016年1-4月份电力工业运行简况
10.1亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126660,2016年1-4月份电力工业运行简况
2814万千瓦,核电,https://cec.org.cn/detail/index.html?3-126660,2016年1-4月份电力工业运行简况
1.3亿千瓦,风电,https://cec.org.cn/detail/index.html?3-126660,2016年1-4月份电力工业运行简况
