data,sector,source,title
2.58亿千瓦,水电,https://cec.org.cn/detail/index.html?3-126644,2014年1-10月份电力运行简况
8.9亿千瓦,火电,https://cec.org.cn/detail/index.html?3-126644,2014年1-10月份电力运行简况
1778万千瓦,核电,https://cec.org.cn/detail/index.html?3-126644,2014年1-10月份电力运行简况
8805万千瓦,风电,https://cec.org.cn/detail/index.html?3-126644,2014年1-10月份电力运行简况
196万千瓦,太阳能发电,https://cec.org.cn/detail/index.html?3-126644,2014年1-10月份电力运行简况
