datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-01-01 00:00:00,3145,FLA,13,2,1306,0,3837,21707
2019-01-01 01:00:00,3038,FLA,14,2,1291,0,3840,20125
2019-01-01 02:00:00,2861,FLA,12,1,1239,0,3838,18374
2019-01-01 03:00:00,2662,FLA,12,0,1101,0,3837,17017
2019-01-01 04:00:00,2351,FLA,13,0,1045,0,3842,15573
2019-01-01 05:00:00,2095,FLA,12,0,933,0,3840,14230
2019-01-01 06:00:00,1986,FLA,13,0,967,0,3829,12947
2019-01-01 07:00:00,1802,FLA,11,-1,907,0,3830,12330
2019-01-01 08:00:00,1635,FLA,12,0,893,0,3833,11339
2019-01-01 09:00:00,1567,FLA,12,0,900,0,3832,10548
2019-01-01 10:00:00,1574,FLA,11,0,902,0,3835,10204
2019-01-01 11:00:00,1572,FLA,13,0,907,0,3830,10249
2019-01-01 12:00:00,1619,FLA,12,0,912,0,3834,10532
2019-01-01 13:00:00,1674,FLA,11,26,942,0,3833,10694
2019-01-01 14:00:00,1712,FLA,12,292,943,0,3834,12248
2019-01-01 15:00:00,1859,FLA,12,692,1254,0,3834,14166
2019-01-01 16:00:00,2235,FLA,12,858,1464,0,3830,15811
2019-01-01 17:00:00,2531,FLA,12,843,1454,0,3831,17459
2019-01-01 18:00:00,2787,FLA,12,823,1232,0,3828,18852
2019-01-01 19:00:00,2898,FLA,11,809,1265,0,3828,19697
2019-01-01 20:00:00,2943,FLA,12,732,1280,0,3826,20161
2019-01-01 21:00:00,2960,FLA,12,516,1274,0,3827,20395
2019-01-01 22:00:00,2962,FLA,12,246,1265,0,3825,20205
2019-01-01 23:00:00,2936,FLA,12,23,1291,0,3827,19858
2019-01-02 00:00:00,2966,FLA,12,0,1242,0,3826,20178
2019-01-02 01:00:00,2867,FLA,11,1,1222,0,3828,19066
2019-01-02 02:00:00,2728,FLA,12,2,1194,0,3827,17909
2019-01-02 03:00:00,2517,FLA,12,4,1133,0,3824,16689
2019-01-02 04:00:00,2254,FLA,12,1,1099,0,3825,14966
2019-01-02 05:00:00,2069,FLA,11,0,1073,0,3827,13139
2019-01-02 06:00:00,1771,FLA,12,0,1017,0,3840,11608
2019-01-02 07:00:00,1649,FLA,12,0,1055,0,3838,10746
2019-01-02 08:00:00,1689,FLA,11,-1,1045,0,3842,9995
2019-01-02 09:00:00,1661,FLA,12,0,1031,0,3841,9667
2019-01-02 10:00:00,1650,FLA,11,0,1027,0,3844,9752
