datetime,Coal,region,Wind,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2019-01-01 00:00:00,21583,MIDA,5816,3085,4,568,212,34730,20812
2019-01-01 01:00:00,19669,MIDA,5912,2752,4,562,208,34721,19521
2019-01-01 02:00:00,17977,MIDA,5597,2209,4,568,208,34714,18895
2019-01-01 03:00:00,16935,MIDA,5232,2145,4,567,210,34729,16246
2019-01-01 04:00:00,16538,MIDA,4903,2169,4,556,209,34705,14611
2019-01-01 05:00:00,19304,MIDA,3640,2065,4,558,211,34845,18121
2019-01-01 06:00:00,16197,MIDA,4139,2040,4,554,212,34702,12246
2019-01-01 07:00:00,16036,MIDA,3831,2055,4,564,217,34689,11683
2019-01-01 08:00:00,15941,MIDA,3388,2049,4,588,219,34671,11174
2019-01-01 09:00:00,15649,MIDA,3164,2042,4,573,221,34677,10977
2019-01-01 10:00:00,15750,MIDA,2904,2042,4,585,222,34680,11231
2019-01-01 11:00:00,15772,MIDA,2445,2124,4,585,222,34699,12484
2019-01-01 12:00:00,16117,MIDA,2310,2163,4,583,218,34707,12691
2019-01-01 13:00:00,16146,MIDA,2190,2164,45,594,224,34720,14114
2019-01-01 14:00:00,16657,MIDA,2171,2358,106,595,82,34701,16095
2019-01-01 15:00:00,18056,MIDA,2239,2363,243,584,80,34711,16375
2019-01-01 16:00:00,19566,MIDA,2156,2196,305,582,78,34725,16710
2019-01-01 17:00:00,19515,MIDA,1972,2199,343,570,79,34735,16899
2019-01-01 18:00:00,18864,MIDA,1928,2170,339,570,79,34742,16691
2019-01-01 19:00:00,18432,MIDA,1860,2173,182,568,78,34742,17205
2019-01-01 20:00:00,18064,MIDA,1574,2173,90,568,77,34742,17452
2019-01-01 21:00:00,18866,MIDA,1274,2578,20,572,76,34760,18721
2019-01-01 22:00:00,21201,MIDA,1109,3200,7,556,74,34724,22525
2019-01-01 23:00:00,22540,MIDA,1060,3918,7,560,72,34755,22672
2019-01-02 00:00:00,22649,MIDA,915,3979,7,582,70,34758,21944
2019-01-02 01:00:00,21352,MIDA,670,3478,7,575,70,34755,21762
2019-01-02 02:00:00,22390,MIDA,437,2944,7,582,73,34776,22629
2019-01-02 03:00:00,22082,MIDA,372,2164,7,580,75,34765,20378
2019-01-02 04:00:00,20486,MIDA,297,2168,7,572,73,34758,16181
2019-01-02 05:00:00,16101,MIDA,4446,2100,4,557,211,34710,13479
2019-01-02 06:00:00,18332,MIDA,301,2062,7,563,77,34798,17006
2019-01-02 07:00:00,18213,MIDA,338,2058,7,572,80,34782,16858
2019-01-02 08:00:00,18048,MIDA,295,2036,7,576,83,34793,16948
2019-01-02 09:00:00,17720,MIDA,296,2038,7,575,87,34767,17408
2019-01-02 10:00:00,18631,MIDA,278,2080,7,585,86,34788,20925
2019-01-02 11:00:00,20477,MIDA,208,2584,7,582,85,34784,24826
2019-01-02 12:00:00,23632,MIDA,193,3024,7,589,86,34782,27732
2019-01-02 13:00:00,24056,MIDA,337,3056,52,570,89,34809,27461
2019-01-02 14:00:00,23932,MIDA,594,3185,119,579,87,34791,27966
2019-01-02 15:00:00,24188,MIDA,573,3502,199,568,81,34792,29230
2019-01-02 16:00:00,23994,MIDA,921,2523,310,551,80,34798,29499
2019-01-02 17:00:00,23391,MIDA,1750,2152,284,567,76,34792,28529
2019-01-02 18:00:00,23517,MIDA,2267,2163,226,554,76,34773,28848
2019-01-02 19:00:00,22849,MIDA,2724,2138,148,558,124,34782,28526
2019-01-02 20:00:00,22076,MIDA,3338,2136,90,580,150,34782,27517
2019-01-02 21:00:00,22757,MIDA,3411,2881,8,577,168,34782,28708
2019-01-02 22:00:00,23967,MIDA,3446,5586,4,573,184,34766,29493
2019-01-02 23:00:00,24311,MIDA,3642,6147,4,578,184,34748,29728
2019-01-03 00:00:00,23914,MIDA,3767,4378,4,579,197,34756,29209
2019-01-03 01:00:00,23480,MIDA,3622,4813,4,580,203,34752,28621
2019-01-03 02:00:00,22382,MIDA,3564,2167,4,582,212,34622,27492
2019-01-03 03:00:00,21096,MIDA,3458,2164,4,566,214,34559,24211
2019-01-03 04:00:00,20243,MIDA,3013,2143,4,574,217,34606,20407
2019-01-03 05:00:00,18394,MIDA,301,2082,7,571,76,34771,16882
2019-01-03 06:00:00,18013,MIDA,2723,1994,4,584,215,34753,17143
2019-01-03 07:00:00,17774,MIDA,2719,1995,4,579,221,34761,16803
2019-01-03 08:00:00,17587,MIDA,3011,1996,4,580,223,34795,16519
2019-01-03 09:00:00,17767,MIDA,2986,1996,4,568,223,34767,16746
2019-01-03 10:00:00,18329,MIDA,2870,2044,4,548,226,34786,18248
2019-01-03 11:00:00,19147,MIDA,2798,2756,4,576,225,34770,22958
2019-01-03 12:00:00,20458,MIDA,2772,4305,4,569,226,34770,26152
2019-01-03 13:00:00,21316,MIDA,2542,3352,12,571,224,34779,26776
2019-01-03 14:00:00,21094,MIDA,2385,3405,58,560,221,34784,26124
2019-01-03 15:00:00,21374,MIDA,2229,3000,116,550,221,34758,27315
2019-01-03 16:00:00,21034,MIDA,2048,2314,190,560,222,34777,27119
2019-01-03 17:00:00,20966,MIDA,1810,2138,196,553,217,34768,27124
2019-01-03 18:00:00,20741,MIDA,1753,2114,162,557,215,34775,27056
2019-01-03 19:00:00,20210,MIDA,2375,2158,133,539,217,34764,26088
2019-01-03 20:00:00,19762,MIDA,2438,2172,75,540,211,34784,26332
2019-01-03 21:00:00,19990,MIDA,2455,2985,8,558,213,34788,26827
