datetime,ccgt,oil,coal,nuclear,wind,ps,npshyd,ocgt,other,intfr,intirl,intned,intew,biomass,intnem,intelec,intifa2,intnsl,solar,year,month,month_date,weekday,hour,date
2022-01-01 00:00:00,2898.5,0.0,0.0,6799.5,10480.0,0.0,284.5,0.0,109.5,0.0,320.0,584.0,395.0,1544.5,0.0,0.0,0.0,202.0,0.0,2022,1,01-01,Saturday,0,2022-01-01
2022-01-01 01:00:00,2785.0,0.0,0.0,6806.0,11094.0,0.0,264.0,0.0,144.0,0.0,320.0,493.0,414.0,1524.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,1,2022-01-01
2022-01-01 02:00:00,3304.0,0.0,0.0,6798.0,11304.0,0.0,237.0,0.5,72.5,0.0,311.0,0.0,429.0,1561.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,2,2022-01-01
2022-01-01 03:00:00,2919.5,0.0,0.0,6795.0,11708.0,0.0,218.5,1.0,67.5,0.0,186.0,0.0,418.0,1522.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,3,2022-01-01
2022-01-01 04:00:00,2772.5,0.0,0.0,6798.0,11306.5,0.0,223.5,0.5,55.0,0.0,104.0,0.0,422.0,1526.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,4,2022-01-01
2022-01-01 05:00:00,2631.5,0.0,0.0,6800.0,11259.0,0.0,212.5,1.0,55.0,0.0,151.0,0.0,159.0,1559.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,5,2022-01-01
2022-01-01 06:00:00,2641.0,0.0,0.0,6800.0,11942.0,0.0,228.5,0.5,56.0,0.0,227.0,0.0,0.0,1601.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,6,2022-01-01
2022-01-01 07:00:00,2509.0,0.0,0.0,6806.0,12452.5,0.0,263.5,0.0,55.5,0.0,189.0,0.0,0.0,1547.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,7,2022-01-01
2022-01-01 08:00:00,2738.5,0.0,0.0,6805.5,12568.0,0.0,277.0,0.5,66.0,0.0,171.0,0.0,99.0,1340.0,0.0,0.0,0.0,0.0,1.47,2022,1,01-01,Saturday,8,2022-01-01
2022-01-01 09:00:00,3000.5,0.0,0.0,6806.0,12811.5,0.0,291.0,1.0,68.0,0.0,89.0,0.0,94.0,1351.0,0.0,0.0,0.0,0.0,513.2,2022,1,01-01,Saturday,9,2022-01-01
2022-01-01 10:00:00,3155.5,0.0,0.0,6804.5,12915.0,99.0,289.0,1.0,72.5,0.0,18.0,0.0,12.0,1354.5,230.0,0.0,0.0,0.0,1944.0,2022,1,01-01,Saturday,10,2022-01-01
2022-01-01 11:00:00,2621.5,0.0,0.0,6803.0,13056.0,353.0,289.0,0.5,67.0,0.0,13.0,314.0,0.0,1371.5,577.0,0.0,0.0,0.0,2780.0,2022,1,01-01,Saturday,11,2022-01-01
2022-01-01 12:00:00,3349.0,0.0,0.0,6803.5,13141.0,513.0,265.0,82.5,352.5,0.0,0.0,0.0,0.0,1642.5,540.0,0.0,0.0,0.0,2720.0,2022,1,01-01,Saturday,12,2022-01-01
2022-01-01 13:00:00,3314.5,0.0,0.0,6800.5,12791.5,308.0,243.5,4.0,166.0,0.0,100.0,0.0,17.0,1676.0,995.0,0.0,0.0,0.0,2290.0,2022,1,01-01,Saturday,13,2022-01-01
2022-01-01 14:00:00,3481.0,0.0,0.0,6797.0,12496.5,401.0,236.0,37.0,153.0,0.0,110.0,0.0,0.0,1680.0,1000.0,0.0,0.0,0.0,1823.0,2022,1,01-01,Saturday,14,2022-01-01
2022-01-01 15:00:00,3999.5,0.0,0.0,6792.0,12474.0,654.0,368.5,0.0,141.0,0.0,185.0,160.0,11.0,1430.0,984.0,0.0,0.0,192.0,783.0,2022,1,01-01,Saturday,15,2022-01-01
2022-01-01 16:00:00,5326.0,0.0,0.0,6793.5,12071.0,1725.0,351.0,17.5,213.0,253.0,162.0,0.0,65.0,1565.5,868.0,0.0,0.0,628.0,36.221,2022,1,01-01,Saturday,16,2022-01-01
2022-01-01 17:00:00,5422.5,0.0,0.0,6797.0,12139.5,2030.0,401.0,96.0,368.0,526.0,53.0,483.0,13.0,1711.5,920.0,0.0,0.0,690.0,0.0,2022,1,01-01,Saturday,17,2022-01-01
2022-01-01 18:00:00,5696.5,0.0,0.0,6793.0,11833.5,1956.0,403.0,86.0,237.0,0.0,0.0,557.0,22.0,1672.0,779.0,0.0,0.0,692.0,0.0,2022,1,01-01,Saturday,18,2022-01-01
2022-01-01 19:00:00,4485.0,0.0,0.0,6796.0,11736.5,1377.0,403.5,0.0,140.5,452.0,0.0,665.0,0.0,1473.0,845.0,0.0,0.0,679.0,0.0,2022,1,01-01,Saturday,19,2022-01-01
2022-01-01 20:00:00,4736.5,0.0,0.0,6796.0,11278.5,811.0,321.5,0.0,143.0,144.0,14.0,365.0,6.0,1476.0,650.0,0.0,0.0,402.0,0.0,2022,1,01-01,Saturday,20,2022-01-01
2022-01-01 21:00:00,3344.0,0.0,0.0,6790.5,11318.5,270.0,311.5,0.0,170.5,414.0,0.0,882.0,0.0,1475.0,798.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,21,2022-01-01
2022-01-01 22:00:00,2800.0,0.0,0.0,6793.0,11731.0,81.0,255.0,0.0,158.0,0.0,0.0,569.0,0.0,1567.5,612.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,22,2022-01-01
2022-01-01 23:00:00,3169.0,0.0,0.0,6804.5,12016.5,0.0,243.0,0.0,149.0,0.0,0.0,0.0,0.0,1774.0,213.0,0.0,0.0,0.0,0.0,2022,1,01-01,Saturday,23,2022-01-01
2022-01-02 00:00:00,2266.5,0.0,0.0,6817.5,11900.5,0.0,244.5,0.0,136.0,0.0,0.0,0.0,0.0,1770.5,490.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,0,2022-01-02
2022-01-02 01:00:00,2263.5,0.0,0.0,6823.0,11774.5,0.0,225.0,0.0,133.5,0.0,0.0,188.0,12.0,1758.5,631.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,1,2022-01-02
2022-01-02 02:00:00,2250.0,0.0,0.0,6821.0,11649.5,0.0,187.0,0.0,138.5,0.0,98.0,0.0,0.0,1756.0,122.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,2,2022-01-02
2022-01-02 03:00:00,2166.0,0.0,0.0,6806.5,12032.0,0.0,168.5,0.0,140.0,0.0,204.0,0.0,0.0,1764.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,3,2022-01-02
2022-01-02 04:00:00,2263.5,0.0,0.0,6798.0,11885.0,0.0,168.5,0.0,140.0,0.0,269.0,0.0,29.0,1760.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,4,2022-01-02
2022-01-02 05:00:00,2645.5,0.0,0.0,6802.5,11885.0,0.0,200.5,0.0,140.5,0.0,262.0,0.0,0.0,1754.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,5,2022-01-02
2022-01-02 06:00:00,2533.0,0.0,0.0,6797.0,12377.0,0.0,212.0,0.0,142.0,0.0,297.0,0.0,46.0,1778.0,0.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,6,2022-01-02
2022-01-02 07:00:00,2344.0,0.0,0.0,6805.0,12574.0,0.0,225.5,0.0,134.0,0.0,281.0,0.0,28.0,1762.5,0.0,0.0,0.0,0.0,0.0,2022,1,01-02,Sunday,7,2022-01-02
2022-01-02 08:00:00,3335.5,0.0,0.0,6804.0,12238.5,0.0,259.5,0.0,140.5,0.0,282.0,0.0,78.0,1524.0,72.0,0.0,0.0,0.0,4.27,2022,1,01-02,Sunday,8,2022-01-02
2022-01-02 09:00:00,3261.0,0.0,0.0,6809.0,12542.0,56.0,239.5,0.0,154.0,0.0,212.0,442.0,67.0,1474.0,0.0,0.0,0.0,0.0,918.0,2022,1,01-02,Sunday,9,2022-01-02
2022-01-02 10:00:00,3371.5,0.0,0.0,6796.5,12629.0,6.0,267.0,0.0,138.0,250.0,136.0,562.0,5.0,1518.0,601.0,0.0,0.0,0.0,2880.0,2022,1,01-02,Sunday,10,2022-01-02
2022-01-02 11:00:00,4279.0,0.0,0.0,6789.0,12780.5,194.0,241.0,0.0,135.0,49.0,140.0,612.0,0.0,1649.0,851.0,0.0,0.0,0.0,3840.0,2022,1,01-02,Sunday,11,2022-01-02
2022-01-02 12:00:00,4253.0,0.0,0.0,6786.0,12910.5,227.0,274.0,0.0,146.0,773.0,36.0,1022.0,0.0,1654.0,900.0,0.0,0.0,0.0,3510.0,2022,1,01-02,Sunday,12,2022-01-02
2022-01-02 13:00:00,4572.0,0.0,0.0,6786.5,13147.5,517.0,276.0,0.0,137.0,989.0,37.0,1042.0,0.0,1484.0,989.0,0.0,0.0,0.0,2421.0,2022,1,01-02,Sunday,13,2022-01-02
2022-01-02 14:00:00,5135.0,0.0,0.0,6782.0,12900.5,734.0,304.0,0.0,61.0,594.0,132.0,994.0,0.0,1526.0,837.0,0.0,0.0,0.0,1044.0,2022,1,01-02,Sunday,14,2022-01-02
2022-01-02 15:00:00,6094.0,0.0,0.0,6384.5,12627.5,1513.0,367.0,0.0,79.0,112.0,207.0,619.0,0.0,1495.0,953.0,0.0,0.0,0.0,567.0,2022,1,01-02,Sunday,15,2022-01-02
2022-01-02 16:00:00,7057.5,0.0,0.0,6784.0,12651.5,1607.0,395.5,0.0,197.5,186.0,286.0,962.0,28.0,1694.5,1019.0,0.0,0.0,70.0,60.6,2022,1,01-02,Sunday,16,2022-01-02
2022-01-02 17:00:00,6942.5,0.0,0.0,6790.0,12640.5,1962.0,446.5,0.0,348.5,823.0,279.0,1026.0,15.0,1768.5,1020.0,0.0,0.0,514.0,0.00519,2022,1,01-02,Sunday,17,2022-01-02
