datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2022-01-01 00:00:00,20.75,,,1688.25,2385.25,,,,,,,0.0,,,485.0,1405.25,,0.0,406.75,1401.463,1159.44,2022,1,01-01,Saturday,0,2022-01-01
2022-01-01 01:00:00,20.75,,,1764.25,2275.25,,,,,,,0.0,,,485.0,1334.25,,0.0,409.75,1400.775,1160.72,2022,1,01-01,Saturday,1,2022-01-01
2022-01-01 02:00:00,21.5,,,1949.5,2151.0,,,,,,,0.0,,,485.0,1298.5,,0.0,405.5,1403.129,1162.0,2022,1,01-01,Saturday,2,2022-01-01
2022-01-01 03:00:00,21.25,,,1731.0,1955.75,,,,,,,0.0,,,485.0,1200.5,,0.0,410.0,1347.25,1163.28,2022,1,01-01,Saturday,3,2022-01-01
2022-01-01 04:00:00,21.25,,,1634.75,1747.75,,,,,,,0.0,,,485.0,1179.25,,0.0,408.5,1413.0,1164.56,2022,1,01-01,Saturday,4,2022-01-01
2022-01-01 05:00:00,21.25,,,1669.25,1672.5,,,,,,,0.0,,,485.0,1147.25,,0.0,413.25,1389.25,1165.56,2022,1,01-01,Saturday,5,2022-01-01
2022-01-01 06:00:00,21.5,,,1501.25,1666.75,,,,,,,0.0,,,485.0,1015.0,,0.0,416.75,1387.5,1163.2,2022,1,01-01,Saturday,6,2022-01-01
2022-01-01 07:00:00,21.0,,,1617.0,1668.0,,,,,,,0.0,,,485.0,1051.5,,0.0,424.75,1415.5,950.75,2022,1,01-01,Saturday,7,2022-01-01
2022-01-01 08:00:00,20.75,,,1664.25,1672.25,,,,,,,0.0,,,485.0,979.25,,0.0,416.0,1443.5,981.75,2022,1,01-01,Saturday,8,2022-01-01
2022-01-01 09:00:00,21.0,,,1630.0,1727.5,,,,,,,0.0,,,485.0,1103.0,,2.0,414.75,1402.555,1108.75,2022,1,01-01,Saturday,9,2022-01-01
2022-01-01 10:00:00,21.0,,,1501.0,1729.0,,,,,,,0.0,,,485.0,1183.75,,10.75,417.75,1389.768,1125.78,2022,1,01-01,Saturday,10,2022-01-01
2022-01-01 11:00:00,21.0,,,1575.5,1732.25,,,,,,,0.0,,,485.0,1439.5,,25.5,420.25,1390.646,1135.177,2022,1,01-01,Saturday,11,2022-01-01
2022-01-01 12:00:00,20.75,,,1732.5,1732.0,,,,,,,0.0,,,485.0,1617.0,,26.75,420.75,1391.524,1135.335,2022,1,01-01,Saturday,12,2022-01-01
2022-01-01 13:00:00,21.0,,,1797.0,1767.0,,,,,,,0.0,,,485.0,1757.5,,22.0,415.75,1392.402,1135.492,2022,1,01-01,Saturday,13,2022-01-01
2022-01-01 14:00:00,20.75,,,1754.0,1838.75,,,,,,,0.0,,,485.0,1761.0,,16.0,419.0,1393.28,1135.65,2022,1,01-01,Saturday,14,2022-01-01
