datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2022-01-01 00:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.792,2022,1,01-01,Saturday,0,2022-01-01
2022-01-01 01:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.808,2022,1,01-01,Saturday,1,2022-01-01
2022-01-01 02:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.825,2022,1,01-01,Saturday,2,2022-01-01
2022-01-01 03:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.841,2022,1,01-01,Saturday,3,2022-01-01
2022-01-01 04:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.857,2022,1,01-01,Saturday,4,2022-01-01
2022-01-01 05:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.874,2022,1,01-01,Saturday,5,2022-01-01
2022-01-01 06:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.89,2022,1,01-01,Saturday,6,2022-01-01
2022-01-01 07:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.906,2022,1,01-01,Saturday,7,2022-01-01
2022-01-01 08:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.922,2022,1,01-01,Saturday,8,2022-01-01
2022-01-01 09:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.939,2022,1,01-01,Saturday,9,2022-01-01
2022-01-01 10:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.955,2022,1,01-01,Saturday,10,2022-01-01
2022-01-01 11:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.971,2022,1,01-01,Saturday,11,2022-01-01
2022-01-01 12:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,50.988,2022,1,01-01,Saturday,12,2022-01-01
2022-01-01 13:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.004,2022,1,01-01,Saturday,13,2022-01-01
2022-01-01 14:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.02,2022,1,01-01,Saturday,14,2022-01-01
2022-01-01 15:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.037,2022,1,01-01,Saturday,15,2022-01-01
2022-01-01 16:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.053,2022,1,01-01,Saturday,16,2022-01-01
2022-01-01 17:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.069,2022,1,01-01,Saturday,17,2022-01-01
2022-01-01 18:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.085,2022,1,01-01,Saturday,18,2022-01-01
2022-01-01 19:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.102,2022,1,01-01,Saturday,19,2022-01-01
2022-01-01 20:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.118,2022,1,01-01,Saturday,20,2022-01-01
2022-01-01 21:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.134,2022,1,01-01,Saturday,21,2022-01-01
2022-01-01 22:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.151,2022,1,01-01,Saturday,22,2022-01-01
2022-01-01 23:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.167,2022,1,01-01,Saturday,23,2022-01-01
2022-01-02 00:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.183,2022,1,01-02,Sunday,0,2022-01-02
2022-01-02 01:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.2,2022,1,01-02,Sunday,1,2022-01-02
2022-01-02 02:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.216,2022,1,01-02,Sunday,2,2022-01-02
2022-01-02 03:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.232,2022,1,01-02,Sunday,3,2022-01-02
2022-01-02 04:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.248,2022,1,01-02,Sunday,4,2022-01-02
2022-01-02 05:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.265,2022,1,01-02,Sunday,5,2022-01-02
2022-01-02 06:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.281,2022,1,01-02,Sunday,6,2022-01-02
2022-01-02 07:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.297,2022,1,01-02,Sunday,7,2022-01-02
2022-01-02 08:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.314,2022,1,01-02,Sunday,8,2022-01-02
2022-01-02 09:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.33,2022,1,01-02,Sunday,9,2022-01-02
2022-01-02 10:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.346,2022,1,01-02,Sunday,10,2022-01-02
2022-01-02 11:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.363,2022,1,01-02,Sunday,11,2022-01-02
2022-01-02 12:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.379,2022,1,01-02,Sunday,12,2022-01-02
2022-01-02 13:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.395,2022,1,01-02,Sunday,13,2022-01-02
2022-01-02 14:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.411,2022,1,01-02,Sunday,14,2022-01-02
2022-01-02 15:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.428,2022,1,01-02,Sunday,15,2022-01-02
2022-01-02 16:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.444,2022,1,01-02,Sunday,16,2022-01-02
2022-01-02 17:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.46,2022,1,01-02,Sunday,17,2022-01-02
2022-01-02 18:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.477,2022,1,01-02,Sunday,18,2022-01-02
2022-01-02 19:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.493,2022,1,01-02,Sunday,19,2022-01-02
2022-01-02 20:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.509,2022,1,01-02,Sunday,20,2022-01-02
2022-01-02 21:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.526,2022,1,01-02,Sunday,21,2022-01-02
2022-01-02 22:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.542,2022,1,01-02,Sunday,22,2022-01-02
2022-01-02 23:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.558,2022,1,01-02,Sunday,23,2022-01-02
2022-01-03 00:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.574,2022,1,01-03,Monday,0,2022-01-03
2022-01-03 01:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.591,2022,1,01-03,Monday,1,2022-01-03
2022-01-03 02:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.607,2022,1,01-03,Monday,2,2022-01-03
2022-01-03 03:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.623,2022,1,01-03,Monday,3,2022-01-03
2022-01-03 04:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.64,2022,1,01-03,Monday,4,2022-01-03
2022-01-03 05:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.656,2022,1,01-03,Monday,5,2022-01-03
2022-01-03 06:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.672,2022,1,01-03,Monday,6,2022-01-03
2022-01-03 07:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.689,2022,1,01-03,Monday,7,2022-01-03
2022-01-03 08:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.705,2022,1,01-03,Monday,8,2022-01-03
2022-01-03 09:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.721,2022,1,01-03,Monday,9,2022-01-03
2022-01-03 10:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.737,2022,1,01-03,Monday,10,2022-01-03
2022-01-03 11:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.754,2022,1,01-03,Monday,11,2022-01-03
2022-01-03 12:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.77,2022,1,01-03,Monday,12,2022-01-03
2022-01-03 13:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.786,2022,1,01-03,Monday,13,2022-01-03
2022-01-03 14:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.803,2022,1,01-03,Monday,14,2022-01-03
2022-01-03 15:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.819,2022,1,01-03,Monday,15,2022-01-03
2022-01-03 16:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.835,2022,1,01-03,Monday,16,2022-01-03
2022-01-03 17:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.852,2022,1,01-03,Monday,17,2022-01-03
2022-01-03 18:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.868,2022,1,01-03,Monday,18,2022-01-03
2022-01-03 19:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.884,2022,1,01-03,Monday,19,2022-01-03
2022-01-03 20:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.9,2022,1,01-03,Monday,20,2022-01-03
2022-01-03 21:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.917,2022,1,01-03,Monday,21,2022-01-03
2022-01-03 22:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.933,2022,1,01-03,Monday,22,2022-01-03
2022-01-03 23:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.949,2022,1,01-03,Monday,23,2022-01-03
2022-01-04 00:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.966,2022,1,01-04,Tuesday,0,2022-01-04
2022-01-04 01:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.982,2022,1,01-04,Tuesday,1,2022-01-04
2022-01-04 02:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,51.998,2022,1,01-04,Tuesday,2,2022-01-04
2022-01-04 03:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.015,2022,1,01-04,Tuesday,3,2022-01-04
2022-01-04 04:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.031,2022,1,01-04,Tuesday,4,2022-01-04
2022-01-04 05:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.047,2022,1,01-04,Tuesday,5,2022-01-04
2022-01-04 06:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.063,2022,1,01-04,Tuesday,6,2022-01-04
2022-01-04 07:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.08,2022,1,01-04,Tuesday,7,2022-01-04
2022-01-04 08:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.096,2022,1,01-04,Tuesday,8,2022-01-04
2022-01-04 09:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.112,2022,1,01-04,Tuesday,9,2022-01-04
2022-01-04 10:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.129,2022,1,01-04,Tuesday,10,2022-01-04
2022-01-04 11:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.145,2022,1,01-04,Tuesday,11,2022-01-04
2022-01-04 12:00:00,34.0,,,6.0,,,,,,,,2.0,,,,,,0.0,11.0,,52.161,2022,1,01-04,Tuesday,12,2022-01-04
