date,nuclear,hydro,fossil,P_BS,renewables,total.prod,low.carbon,nuclear.perc,hydro.perc,fossil.perc,P_BS.perc,renewables.perc,low.carbon.perc,unit,year,month,month_date,weekday
2022-01-01,1313.122484375,894.7244072265635,3394.901921875,477.2292231445313,2.052999996997415,6082.031036618092,2687.129114743092,0.21590197032357808,0.14710947738340943,0.5581855635782372,0.07846543700143534,0.00033755171333998713,0.44181443642176277,Gwh,2022,1,01-01,Saturday
2022-01-02,1264.42829296875,909.6349135742196,3539.90742578125,479.9128181152358,1.692979998886586,6195.576430438342,2655.6690046570916,0.20408565807641738,0.14682006166613656,0.571360464280609,0.07746055972410651,0.000273256252730435,0.42863953571939084,Gwh,2022,1,01-02,Sunday
2022-01-03,1263.29620703125,936.7575834960942,3663.0915234375,480.5605568847659,3.659442197561263,6347.36531304717,2684.2737896096705,0.1990268630725433,0.14758211278159228,0.577104253934766,0.07571024089269945,0.0005765293183991139,0.422895746065234,Gwh,2022,1,01-03,Monday
2022-01-04,1263.26656640625,926.6043588867192,3725.020927734375,482.44195898437516,2.357280000686647,6399.6910920124055,2674.6701642780304,0.19739492863694008,0.1447889195844522,0.5820626143008145,0.07538519469893187,0.00036834277886143907,0.4179373856991855,Gwh,2022,1,01-04,Tuesday
2022-01-05,1261.14171875,929.1155722656258,3817.76787890625,479.6845646972653,3.751259980261325,6491.4609945994025,2673.693115693153,0.19427702327707308,0.14312888470540103,0.5881215156468563,0.07389470029879881,0.0005778760718707547,0.4118784843531437,Gwh,2022,1,01-05,Wednesday
2022-01-06,1233.8480390625,932.1546582031256,3785.077697265625,480.71352148437467,3.0795647684335705,6434.873480784058,2649.7957835184334,0.19174394690851973,0.14485982684612891,0.5882132272792459,0.07470442471322716,0.00047857425287844827,0.4117867727207542,Gwh,2022,1,01-06,Thursday
2022-01-07,1256.40677734375,913.0620883789072,3679.48365625,480.5683242187501,3.086460008859636,6332.607306200267,2653.123649950267,0.19840276154714345,0.14418422684838306,0.5810377113779677,0.07588790856306925,0.00048739166343658756,0.41896228862203233,Gwh,2022,1,01-07,Friday
2022-01-08,1282.3153984375,914.0594614257816,3736.39615625,479.3215957031251,4.580547837764025,6416.67315965417,2680.2770034041705,0.199841158577354,0.14245068101225297,0.5822949156493074,0.07469939387234714,0.000713850888738565,0.4177050843506926,Gwh,2022,1,01-08,Saturday
2022-01-09,1316.04585546875,912.7665366210942,3721.199556640625,479.3071616210943,5.11569995099306,6434.434810302557,2713.2352536619314,0.20453169458824116,0.14185652097362295,0.578325784058359,0.07449094998268489,0.0007950503970919105,0.4216742159416409,Gwh,2022,1,01-09,Sunday
2022-01-10,1373.680796875,925.3411596679696,3928.29259375,491.5543457031269,4.38720001101494,6723.256096007111,2794.9635022571115,0.20431778549843105,0.13763288895354178,0.5842842422859634,0.07311254229852365,0.0006525409635400418,0.4157157577140365,Gwh,2022,1,01-10,Monday
2022-01-11,1337.3946953125,931.6870117187508,4062.324478515625,494.08510742187724,4.108117005586624,6829.599409974339,2767.2749314587145,0.19582330017179223,0.1364189838657391,0.5948115306122893,0.07234466881033856,0.0006015165398408132,0.4051884693877107,Gwh,2022,1,01-11,Tuesday
2022-01-12,1337.61072265625,920.913834960938,4149.591896484375,491.6674387207044,3.011110009908678,6902.795002832176,2753.2031063478003,0.1937781322069446,0.13341173170912543,0.6011466217353727,0.07122729829278954,0.0004362160557677343,0.3988533782646272,Gwh,2022,1,01-12,Wednesday
2022-01-13,1332.14138671875,923.6785092773445,4164.735638671875,489.21249804687517,2.9512740437984473,6912.719306758643,2747.983668086768,0.19270873408910158,0.13362013822465693,0.6024742874486406,0.07076990636211232,0.00042693387548847143,0.39752571255135927,Gwh,2022,1,01-13,Thursday
2022-01-14,1329.3932734375,924.881699707032,4041.37578125,485.3886503906274,2.4738000187873848,6783.513204803948,2742.1374235539474,0.19597415576578378,0.1363425811645873,0.5957644157584862,0.07155416901774216,0.0003646782934004594,0.4042355842415138,Gwh,2022,1,01-14,Friday
2022-01-15,1233.58515234375,906.622361816407,3969.867533203125,472.07603198242185,2.770009393692017,6584.9210887393965,2615.0535555362712,0.1873348420914646,0.1376815833627505,0.6028724535502532,0.0716904615287949,0.00042065946673664725,0.3971275464497467,Gwh,2022,1,01-15,Saturday
2022-01-16,1229.141125,910.173118164063,3888.389306640625,470.0181379394532,2.9881226015090947,6500.70981034565,2612.3205037050247,0.18907798699826062,0.1400113441020786,0.598148420723594,0.0723025872023138,0.0004596609737529897,0.4018515792764059,Gwh,2022,1,01-16,Sunday
2022-01-17,1229.24862109375,926.3135048828132,4079.946404296875,476.93863159179756,4.644244287967683,6717.091406153204,2637.145001856329,0.1830031105379472,0.13790396004351854,0.607397779425695,0.07100374295262635,0.0006914070402128687,0.39260222057430505,Gwh,2022,1,01-17,Monday
2022-01-18,1229.43423046875,924.7631279296879,4076.101474609375,479.59655859375016,4.217599993228913,6714.112991594791,2638.0115169854166,0.18311193630608302,0.137734221793314,0.6070945603257096,0.07143111222497202,0.0006281693499213981,0.39290543967429037,Gwh,2022,1,01-18,Tuesday
2022-01-19,1230.4100234375,926.0440380859382,4117.186421875,481.9299599609381,3.4471000375747685,6759.017543396952,2641.8311215219514,0.1820397736117015,0.1370086750241702,0.6091397744480156,0.07130177675478105,0.0005100001613314829,0.3908602255519843,Gwh,2022,1,01-19,Wednesday
2022-01-20,1249.74921484375,929.881624023438,4104.47576171875,483.6547631835941,3.78129995584488,6771.542663725376,2667.066902006626,0.18455901068726316,0.13732197671953558,0.6061359967066449,0.07142460547055177,0.0005584104160047617,0.39386400329335514,Gwh,2022,1,01-20,Thursday
2022-01-21,1287.0896875,927.7722714843756,4092.809001953125,485.14370361328133,4.764443118095395,6797.5791076688765,2704.7701057157515,0.18934530472001926,0.13648568950638376,0.602098031832496,0.07137007101042091,0.0007009029306801677,0.397901968167504,Gwh,2022,1,01-21,Friday
2022-01-22,1292.301,901.1259907226572,4003.209326171875,473.389517578125,3.584599969387053,6673.610434442045,2670.401108270169,0.1936434577197559,0.13502825787852524,0.5998566091768838,0.0709345446858861,0.0005371305389489292,0.4001433908231162,Gwh,2022,1,01-22,Saturday
2022-01-23,1291.47025,887.2052553710944,3953.50228125,475.5771940917968,3.699999973773959,6611.454980686664,2657.9526994366647,0.19533828087351934,0.13419213440351513,0.5979776452836695,0.07193230468649481,0.0005596347528013686,0.4020223547163306,Gwh,2022,1,01-23,Sunday
2022-01-24,1291.42253515625,926.2686796875004,4117.021171875,487.8261389160148,3.9271000096797963,6826.465625644444,2709.4444537694444,0.18917879411929725,0.13568788454861033,0.6030970340506677,0.07146101154943738,0.0005752757319874534,0.39690296594933233,Gwh,2022,1,01-24,Monday
2022-01-25,1292.86161328125,922.9919013671882,4180.0506328125,489.6657922363287,3.5384999580383316,6889.108439655306,2709.057806842806,0.18766747897873673,0.1339784254308196,0.6067622057959139,0.07107825294456084,0.0005136368499688444,0.39323779420408606,Gwh,2022,1,01-25,Tuesday
2022-01-26,1292.50576953125,926.6371567382819,4204.70481640625,487.3821931152356,3.271899998426437,6914.501835789443,2709.797019383193,0.18692680980157436,0.1340135817076525,0.6080994576706464,0.07048695693340433,0.0004731938867224087,0.39190054232935345,Gwh,2022,1,01-26,Wednesday
2022-01-27,1290.05101171875,947.1660874023443,4183.710630859375,487.53534033203147,2.30870000079274,6910.771770313293,2727.061139453918,0.18667249543103734,0.13705648498928874,0.6053897842251721,0.07054716268106906,0.00033407267343283677,0.39461021577482785,Gwh,2022,1,01-27,Thursday
2022-01-28,1288.783375,944.3191674804696,4181.789587890625,488.19465795898424,3.226700016051529,6906.313488346131,2724.5239004555056,0.1866094519420125,0.1367327401332035,0.6055024283139001,0.07068816942393,0.00046721018695376857,0.3944975716860998,Gwh,2022,1,01-28,Friday
2022-01-29,1284.427109375,933.2789160156256,3963.8685703125,472.37889819335936,3.8669951090812726,6657.820489005566,2693.9519186930656,0.19292005717126903,0.1401778431179996,0.5953702982617599,0.0709509814771103,0.0005808199718612208,0.40462970173824003,Gwh,2022,1,01-29,Saturday
2022-01-30,1290.77101171875,933.7972612304692,3850.0238203125,471.5465009765626,4.130389989376068,6550.268984227658,2700.2451639151573,0.19705618423102741,0.14255861300947373,0.5877657588692835,0.07198887589379853,0.0006305679964168804,0.41223424113071644,Gwh,2022,1,01-30,Sunday
2022-01-31,1291.793046875,924.5144897460948,4043.279697265625,485.02950878906324,4.67321568083763,6749.28995835662,2706.0102610909958,0.1913968809823571,0.13697951865313016,0.5990674163079105,0.07186378297298146,0.0006924010836208773,0.4009325836920896,Gwh,2022,1,01-31,Monday
