date,mw,region
2011-02-07 0:00,12692,ОЭС СР. ВОЛГИ
2011-02-07 1:00,12149,ОЭС СР. ВОЛГИ
2011-02-07 2:00,12025,ОЭС СР. ВОЛГИ
2011-02-07 3:00,11883,ОЭС СР. ВОЛГИ
2011-02-07 4:00,11897,ОЭС СР. ВОЛГИ
2011-02-07 5:00,12388,ОЭС СР. ВОЛГИ
2011-02-07 6:00,12509,ОЭС СР. ВОЛГИ
2011-02-07 7:00,12734,ОЭС СР. ВОЛГИ
2011-02-07 8:00,13806,ОЭС СР. ВОЛГИ
2011-02-07 9:00,14647,ОЭС СР. ВОЛГИ
2011-02-07 10:00,15124,ОЭС СР. ВОЛГИ
2011-02-07 11:00,14866,ОЭС СР. ВОЛГИ
2011-02-07 12:00,14951,ОЭС СР. ВОЛГИ
2011-02-07 13:00,15505,ОЭС СР. ВОЛГИ
2011-02-07 14:00,15196,ОЭС СР. ВОЛГИ
2011-02-07 15:00,15070,ОЭС СР. ВОЛГИ
2011-02-07 16:00,14599,ОЭС СР. ВОЛГИ
2011-02-07 17:00,14645,ОЭС СР. ВОЛГИ
2011-02-07 18:00,15396,ОЭС СР. ВОЛГИ
2011-02-07 19:00,15212,ОЭС СР. ВОЛГИ
2011-02-07 20:00,14006,ОЭС СР. ВОЛГИ
2011-02-07 21:00,13955,ОЭС СР. ВОЛГИ
2011-02-07 22:00,12680,ОЭС СР. ВОЛГИ
2011-02-07 23:00,11803,ОЭС СР. ВОЛГИ
