unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2019,1,96352.881,24796.395,76917.712,102437.27500000001,3327.246,25960.073,5991.022,2813.373,198066.988,140528.989,338595.977,0.284565935643116,0.0732329876441503,0.22716664468816178,0.30253541671583417,0.009826596374474939,0.0766697620863936,0.017693718788631678,0.008308938059237485,0.5849655679754281,0.41503443202457185
Gwh,2019,2,77472.732,22703.223,67616.017,98020.798,3434.888,23010.799,5275.722,2482.073,167791.972,132224.28,300016.252,0.25822845090405305,0.07567331052452453,0.2253745140446592,0.326718293914291,0.011449006435824683,0.07669850831947597,0.017584787373452024,0.008273128483719609,0.5592762754732368,0.44072372452676334
Gwh,2019,3,77116.262,24987.66,68380.998,103035.358,5138.656,27000.001,5328.739,2564.314,170484.92,143067.068,313551.988,0.24594410162055805,0.07969223910645401,0.21808504049414607,0.3286069358297291,0.016388529483665717,0.08611012538054774,0.01699475431168371,0.008178273773215559,0.5437213812211582,0.45627861877884185
Gwh,2019,4,59152.246,28692.533,62864.882,92778.095,5957.826,28043.082,5392.281,2174.139,150709.661,134345.42299999998,285055.084,0.20751163308492335,0.1006560998575279,0.22053590877193407,0.32547426868555696,0.020900613019762877,0.09837776476914195,0.018916628057754622,0.007627083753398344,0.5287036417143853,0.47129635828561467
Gwh,2019,5,70892.001,25123.478,69872.088,105360.06,6351.887,31483.075,6196.606,2497.841,165887.567,151889.46899999998,317777.03599999996,0.22308723717845996,0.07906008035143232,0.2198777132530118,0.33155341029740115,0.019988502252881485,0.0990728448987107,0.01949985460875153,0.007860357159351189,0.5220250307829041,0.477974969217096
Gwh,2019,6,76921.78600000001,21684.297,71835.222,125000.23300000001,6952.842,28526.487,6171.606,2792.6349999999998,170441.305,169443.803,339885.108,0.22631702357491934,0.06379890289279752,0.2113514841020925,0.36777202077356097,0.02045644788885543,0.08392979371135025,0.018157918233946278,0.00821640882247774,0.5014674105698094,0.4985325894301907
Gwh,2019,7,98486.27,21223.106,75485.57800000001,159333.522,7167.24,25681.326,6643.835,3866.802,195194.95400000003,202692.72499999998,397887.679,0.2475227939893057,0.05333944004835596,0.18971579665325602,0.4004484944104037,0.01801322427980988,0.06454415996128395,0.016697765099682817,0.009718325557901983,0.49057803069091777,0.5094219693090822
Gwh,2019,8,91653.667,19137.244,74914.172,161499.546,6903.428,23591.698,6956.529,3718.629,185705.08299999998,202669.83,388374.91299999994,0.2359927583685098,0.04927518065514186,0.19289137761583489,0.4158341349921333,0.017775164586905232,0.060744649590690744,0.01791189071988283,0.009574843470901533,0.47815931663948646,0.5218406833605136
Gwh,2019,9,83518.227,23790.06,69033.35,137091.3,6099.042,19375.271,5824.804,3138.216,176341.637,171528.63299999997,347870.26999999996,0.24008440560327277,0.06838773546241823,0.1984456734402742,0.39408742805184244,0.01753251865990158,0.0556968291656542,0.01674418454902743,0.009021225067609256,0.5069178145059652,0.4930821854940349
Gwh,2019,10,65427.215,27865.084,64232.759,117273.678,5864.34,17213.497,6333.108,2793.863,157525.058,149478.486,307003.544,0.21311550396955678,0.09076469814302861,0.2092248127272433,0.3819945414050334,0.01910186417913143,0.05606937553789281,0.02062877814856756,0.009100425889546083,0.5131050148398286,0.4868949851601713
Gwh,2019,11,72998.80900000001,25838.936999999998,66277.431,106172.192,3968.2000000000003,19698.869,5821.677,1790.187,165115.17700000003,137451.125,302566.302,0.24126549624815788,0.08539925573073236,0.2190509338346608,0.35090554135800617,0.013115141949945239,0.06510595816450174,0.019240995978461604,0.00591667673553415,0.5457156858135511,0.45428431418644893
Gwh,2019,12,69663.595,28117.173,73554.316,116425.024,3146.448,21682.224,5859.041,2369.574,171335.084,149482.311,320817.395,0.21714407038309128,0.08764229570531859,0.2292715954507392,0.3629012198668342,0.009807597870433428,0.06758431537043058,0.018262853234625884,0.007386052118526802,0.5340579615391491,0.46594203846085086
