"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Bosnia and Herz. (BA)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","N/A","902","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","141","442","N/A","N/A","N/A","N/A","n/e","N/A","n/e","0"
"Bosnia and Herz. (BA)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","N/A","813","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","136","454","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","N/A","808","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","136","441","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","N/A","802","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","138","428","N/A","N/A","N/A","N/A","n/e","N/A","n/e","1"
"Bosnia and Herz. (BA)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","N/A","803","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","141","408","N/A","N/A","N/A","N/A","n/e","N/A","n/e","18"
"Bosnia and Herz. (BA)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","N/A","810","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","130","411","N/A","N/A","N/A","N/A","n/e","N/A","n/e","41"
"Bosnia and Herz. (BA)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","N/A","799","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","134","442","N/A","N/A","N/A","N/A","n/e","N/A","n/e","56"
"Bosnia and Herz. (BA)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","N/A","797","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","134","544","N/A","N/A","N/A","N/A","n/e","N/A","n/e","63"
"Bosnia and Herz. (BA)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","N/A","818","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","147","622","N/A","N/A","N/A","N/A","n/e","N/A","n/e","73"
"Bosnia and Herz. (BA)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","N/A","851","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","147","627","N/A","N/A","N/A","N/A","n/e","N/A","n/e","80"
