date,mw,region
2016-05-13 0:00,9533,ОЭС СР. ВОЛГИ
2016-05-13 1:00,9752,ОЭС СР. ВОЛГИ
2016-05-13 2:00,9650,ОЭС СР. ВОЛГИ
2016-05-13 3:00,9543,ОЭС СР. ВОЛГИ
2016-05-13 4:00,9652,ОЭС СР. ВОЛГИ
2016-05-13 5:00,9581,ОЭС СР. ВОЛГИ
2016-05-13 6:00,9803,ОЭС СР. ВОЛГИ
2016-05-13 7:00,10186,ОЭС СР. ВОЛГИ
2016-05-13 8:00,10298,ОЭС СР. ВОЛГИ
2016-05-13 9:00,10697,ОЭС СР. ВОЛГИ
2016-05-13 10:00,10558,ОЭС СР. ВОЛГИ
2016-05-13 11:00,10707,ОЭС СР. ВОЛГИ
2016-05-13 12:00,10526,ОЭС СР. ВОЛГИ
2016-05-13 13:00,10624,ОЭС СР. ВОЛГИ
2016-05-13 14:00,10296,ОЭС СР. ВОЛГИ
2016-05-13 15:00,10420,ОЭС СР. ВОЛГИ
2016-05-13 16:00,10448,ОЭС СР. ВОЛГИ
2016-05-13 17:00,10078,ОЭС СР. ВОЛГИ
2016-05-13 18:00,10117,ОЭС СР. ВОЛГИ
2016-05-13 19:00,10039,ОЭС СР. ВОЛГИ
2016-05-13 20:00,10174,ОЭС СР. ВОЛГИ
2016-05-13 21:00,10224,ОЭС СР. ВОЛГИ
2016-05-13 22:00,10102,ОЭС СР. ВОЛГИ
2016-05-13 23:00,9136,ОЭС СР. ВОЛГИ
