date,mw,region
2009-01-08 0:00,3709,ОЭС ВОСТОКА
2009-01-08 1:00,3839,ОЭС ВОСТОКА
2009-01-08 2:00,3943,ОЭС ВОСТОКА
2009-01-08 3:00,4170,ОЭС ВОСТОКА
2009-01-08 4:00,4217,ОЭС ВОСТОКА
2009-01-08 5:00,4149,ОЭС ВОСТОКА
2009-01-08 6:00,4111,ОЭС ВОСТОКА
2009-01-08 7:00,3977,ОЭС ВОСТОКА
2009-01-08 8:00,3950,ОЭС ВОСТОКА
2009-01-08 9:00,3968,ОЭС ВОСТОКА
2009-01-08 10:00,4021,ОЭС ВОСТОКА
2009-01-08 11:00,4361,ОЭС ВОСТОКА
2009-01-08 12:00,4495,ОЭС ВОСТОКА
2009-01-08 13:00,4478,ОЭС ВОСТОКА
2009-01-08 14:00,4327,ОЭС ВОСТОКА
2009-01-08 15:00,4214,ОЭС ВОСТОКА
2009-01-08 16:00,4145,ОЭС ВОСТОКА
2009-01-08 17:00,4019,ОЭС ВОСТОКА
2009-01-08 18:00,3824,ОЭС ВОСТОКА
2009-01-08 19:00,3739,ОЭС ВОСТОКА
2009-01-08 20:00,3632,ОЭС ВОСТОКА
2009-01-08 21:00,3607,ОЭС ВОСТОКА
2009-01-08 22:00,3593,ОЭС ВОСТОКА
2009-01-08 23:00,3709,ОЭС ВОСТОКА
