date,mw,region
2009-07-11 0:00,2042,ОЭС ВОСТОКА
2009-07-11 1:00,2173,ОЭС ВОСТОКА
2009-07-11 2:00,2358,ОЭС ВОСТОКА
2009-07-11 3:00,2504,ОЭС ВОСТОКА
2009-07-11 4:00,2592,ОЭС ВОСТОКА
2009-07-11 5:00,2590,ОЭС ВОСТОКА
2009-07-11 6:00,2522,ОЭС ВОСТОКА
2009-07-11 7:00,2540,ОЭС ВОСТОКА
2009-07-11 8:00,2508,ОЭС ВОСТОКА
2009-07-11 9:00,2475,ОЭС ВОСТОКА
2009-07-11 10:00,2481,ОЭС ВОСТОКА
2009-07-11 11:00,2542,ОЭС ВОСТОКА
2009-07-11 12:00,2444,ОЭС ВОСТОКА
2009-07-11 13:00,2483,ОЭС ВОСТОКА
2009-07-11 14:00,2502,ОЭС ВОСТОКА
2009-07-11 15:00,2642,ОЭС ВОСТОКА
2009-07-11 16:00,2713,ОЭС ВОСТОКА
2009-07-11 17:00,2540,ОЭС ВОСТОКА
2009-07-11 18:00,2262,ОЭС ВОСТОКА
2009-07-11 19:00,2200,ОЭС ВОСТОКА
2009-07-11 20:00,2020,ОЭС ВОСТОКА
2009-07-11 21:00,1995,ОЭС ВОСТОКА
2009-07-11 22:00,1952,ОЭС ВОСТОКА
2009-07-11 23:00,1988,ОЭС ВОСТОКА
