unit,date,year,month,month_date,weekday,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2021-01-01,2021,1,01-01,Friday,14.502,0.0,332.309,142.5425,12.9895,115.5255,0.677,79.339,346.811,351.0735,697.8845,0.02077994281288666,0.0,0.47616618509223235,0.20424941376402542,0.018612678745551735,0.16553670413943852,0.0009700745610484257,0.1136850008848169,0.49694612790511894,0.5030538720948811,73.9715
Gwh,2021-01-02,2021,1,01-02,Saturday,22.608,0.0,374.5475,142.2965,12.386,98.8595,0.1685,64.608,397.1555,318.3185,715.474,0.031598632514948134,0.0,0.5234956126987144,0.19888423618468315,0.017311600421538727,0.1381734346740762,0.00023550820854426575,0.09030097529749509,0.5550942452136626,0.44490575478633737,59.02
Gwh,2021-01-03,2021,1,01-03,Sunday,16.0475,0.0,324.2625,142.01,13.2435,147.9035,0.45,71.1875,340.31,374.7945,715.1045,0.022440776138312652,0.0,0.4534477128867179,0.1985863604550104,0.0185196709012459,0.20682781327763985,0.0006292786578744785,0.09954838768319875,0.4758884890250306,0.5241115109749694,66.8075
Gwh,2021-01-04,2021,1,01-04,Monday,24.348,0.0,368.025,141.696,12.578,197.9825,0.733,72.8195,392.373,425.809,818.182,0.0297586600536311,0.0,0.4498082333759481,0.17318396151467522,0.015373107694864956,0.24197855733809834,0.0008958886898025134,0.0890015913329797,0.4795668934295792,0.5204331065704207,66.9045
Gwh,2021-01-05,2021,1,01-05,Tuesday,46.8255,0.0,405.8185,141.465,15.1885,178.286,0.6715,52.59,452.644,388.201,840.845,0.05568862275449101,0.0,0.4826317573393431,0.16824147137700765,0.018063376722225855,0.2120319440562767,0.0007986014069180407,0.06254422634373755,0.5383203800938342,0.46167961990616585,46.751
Gwh,2021-01-06,2021,1,01-06,Wednesday,71.6095,0.0,459.08,141.2125,20.956,109.076,0.534,62.3625,530.6895,334.141,864.8305,0.08280177445175672,0.0,0.5308323422913507,0.16328344109047957,0.024231337817063575,0.1261241364637348,0.0006174620344680258,0.07210950585114655,0.6136341167431074,0.38636588325689253,55.621
Gwh,2021-01-07,2021,1,01-07,Thursday,72.235,0.0,491.391,140.904,20.3475,95.1115,0.898,70.4325,563.626,327.6935,891.3195,0.08104276861439698,0.0,0.5513073594822059,0.15808472719378405,0.02282851435428037,0.10670864936759492,0.0010074950677058003,0.07902048592003205,0.6323501280966028,0.36764987190339715,63.106
Gwh,2021-01-08,2021,1,01-08,Friday,67.1705,0.0,492.8095,140.4485,18.197,84.114,0.3985,72.7395,559.98,315.8975,875.8775,0.07668937722455481,0.0,0.5626466029781562,0.1603517615191622,0.02077573633299177,0.09603397735413913,0.00045497229920850806,0.08304757229178739,0.639335980202711,0.36066401979728896,64.8825
Gwh,2021-01-09,2021,1,01-09,Saturday,49.1825,0.0,427.9235,140.2015,10.8675,123.614,0.9585,44.954,477.106,320.5955,797.7015,0.0616552682927135,0.0,0.5364456504093323,0.1757568463892822,0.013623517067474488,0.1549627272858331,0.0012015772817275635,0.05635441327363682,0.5981009187020458,0.4018990812979542,38.8775
Gwh,2021-01-10,2021,1,01-10,Sunday,43.6765,0.0,366.2495,140.0815,12.186,159.72,0.9565,38.19,409.926,351.134,761.06,0.05738903634404646,0.0,0.48123603920847247,0.18406104643523508,0.0160118781699209,0.2098651880272252,0.0012567997266969754,0.05018001208840302,0.5386250755525189,0.4613749244474812,32.5
