"Area","MTU","Biomass  - Actual Aggregated [MW]","Fossil Brown coal/Lignite  - Actual Aggregated [MW]","Fossil Coal-derived gas  - Actual Aggregated [MW]","Fossil Gas  - Actual Aggregated [MW]","Fossil Hard coal  - Actual Aggregated [MW]","Fossil Oil  - Actual Aggregated [MW]","Fossil Oil shale  - Actual Aggregated [MW]","Fossil Peat  - Actual Aggregated [MW]","Geothermal  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Aggregated [MW]","Hydro Pumped Storage  - Actual Consumption [MW]","Hydro Run-of-river and poundage  - Actual Aggregated [MW]","Hydro Water Reservoir  - Actual Aggregated [MW]","Marine  - Actual Aggregated [MW]","Nuclear  - Actual Aggregated [MW]","Other  - Actual Aggregated [MW]","Other renewable  - Actual Aggregated [MW]","Solar  - Actual Aggregated [MW]","Waste  - Actual Aggregated [MW]","Wind Offshore  - Actual Aggregated [MW]","Wind Onshore  - Actual Aggregated [MW]"
"Ukraine (UA)","01.01.2022 00:00 - 01.01.2022 01:00 (UTC)","n/e","n/e","n/e","406","3312","n/e","n/e","n/e","n/e","0","1069","n/e","181","n/e","12438","32","n/e","3","n/e","n/e","879"
"Ukraine (UA)","01.01.2022 01:00 - 01.01.2022 02:00 (UTC)","n/e","n/e","n/e","406","3270","n/e","n/e","n/e","n/e","0","1061","n/e","63","n/e","12342","32","n/e","3","n/e","n/e","637"
"Ukraine (UA)","01.01.2022 02:00 - 01.01.2022 03:00 (UTC)","n/e","n/e","n/e","406","3251","n/e","n/e","n/e","n/e","0","1058","n/e","63","n/e","12230","30","n/e","3","n/e","n/e","678"
"Ukraine (UA)","01.01.2022 03:00 - 01.01.2022 04:00 (UTC)","n/e","n/e","n/e","405","3300","n/e","n/e","n/e","n/e","0","844","n/e","63","n/e","12190","28","n/e","3","n/e","n/e","451"
"Ukraine (UA)","01.01.2022 04:00 - 01.01.2022 05:00 (UTC)","n/e","n/e","n/e","402","3278","n/e","n/e","n/e","n/e","0","835","n/e","65","n/e","12202","28","n/e","3","n/e","n/e","447"
"Ukraine (UA)","01.01.2022 05:00 - 01.01.2022 06:00 (UTC)","n/e","n/e","n/e","406","3287","n/e","n/e","n/e","n/e","0","828","n/e","68","n/e","12157","29","n/e","4","n/e","n/e","28"
"Ukraine (UA)","01.01.2022 06:00 - 01.01.2022 07:00 (UTC)","n/e","n/e","n/e","403","3447","n/e","n/e","n/e","n/e","0","41","n/e","155","n/e","11976","24","n/e","21","n/e","n/e","30"
"Ukraine (UA)","01.01.2022 07:00 - 01.01.2022 08:00 (UTC)","n/e","n/e","n/e","404","3452","n/e","n/e","n/e","n/e","0","0","n/e","287","n/e","12015","22","n/e","41","n/e","n/e","270"
"Ukraine (UA)","01.01.2022 08:00 - 01.01.2022 09:00 (UTC)","n/e","n/e","n/e","405","3467","n/e","n/e","n/e","n/e","0","0","n/e","318","n/e","11993","18","n/e","97","n/e","n/e","795"
"Ukraine (UA)","01.01.2022 09:00 - 01.01.2022 10:00 (UTC)","n/e","n/e","n/e","404","3484","n/e","n/e","n/e","n/e","0","0","n/e","454","n/e","12013","20","n/e","197","n/e","n/e","854"
"Ukraine (UA)","01.01.2022 10:00 - 01.01.2022 11:00 (UTC)","n/e","n/e","n/e","404","3535","n/e","n/e","n/e","n/e","0","0","n/e","285","n/e","12012","18","n/e","326","n/e","n/e","974"
"Ukraine (UA)","01.01.2022 11:00 - 01.01.2022 12:00 (UTC)","n/e","n/e","n/e","404","3676","n/e","n/e","n/e","n/e","0","0","n/e","124","n/e","12027","12","n/e","276","n/e","n/e","804"
"Ukraine (UA)","01.01.2022 12:00 - 01.01.2022 13:00 (UTC)","n/e","n/e","n/e","403","3640","n/e","n/e","n/e","n/e","0","0","n/e","87","n/e","12001","12","n/e","141","n/e","n/e","919"
"Ukraine (UA)","01.01.2022 13:00 - 01.01.2022 14:00 (UTC)","n/e","n/e","n/e","406","3811","n/e","n/e","n/e","n/e","0","0","n/e","530","n/e","11996","25","n/e","16","n/e","n/e","829"
"Ukraine (UA)","01.01.2022 14:00 - 01.01.2022 15:00 (UTC)","n/e","n/e","n/e","403","4159","n/e","n/e","n/e","n/e","554","0","n/e","626","n/e","12022","10","n/e","3","n/e","n/e","819"
"Ukraine (UA)","01.01.2022 15:00 - 01.01.2022 16:00 (UTC)","n/e","n/e","n/e","403","4134","n/e","n/e","n/e","n/e","151","0","n/e","686","n/e","12019","23","n/e","3","n/e","n/e","852"
"Ukraine (UA)","01.01.2022 16:00 - 01.01.2022 17:00 (UTC)","n/e","n/e","n/e","403","4110","n/e","n/e","n/e","n/e","151","0","n/e","853","n/e","12023","29","n/e","3","n/e","n/e","921"
"Ukraine (UA)","01.01.2022 17:00 - 01.01.2022 18:00 (UTC)","n/e","n/e","n/e","407","3892","n/e","n/e","n/e","n/e","0","0","n/e","769","n/e","12009","27","n/e","3","n/e","n/e","843"
"Ukraine (UA)","01.01.2022 18:00 - 01.01.2022 19:00 (UTC)","n/e","n/e","n/e","403","3571","n/e","n/e","n/e","n/e","325","0","n/e","851","n/e","12024","20","n/e","3","n/e","n/e","840"
"Ukraine (UA)","01.01.2022 19:00 - 01.01.2022 20:00 (UTC)","n/e","n/e","n/e","403","3547","n/e","n/e","n/e","n/e","325","0","n/e","409","n/e","12018","18","n/e","3","n/e","n/e","770"
"Ukraine (UA)","01.01.2022 20:00 - 01.01.2022 21:00 (UTC)","n/e","n/e","n/e","404","3620","n/e","n/e","n/e","n/e","0","0","n/e","90","n/e","12043","6","n/e","3","n/e","n/e","912"
"Ukraine (UA)","01.01.2022 21:00 - 01.01.2022 22:00 (UTC)","n/e","n/e","n/e","406","3528","n/e","n/e","n/e","n/e","0","386","n/e","185","n/e","12003","6","n/e","3","n/e","n/e","886"
"Ukraine (UA)","01.01.2022 22:00 - 01.01.2022 23:00 (UTC)","n/e","n/e","n/e","404","3322","n/e","n/e","n/e","n/e","0","390","n/e","64","n/e","12025","3","n/e","3","n/e","n/e","381"
"Ukraine (UA)","01.01.2022 23:00 - 02.01.2022 00:00 (UTC)","n/e","n/e","n/e","406","3392","n/e","n/e","n/e","n/e","0","437","n/e","66","n/e","12020","0","n/e","3","n/e","n/e","104"
"Ukraine (UA)","02.01.2022 00:00 - 02.01.2022 01:00 (UTC)","n/e","n/e","n/e","407","3235","n/e","n/e","n/e","n/e","0","647","n/e","66","n/e","12019","0","n/e","3","n/e","n/e","20"
"Ukraine (UA)","02.01.2022 01:00 - 02.01.2022 02:00 (UTC)","n/e","n/e","n/e","403","3272","n/e","n/e","n/e","n/e","0","1001","n/e","66","n/e","12031","1","n/e","3","n/e","n/e","21"
"Ukraine (UA)","02.01.2022 02:00 - 02.01.2022 03:00 (UTC)","n/e","n/e","n/e","407","3305","n/e","n/e","n/e","n/e","0","611","n/e","66","n/e","12019","2","n/e","3","n/e","n/e","21"
"Ukraine (UA)","02.01.2022 03:00 - 02.01.2022 04:00 (UTC)","n/e","n/e","n/e","406","3343","n/e","n/e","n/e","n/e","0","384","n/e","66","n/e","12025","0","n/e","3","n/e","n/e","22"
"Ukraine (UA)","02.01.2022 04:00 - 02.01.2022 05:00 (UTC)","n/e","n/e","n/e","406","3347","n/e","n/e","n/e","n/e","0","0","n/e","68","n/e","12013","1","n/e","3","n/e","n/e","22"
"Ukraine (UA)","02.01.2022 05:00 - 02.01.2022 06:00 (UTC)","n/e","n/e","n/e","406","3372","n/e","n/e","n/e","n/e","0","0","n/e","86","n/e","11804","2","n/e","7","n/e","n/e","20"
"Ukraine (UA)","02.01.2022 06:00 - 02.01.2022 07:00 (UTC)","n/e","n/e","n/e","408","3448","n/e","n/e","n/e","n/e","0","0","n/e","321","n/e","11713","2","n/e","331","n/e","n/e","530"
"Ukraine (UA)","02.01.2022 07:00 - 02.01.2022 08:00 (UTC)","n/e","n/e","n/e","406","3502","n/e","n/e","n/e","n/e","0","0","n/e","498","n/e","11712","12","n/e","762","n/e","n/e","564"
"Ukraine (UA)","02.01.2022 08:00 - 02.01.2022 09:00 (UTC)","n/e","n/e","n/e","406","3550","n/e","n/e","n/e","n/e","0","0","n/e","355","n/e","11715","15","n/e","1340","n/e","n/e","574"
"Ukraine (UA)","02.01.2022 09:00 - 02.01.2022 10:00 (UTC)","n/e","n/e","n/e","406","3498","n/e","n/e","n/e","n/e","0","0","n/e","240","n/e","11726","17","n/e","1261","n/e","n/e","531"
"Ukraine (UA)","02.01.2022 10:00 - 02.01.2022 11:00 (UTC)","n/e","n/e","n/e","405","3497","n/e","n/e","n/e","n/e","0","0","n/e","305","n/e","11721","28","n/e","1175","n/e","n/e","506"
"Ukraine (UA)","02.01.2022 11:00 - 02.01.2022 12:00 (UTC)","n/e","n/e","n/e","406","3514","n/e","n/e","n/e","n/e","0","0","n/e","362","n/e","11709","24","n/e","1047","n/e","n/e","470"
"Ukraine (UA)","02.01.2022 12:00 - 02.01.2022 13:00 (UTC)","n/e","n/e","n/e","407","3521","n/e","n/e","n/e","n/e","0","0","n/e","776","n/e","11721","32","n/e","594","n/e","n/e","898"
"Ukraine (UA)","02.01.2022 13:00 - 02.01.2022 14:00 (UTC)","n/e","n/e","n/e","550","3612","n/e","n/e","n/e","n/e","401","0","n/e","1653","n/e","11702","33","n/e","65","n/e","n/e","726"
"Ukraine (UA)","02.01.2022 14:00 - 02.01.2022 15:00 (UTC)","n/e","n/e","n/e","594","4361","n/e","n/e","n/e","n/e","1201","0","n/e","1038","n/e","11736","33","n/e","3","n/e","n/e","502"
"Ukraine (UA)","02.01.2022 15:00 - 02.01.2022 16:00 (UTC)","n/e","n/e","n/e","597","4581","n/e","n/e","n/e","n/e","1201","0","n/e","1153","n/e","11726","33","n/e","3","n/e","n/e","380"
"Ukraine (UA)","02.01.2022 16:00 - 02.01.2022 17:00 (UTC)","n/e","n/e","n/e","596","4642","n/e","n/e","n/e","n/e","1200","0","n/e","909","n/e","11747","24","n/e","3","n/e","n/e","289"
"Ukraine (UA)","02.01.2022 17:00 - 02.01.2022 18:00 (UTC)","n/e","n/e","n/e","595","4514","n/e","n/e","n/e","n/e","1048","0","n/e","642","n/e","11719","27","n/e","3","n/e","n/e","191"
"Ukraine (UA)","02.01.2022 18:00 - 02.01.2022 19:00 (UTC)","n/e","n/e","n/e","543","4455","n/e","n/e","n/e","n/e","724","0","n/e","1053","n/e","11726","30","n/e","3","n/e","n/e","97"
"Ukraine (UA)","02.01.2022 19:00 - 02.01.2022 20:00 (UTC)","n/e","n/e","n/e","481","4144","n/e","n/e","n/e","n/e","839","0","n/e","808","n/e","11722","30","n/e","3","n/e","n/e","105"
"Ukraine (UA)","02.01.2022 20:00 - 02.01.2022 21:00 (UTC)","n/e","n/e","n/e","421","4064","n/e","n/e","n/e","n/e","643","0","n/e","772","n/e","11711","30","n/e","3","n/e","n/e","121"
"Ukraine (UA)","02.01.2022 21:00 - 02.01.2022 22:00 (UTC)","n/e","n/e","n/e","402","3973","n/e","n/e","n/e","n/e","326","0","n/e","454","n/e","11691","30","n/e","3","n/e","n/e","166"
"Ukraine (UA)","02.01.2022 22:00 - 02.01.2022 23:00 (UTC)","n/e","n/e","n/e","404","3878","n/e","n/e","n/e","n/e","0","0","n/e","209","n/e","11691","33","n/e","3","n/e","n/e","263"
"Ukraine (UA)","02.01.2022 23:00 - 03.01.2022 00:00 (UTC)","n/e","n/e","n/e","403","3823","n/e","n/e","n/e","n/e","0","30","n/e","175","n/e","11720","16","n/e","3","n/e","n/e","347"
"Ukraine (UA)","03.01.2022 00:00 - 03.01.2022 01:00 (UTC)","n/e","n/e","n/e","403","3803","n/e","n/e","n/e","n/e","0","665","n/e","176","n/e","11715","22","n/e","3","n/e","n/e","480"
"Ukraine (UA)","03.01.2022 01:00 - 03.01.2022 02:00 (UTC)","n/e","n/e","n/e","402","3741","n/e","n/e","n/e","n/e","0","660","n/e","91","n/e","11723","15","n/e","3","n/e","n/e","574"
"Ukraine (UA)","03.01.2022 02:00 - 03.01.2022 03:00 (UTC)","n/e","n/e","n/e","403","3761","n/e","n/e","n/e","n/e","0","653","n/e","91","n/e","11729","12","n/e","3","n/e","n/e","681"
"Ukraine (UA)","03.01.2022 03:00 - 03.01.2022 04:00 (UTC)","n/e","n/e","n/e","403","3795","n/e","n/e","n/e","n/e","0","451","n/e","176","n/e","11713","13","n/e","3","n/e","n/e","723"
"Ukraine (UA)","03.01.2022 04:00 - 03.01.2022 05:00 (UTC)","n/e","n/e","n/e","404","3836","n/e","n/e","n/e","n/e","0","421","n/e","92","n/e","11713","20","n/e","3","n/e","n/e","879"
"Ukraine (UA)","03.01.2022 05:00 - 03.01.2022 06:00 (UTC)","n/e","n/e","n/e","402","4139","n/e","n/e","n/e","n/e","0","770","n/e","442","n/e","11743","23","n/e","4","n/e","n/e","914"
"Ukraine (UA)","03.01.2022 06:00 - 03.01.2022 07:00 (UTC)","n/e","n/e","n/e","429","4569","n/e","n/e","n/e","n/e","0","0","n/e","879","n/e","11782","24","n/e","92","n/e","n/e","997"
"Ukraine (UA)","03.01.2022 07:00 - 03.01.2022 08:00 (UTC)","n/e","n/e","n/e","474","4861","n/e","n/e","n/e","n/e","0","0","n/e","921","n/e","11796","31","n/e","321","n/e","n/e","1067"
"Ukraine (UA)","03.01.2022 08:00 - 03.01.2022 09:00 (UTC)","n/e","n/e","n/e","609","4927","n/e","n/e","n/e","n/e","0","0","n/e","1183","n/e","11836","30","n/e","512","n/e","n/e","1055"
"Ukraine (UA)","03.01.2022 09:00 - 03.01.2022 10:00 (UTC)","n/e","n/e","n/e","643","4910","n/e","n/e","n/e","n/e","0","0","n/e","910","n/e","11828","28","n/e","639","n/e","n/e","1043"
"Ukraine (UA)","03.01.2022 10:00 - 03.01.2022 11:00 (UTC)","n/e","n/e","n/e","644","4903","n/e","n/e","n/e","n/e","0","0","n/e","947","n/e","11803","30","n/e","644","n/e","n/e","1091"
"Ukraine (UA)","03.01.2022 11:00 - 03.01.2022 12:00 (UTC)","n/e","n/e","n/e","556","4950","n/e","n/e","n/e","n/e","0","0","n/e","846","n/e","11836","29","n/e","568","n/e","n/e","1135"
"Ukraine (UA)","03.01.2022 12:00 - 03.01.2022 13:00 (UTC)","n/e","n/e","n/e","479","4964","n/e","n/e","n/e","n/e","0","0","n/e","736","n/e","12200","21","n/e","292","n/e","n/e","1154"
"Ukraine (UA)","03.01.2022 13:00 - 03.01.2022 14:00 (UTC)","n/e","n/e","n/e","590","5443","n/e","n/e","n/e","n/e","0","0","n/e","533","n/e","12187","27","n/e","56","n/e","n/e","1134"
"Ukraine (UA)","03.01.2022 14:00 - 03.01.2022 15:00 (UTC)","n/e","n/e","n/e","690","5579","n/e","n/e","n/e","n/e","151","0","n/e","817","n/e","12196","29","n/e","16","n/e","n/e","1067"
"Ukraine (UA)","03.01.2022 15:00 - 03.01.2022 16:00 (UTC)","n/e","n/e","n/e","665","5624","n/e","n/e","n/e","n/e","151","0","n/e","597","n/e","12174","33","n/e","16","n/e","n/e","1114"
"Ukraine (UA)","03.01.2022 16:00 - 03.01.2022 17:00 (UTC)","n/e","n/e","n/e","518","5016","n/e","n/e","n/e","n/e","151","0","n/e","749","n/e","12191","30","n/e","16","n/e","n/e","1100"
"Ukraine (UA)","03.01.2022 17:00 - 03.01.2022 18:00 (UTC)","n/e","n/e","n/e","625","4891","n/e","n/e","n/e","n/e","0","0","n/e","856","n/e","12199","31","n/e","15","n/e","n/e","1118"
"Ukraine (UA)","03.01.2022 18:00 - 03.01.2022 19:00 (UTC)","n/e","n/e","n/e","541","4615","n/e","n/e","n/e","n/e","0","0","n/e","670","n/e","12219","20","n/e","3","n/e","n/e","1155"
"Ukraine (UA)","03.01.2022 19:00 - 03.01.2022 20:00 (UTC)","n/e","n/e","n/e","405","4354","n/e","n/e","n/e","n/e","0","0","n/e","842","n/e","12204","11","n/e","3","n/e","n/e","1117"
"Ukraine (UA)","03.01.2022 20:00 - 03.01.2022 21:00 (UTC)","n/e","n/e","n/e","402","4200","n/e","n/e","n/e","n/e","0","41","n/e","124","n/e","12225","29","n/e","3","n/e","n/e","1164"
"Ukraine (UA)","03.01.2022 21:00 - 03.01.2022 22:00 (UTC)","n/e","n/e","n/e","405","3947","n/e","n/e","n/e","n/e","0","435","n/e","89","n/e","12222","23","n/e","3","n/e","n/e","1158"
"Ukraine (UA)","03.01.2022 22:00 - 03.01.2022 23:00 (UTC)","n/e","n/e","n/e","405","3628","n/e","n/e","n/e","n/e","0","848","n/e","108","n/e","12195","24","n/e","3","n/e","n/e","1127"
"Ukraine (UA)","03.01.2022 23:00 - 04.01.2022 00:00 (UTC)","n/e","n/e","n/e","393","3425","n/e","n/e","n/e","n/e","0","855","n/e","90","n/e","12183","21","n/e","3","n/e","n/e","929"
"Ukraine (UA)","04.01.2022 00:00 - 04.01.2022 01:00 (UTC)","n/e","n/e","n/e","393","3405","n/e","n/e","n/e","n/e","0","1062","n/e","88","n/e","12161","20","n/e","3","n/e","n/e","643"
"Ukraine (UA)","04.01.2022 01:00 - 04.01.2022 02:00 (UTC)","n/e","n/e","n/e","392","3362","n/e","n/e","n/e","n/e","0","1058","n/e","88","n/e","12198","16","n/e","3","n/e","n/e","598"
"Ukraine (UA)","04.01.2022 02:00 - 04.01.2022 03:00 (UTC)","n/e","n/e","n/e","392","3474","n/e","n/e","n/e","n/e","0","1054","n/e","90","n/e","12196","10","n/e","3","n/e","n/e","945"
"Ukraine (UA)","04.01.2022 03:00 - 04.01.2022 04:00 (UTC)","n/e","n/e","n/e","392","4014","n/e","n/e","n/e","n/e","0","836","n/e","88","n/e","12201","9","n/e","3","n/e","n/e","932"
"Ukraine (UA)","04.01.2022 04:00 - 04.01.2022 05:00 (UTC)","n/e","n/e","n/e","404","4533","n/e","n/e","n/e","n/e","0","434","n/e","123","n/e","12225","24","n/e","3","n/e","n/e","977"
"Ukraine (UA)","04.01.2022 05:00 - 04.01.2022 06:00 (UTC)","n/e","n/e","n/e","406","4979","n/e","n/e","n/e","n/e","0","438","n/e","319","n/e","12209","27","n/e","34","n/e","n/e","896"
"Ukraine (UA)","04.01.2022 06:00 - 04.01.2022 07:00 (UTC)","n/e","n/e","n/e","408","5158","n/e","n/e","n/e","n/e","0","0","n/e","830","n/e","12231","30","n/e","32","n/e","n/e","895"
"Ukraine (UA)","04.01.2022 07:00 - 04.01.2022 08:00 (UTC)","n/e","n/e","n/e","554","5443","n/e","n/e","n/e","n/e","0","0","n/e","607","n/e","12195","26","n/e","695","n/e","n/e","591"
"Ukraine (UA)","04.01.2022 08:00 - 04.01.2022 09:00 (UTC)","n/e","n/e","n/e","403","5265","n/e","n/e","n/e","n/e","0","0","n/e","669","n/e","12206","23","n/e","1075","n/e","n/e","509"
"Ukraine (UA)","04.01.2022 09:00 - 04.01.2022 10:00 (UTC)","n/e","n/e","n/e","405","5365","n/e","n/e","n/e","n/e","0","0","n/e","228","n/e","12209","22","n/e","1144","n/e","n/e","525"
"Ukraine (UA)","04.01.2022 10:00 - 04.01.2022 11:00 (UTC)","n/e","n/e","n/e","404","5355","n/e","n/e","n/e","n/e","0","0","n/e","407","n/e","12205","25","n/e","1151","n/e","n/e","401"
"Ukraine (UA)","04.01.2022 11:00 - 04.01.2022 12:00 (UTC)","n/e","n/e","n/e","572","5403","n/e","n/e","n/e","n/e","0","0","n/e","530","n/e","12230","32","n/e","787","n/e","n/e","438"
"Ukraine (UA)","04.01.2022 12:00 - 04.01.2022 13:00 (UTC)","n/e","n/e","n/e","672","5700","n/e","n/e","n/e","n/e","0","0","n/e","648","n/e","12230","32","n/e","320","n/e","n/e","398"
"Ukraine (UA)","04.01.2022 13:00 - 04.01.2022 14:00 (UTC)","n/e","n/e","n/e","691","5778","n/e","n/e","n/e","n/e","0","0","n/e","1235","n/e","12217","32","n/e","46","n/e","n/e","485"
"Ukraine (UA)","04.01.2022 14:00 - 04.01.2022 15:00 (UTC)","n/e","n/e","n/e","559","5448","n/e","n/e","n/e","n/e","877","0","n/e","1165","n/e","12214","33","n/e","12","n/e","n/e","644"
"Ukraine (UA)","04.01.2022 15:00 - 04.01.2022 16:00 (UTC)","n/e","n/e","n/e","405","5381","n/e","n/e","n/e","n/e","883","0","n/e","1121","n/e","12198","29","n/e","3","n/e","n/e","725"
"Ukraine (UA)","04.01.2022 16:00 - 04.01.2022 17:00 (UTC)","n/e","n/e","n/e","407","5322","n/e","n/e","n/e","n/e","877","0","n/e","820","n/e","12227","26","n/e","3","n/e","n/e","661"
"Ukraine (UA)","04.01.2022 17:00 - 04.01.2022 18:00 (UTC)","n/e","n/e","n/e","480","5099","n/e","n/e","n/e","n/e","695","0","n/e","812","n/e","12197","27","n/e","3","n/e","n/e","567"
"Ukraine (UA)","04.01.2022 18:00 - 04.01.2022 19:00 (UTC)","n/e","n/e","n/e","595","4774","n/e","n/e","n/e","n/e","400","0","n/e","944","n/e","12220","25","n/e","3","n/e","n/e","630"
"Ukraine (UA)","04.01.2022 19:00 - 04.01.2022 20:00 (UTC)","n/e","n/e","n/e","619","4837","n/e","n/e","n/e","n/e","401","0","n/e","562","n/e","12210","27","n/e","3","n/e","n/e","666"
"Ukraine (UA)","04.01.2022 20:00 - 04.01.2022 21:00 (UTC)","n/e","n/e","n/e","459","4829","n/e","n/e","n/e","n/e","0","0","n/e","347","n/e","12217","30","n/e","3","n/e","n/e","605"
"Ukraine (UA)","04.01.2022 21:00 - 04.01.2022 22:00 (UTC)","n/e","n/e","n/e","403","4673","n/e","n/e","n/e","n/e","0","439","n/e","116","n/e","12190","27","n/e","3","n/e","n/e","807"
"Ukraine (UA)","04.01.2022 22:00 - 04.01.2022 23:00 (UTC)","n/e","n/e","n/e","402","3699","n/e","n/e","n/e","n/e","0","436","n/e","198","n/e","12183","25","n/e","3","n/e","n/e","721"
"Ukraine (UA)","04.01.2022 23:00 - 05.01.2022 00:00 (UTC)","n/e","n/e","n/e","403","3672","n/e","n/e","n/e","n/e","0","862","n/e","111","n/e","12193","26","n/e","3","n/e","n/e","886"
"Ukraine (UA)","05.01.2022 00:00 - 05.01.2022 01:00 (UTC)","n/e","n/e","n/e","405","3610","n/e","n/e","n/e","n/e","0","1055","n/e","91","n/e","12170","27","n/e","3","n/e","n/e","831"
