date,mw,region
2008-03-15 0:00,22943,ОЭС СИБИРИ
2008-03-15 1:00,23193,ОЭС СИБИРИ
2008-03-15 2:00,23582,ОЭС СИБИРИ
2008-03-15 3:00,23812,ОЭС СИБИРИ
2008-03-15 4:00,24202,ОЭС СИБИРИ
2008-03-15 5:00,24810,ОЭС СИБИРИ
2008-03-15 6:00,25218,ОЭС СИБИРИ
2008-03-15 7:00,25141,ОЭС СИБИРИ
2008-03-15 8:00,24783,ОЭС СИБИРИ
2008-03-15 9:00,25803,ОЭС СИБИРИ
2008-03-15 10:00,25569,ОЭС СИБИРИ
2008-03-15 11:00,25077,ОЭС СИБИРИ
2008-03-15 12:00,24905,ОЭС СИБИРИ
2008-03-15 13:00,24876,ОЭС СИБИРИ
2008-03-15 14:00,25207,ОЭС СИБИРИ
2008-03-15 15:00,25339,ОЭС СИБИРИ
2008-03-15 16:00,25352,ОЭС СИБИРИ
2008-03-15 17:00,25756,ОЭС СИБИРИ
2008-03-15 18:00,25813,ОЭС СИБИРИ
2008-03-15 19:00,25856,ОЭС СИБИРИ
2008-03-15 20:00,25184,ОЭС СИБИРИ
2008-03-15 21:00,24696,ОЭС СИБИРИ
2008-03-15 22:00,23876,ОЭС СИБИРИ
2008-03-15 23:00,23618,ОЭС СИБИРИ
