date,mw,region
2021-06-11 0:00,20424,ОЭС СИБИРИ
2021-06-11 1:00,20825,ОЭС СИБИРИ
2021-06-11 2:00,20952,ОЭС СИБИРИ
2021-06-11 3:00,21382,ОЭС СИБИРИ
2021-06-11 4:00,22229,ОЭС СИБИРИ
2021-06-11 5:00,22621,ОЭС СИБИРИ
2021-06-11 6:00,23017,ОЭС СИБИРИ
2021-06-11 7:00,22734,ОЭС СИБИРИ
2021-06-11 8:00,22879,ОЭС СИБИРИ
2021-06-11 9:00,22727,ОЭС СИБИРИ
2021-06-11 10:00,22712,ОЭС СИБИРИ
2021-06-11 11:00,22713,ОЭС СИБИРИ
2021-06-11 12:00,22587,ОЭС СИБИРИ
2021-06-11 13:00,22655,ОЭС СИБИРИ
2021-06-11 14:00,22702,ОЭС СИБИРИ
2021-06-11 15:00,22570,ОЭС СИБИРИ
2021-06-11 16:00,22395,ОЭС СИБИРИ
2021-06-11 17:00,22805,ОЭС СИБИРИ
2021-06-11 18:00,22721,ОЭС СИБИРИ
2021-06-11 19:00,21964,ОЭС СИБИРИ
2021-06-11 20:00,21501,ОЭС СИБИРИ
2021-06-11 21:00,21364,ОЭС СИБИРИ
2021-06-11 22:00,21278,ОЭС СИБИРИ
2021-06-11 23:00,21066,ОЭС СИБИРИ
