date,mw,region
2014-02-28 0:00,24320,ОЭС СИБИРИ
2014-02-28 1:00,24453,ОЭС СИБИРИ
2014-02-28 2:00,24889,ОЭС СИБИРИ
2014-02-28 3:00,25312,ОЭС СИБИРИ
2014-02-28 4:00,25995,ОЭС СИБИРИ
2014-02-28 5:00,26635,ОЭС СИБИРИ
2014-02-28 6:00,26998,ОЭС СИБИРИ
2014-02-28 7:00,26768,ОЭС СИБИРИ
2014-02-28 8:00,26220,ОЭС СИБИРИ
2014-02-28 9:00,25958,ОЭС СИБИРИ
2014-02-28 10:00,25889,ОЭС СИБИРИ
2014-02-28 11:00,25714,ОЭС СИБИРИ
2014-02-28 12:00,25433,ОЭС СИБИРИ
2014-02-28 13:00,25976,ОЭС СИБИРИ
2014-02-28 14:00,25937,ОЭС СИБИРИ
2014-02-28 15:00,26076,ОЭС СИБИРИ
2014-02-28 16:00,26626,ОЭС СИБИРИ
2014-02-28 17:00,26759,ОЭС СИБИРИ
2014-02-28 18:00,26439,ОЭС СИБИРИ
2014-02-28 19:00,25837,ОЭС СИБИРИ
2014-02-28 20:00,25408,ОЭС СИБИРИ
2014-02-28 21:00,24954,ОЭС СИБИРИ
2014-02-28 22:00,24611,ОЭС СИБИРИ
2014-02-28 23:00,24559,ОЭС СИБИРИ
