unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2020,1,1660.281,73.755,11598.1275,0.0,3492.5945,1687.404,23.1125,2746.514,13332.1635,7949.625,21281.7885,0.07801416690143312,0.0034656391778350774,0.5449789852013613,0.0,0.16411188843456462,0.07928863685493351,0.0010860224459048639,0.1290546609839676,0.6264587912806295,0.3735412087193706
Gwh,2020,2,1480.7886070000002,88.848,9204.087,0.0,2669.6615,2372.9315,30.0605,2509.858,10773.723607,7582.5115,18356.235107,0.08066951629069698,0.004840208217104309,0.501414747977928,0.0,0.14543622286587224,0.12927114335635753,0.0016376179442448237,0.1367305433477961,0.5869244724857293,0.4130755275142707
Gwh,2020,3,1504.911467,51.822,7340.648,0.0,2903.4985,1760.8555,25.327,2642.282,8897.381467000001,7331.963,16229.344467,0.09272780364358015,0.0031931049405829336,0.4523071165890979,0.0,0.17890423768525215,0.10849825164414016,0.00156056826888472,0.16280891722846197,0.5482280251732611,0.451771974826739
Gwh,2020,4,1415.241926,40.015,6007.64,0.0,3696.4086970000003,1254.178,38.8955,2465.578,7462.896926,7455.060197000001,14917.957123,0.09486834653908664,0.0026823377805736035,0.402711976610901,0.0,0.2477824990729463,0.08407169893700465,0.0026072939933600046,0.1652758470661278,0.5002626609305613,0.4997373390694388
Gwh,2020,5,1492.333,39.044,5992.432,0.0,5303.918303,1744.486,29.283,2430.93,7523.809,9508.617302999999,17032.426303,0.0876171705341328,0.002292333417765794,0.3518249187401166,0.0,0.311401218396336,0.102421461802699,0.0017192500633243456,0.14272364704562548,0.44173442269201524,0.5582655773079848
Gwh,2020,6,1402.154,59.127,8113.485,0.0,5501.120929,1575.598,21.526,2256.468,9574.766,9354.712929,18929.478928999997,0.07407250908802869,0.0031235408128121966,0.42861639406091234,0.0,0.29061132372599396,0.08323514904502632,0.0011371681217818483,0.11920391514544475,0.5058124439617532,0.4941875560382469
Gwh,2020,7,1374.273,78.804,11162.163,0.0,4792.106070999999,971.819,37.184,2456.424,12615.24,8257.533071,20872.773071,0.06584046093565657,0.0037754446777121292,0.5347714442173653,0.0,0.22958645958059146,0.046559170489436114,0.0017814595058124943,0.11768556059342596,0.6043873498307339,0.39561265016926606
Gwh,2020,8,1418.676,102.558,10771.018,0.0,4304.7255,1203.795,33.0355,2363.4035,12292.252,7904.9595,20197.2115,0.07024118156112788,0.005077829679607009,0.5332923309735108,0.0,0.21313464484936445,0.05960203961819185,0.001635646584183168,0.11701632673401473,0.6086113422142457,0.3913886577857542
Gwh,2020,9,1648.51,137.272,10796.274,0.0,4023.3665,1348.07,11.7595,2351.7,12582.056,7734.896,20316.952,0.08113963157465745,0.006756525289817094,0.5313924057112503,0.0,0.1980300243855476,0.06635198035610852,0.0005788023715368328,0.11575063031108208,0.619288562575725,0.38071143742427505
Gwh,2020,10,1729.522,70.716,8116.619,0.0,4422.8005,1600.386,29.1365,2474.725,9916.857,8527.048,18443.905,0.09377200760901773,0.0038341121362314543,0.4400705273639178,0.0,0.23979740190594132,0.08677045343705685,0.0015797359615547795,0.13417576158628014,0.537676647109167,0.4623233528908331
Gwh,2020,11,1714.539,97.298,9523.638,0.0,3447.804,1045.592,28.9655,2520.564,11335.475,7042.9255,18378.4005,0.09329098035490085,0.005294149509909744,0.5181973262580714,0.0,0.18760087418924187,0.05689243740226469,0.001576062073519401,0.13714817021209216,0.6167824561228819,0.38321754387711815
Gwh,2020,12,1660.295,71.86,10474.804,0.0,3621.9065,2001.273,19.91,2620.9715,12206.959,8264.061,20471.02,0.08110465428688947,0.0035103282591683266,0.5116894028729394,0.0,0.17692848231304548,0.09776127423059525,0.0009725944286117644,0.12803326360875034,0.5963043854189972,0.4036956145810028
