unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc,biomass
Gwh,2020,1,158.355,36.3515,204.323158,1445.085,289.7065,0.0,1.891,257.388,399.029658,1994.0705,2393.1001579999997,0.06617148867364707,0.015190128954059433,0.08538011136598656,0.6038547927754556,0.12105907854776884,0.0,0.000790188406314083,0.10755421127676847,0.16674172899369305,0.8332582710063071,88.412
Gwh,2020,2,127.383,33.873,167.38384200000002,1345.865,501.8515,0.0,1.5255,257.619,328.639842,2106.861,2435.5008420000004,0.05230258918547316,0.013908022290882867,0.06872666152007842,0.5526029705228079,0.20605679593519924,0.0,0.0006263598737856646,0.10577660067177262,0.13493727299643443,0.8650627270035653,86.5615
Gwh,2020,3,116.568,42.2825,176.1215,1389.447699,478.463,0.0,1.7635,237.432,334.972,2107.106199,2442.078199,0.047733115199887176,0.0173141466220509,0.07211951692297139,0.5689611821476319,0.19592452043342615,0.0,0.0007221308477026374,0.09722538782632979,0.13716677874490946,0.8628332212550904,70.852
Gwh,2020,4,59.378,33.886,160.9555,1254.0698009999999,284.527,0.0,1.8745,199.458,254.2195,1739.929301,1994.148801,0.029776112981249887,0.01699271387521698,0.08071388650600503,0.6288747361135363,0.14268092724942044,0.0,0.0009400000637164087,0.10002162321085487,0.12748271336247188,0.872517286637528,66.685
Gwh,2020,5,54.174,31.316,199.8115,1309.536328,306.7675,0.0,2.99,199.294,285.3015,1818.587828,2103.8893279999998,0.02574945330014051,0.014884813370753503,0.0949724385882716,0.6224359383223222,0.14580971342804397,0.0,0.0014211774166098155,0.09472646557385837,0.13560670525916563,0.8643932947408345,77.905
Gwh,2020,6,67.8055,38.104,217.90272700000003,1219.8769140000002,489.22,0.0,2.6065,190.6645,323.812227,1902.3679140000002,2226.1801410000003,0.03045822696520047,0.01711631475738692,0.09788189328744892,0.5479686443757563,0.2197575977747436,0.0,0.0011708396602752732,0.08564648317918849,0.1454564350100363,0.8545435649899636,79.7
Gwh,2020,7,61.864069,31.284,181.34727299999997,1321.882758,425.737,0.0,2.406,197.544,274.495342,1947.5697579999999,2222.0651000000003,0.02784079953373103,0.01407879544123167,0.08161204322951653,0.5948893027481508,0.19159519673838538,0.0,0.0010827765577165133,0.08890108575126804,0.12353163820447922,0.8764683617955206,81.083
Gwh,2020,8,52.827931,39.171,246.28295,1307.7905,359.6695,0.0,2.7215,182.0985,338.281881,1852.28,2190.561881,0.024116155520739656,0.01788171351823135,0.11242912247134094,0.597011438637373,0.16419052258674816,0.0,0.0012423753118344341,0.0831286719537324,0.15442699151031195,0.845573008489688,68.98
Gwh,2020,9,117.867,32.189,225.89027,1169.719392,335.127,0.0,2.1785,182.377,375.94627,1689.401892,2065.3481620000002,0.05706882847580639,0.015585265764019886,0.10937152106173563,0.5663545805600595,0.16226174655002307,0.0,0.0010547858419620779,0.08830327174639332,0.18202561530156192,0.817974384698438,63.266
Gwh,2020,10,101.622,32.115,176.03228,1252.410608,509.7085,0.0,2.147,202.681,309.76928000000004,1966.947108,2276.7163880000003,0.04463533558049831,0.014105841276177434,0.07731849295231584,0.5500951346426552,0.2238787855556122,0.0,0.0009430247927744962,0.08902338519996632,0.1360596698089916,0.8639403301910084,65.331
Gwh,2020,11,118.418,33.886,180.3954,1402.334,379.118722,0.0,1.9795,228.383,332.6994,2011.8152220000002,2344.514622,0.050508535493364905,0.01445331143684375,0.07694360201776552,0.5981340388501104,0.1617045670956792,0.0,0.0008443112196550847,0.09741163388658107,0.1419054489479742,0.8580945510520258,71.364
Gwh,2020,12,134.785,37.357,198.2721,1458.425,309.206278,0.0,2.211,262.424,370.41409999999996,2032.2662779999998,2402.680378,0.056097765326653865,0.015548052226195855,0.08252121331470748,0.6069991719889094,0.12869222258242458,0.0,0.0009202222735262209,0.10922135228758253,0.15416703086755718,0.8458329691324428,81.204
