datetime,Wind,region,Nuclear,Other,Solar,Petroleum,Natural gas,Coal,Hydro
2022-03-01 00:00:00,4607,MIDA,31641,1910,8,216,37608,23080,5023.0
2022-03-01 01:00:00,5152,MIDA,31645,1911,9,217,37254,23397,3684.0
2022-03-01 02:00:00,5227,MIDA,31655,1194,9,214,37259,22704,2923.0
2022-03-01 03:00:00,5644,MIDA,31631,666,9,214,35858,21753,1776.0
2022-03-01 04:00:00,5591,MIDA,31644,668,8,223,33335,20938,1285.0
2022-03-01 05:00:00,1993,MIDA,31353,664,9,230,33098,19618,1270.0
2022-03-01 06:00:00,6489,MIDA,31663,672,9,228,32995,20277,1120.0
2022-03-01 07:00:00,6728,MIDA,31657,642,9,228,33050,19855,914.0
2022-03-01 08:00:00,6822,MIDA,31673,659,4,224,31771,19849,902.0
2022-03-01 09:00:00,6270,MIDA,31666,664,9,230,33882,20747,1143.0
2022-03-01 10:00:00,5776,MIDA,31642,653,9,230,36545,22246,1383.0
2022-03-01 11:00:00,5450,MIDA,31648,672,8,236,38856,23947,4344.0
2022-03-01 12:00:00,5060,MIDA,31664,717,265,342,40912,25225,4516.0
2022-03-01 13:00:00,4939,MIDA,31646,918,1488,344,40606,25589,3461.0
2022-03-01 14:00:00,4244,MIDA,31656,932,2304,350,38785,24958,1956.0
2022-03-01 15:00:00,3039,MIDA,31624,932,2425,395,38814,24159,2112.0
2022-03-01 16:00:00,2636,MIDA,31606,978,2458,377,37369,23721,1528.0
2022-03-01 17:00:00,2613,MIDA,31497,940,2660,341,36602,22657,1344.0
2022-03-01 18:00:00,2359,MIDA,31468,868,2717,328,37350,22058,1401.0
2022-03-01 19:00:00,2843,MIDA,31606,915,2744,328,36454,20849,1709.0
2022-03-01 20:00:00,2381,MIDA,31597,934,2567,327,35973,21060,1610.0
2022-03-01 21:00:00,2189,MIDA,31595,808,1823,320,36493,21218,1499.0
2022-03-01 22:00:00,1867,MIDA,31602,729,392,318,38534,21842,2157.0
2022-03-01 23:00:00,1810,MIDA,31603,701,8,320,39906,23174,2952.0
2022-03-02 00:00:00,1995,MIDA,31602,694,8,221,40034,24013,2829.0
2022-03-02 01:00:00,2109,MIDA,31608,699,8,224,38773,23685,2693.0
2022-03-02 02:00:00,2459,MIDA,31611,706,9,228,37464,22157,1963.0
2022-03-02 03:00:00,2377,MIDA,31611,682,9,227,35761,20898,1468.0
2022-03-02 04:00:00,2344,MIDA,31629,686,9,228,34916,19209,1444.0
2022-03-02 05:00:00,6319,MIDA,31658,671,9,226,31510,20609,1034.0
2022-03-02 06:00:00,2139,MIDA,31643,682,9,230,33074,16341,1274.0
2022-03-02 07:00:00,2410,MIDA,31634,680,9,232,32851,15929,1190.0
2022-03-02 08:00:00,2708,MIDA,31635,683,4,229,32197,16213,1158.0
2022-03-02 09:00:00,2543,MIDA,31657,686,9,231,32618,16460,1238.0
2022-03-02 10:00:00,2115,MIDA,31644,655,9,230,36879,17349,1424.0
2022-03-02 11:00:00,1882,MIDA,31558,668,9,237,39693,19930,4125.0
2022-03-02 12:00:00,1739,MIDA,31370,699,314,340,41191,21574,4859.0
2022-03-02 13:00:00,2132,MIDA,31191,892,2237,329,39809,20828,2898.0
2022-03-02 14:00:00,2217,MIDA,31138,961,2888,326,38760,18941,1486.0
2022-03-02 15:00:00,1743,MIDA,30578,966,3153,322,38651,18160,1453.0
2022-03-02 16:00:00,1531,MIDA,30670,851,3131,319,37164,17432,1309.0
2022-03-02 17:00:00,2050,MIDA,30643,993,3054,316,36402,17182,1274.0
2022-03-02 18:00:00,2078,MIDA,30530,988,3053,314,36203,17026,1380.0
2022-03-02 19:00:00,2482,MIDA,30558,912,3013,308,35071,16775,1328.0
2022-03-02 20:00:00,2556,MIDA,30393,988,2930,214,35006,16771,1338.0
2022-03-02 21:00:00,2262,MIDA,30371,883,2059,209,35017,16456,1825.0
2022-03-02 22:00:00,1753,MIDA,30373,731,339,214,36622,18238,2160.0
2022-03-02 23:00:00,1611,MIDA,30379,699,8,248,38935,20456,2862.0
2022-03-03 00:00:00,2371,MIDA,30374,691,8,248,39102,20602,2820.0
2022-03-03 01:00:00,4306,MIDA,30401,707,8,216,37575,19497,2053.0
2022-03-03 02:00:00,6279,MIDA,30392,702,9,215,34968,18276,1894.0
2022-03-03 03:00:00,7460,MIDA,30382,720,9,217,31834,16372,1330.0
2022-03-03 04:00:00,7439,MIDA,30381,718,9,218,30690,15421,1158.0
2022-03-03 05:00:00,2184,MIDA,31637,686,9,228,33138,17278,1229.0
2022-03-03 06:00:00,6370,MIDA,30398,722,9,222,30608,13988,1068.0
2022-03-03 07:00:00,6583,MIDA,30420,718,9,222,30093,13870,1080.0
2022-03-03 08:00:00,5974,MIDA,30419,722,4,221,31363,13851,1068.0
2022-03-03 09:00:00,5781,MIDA,30424,706,9,221,31783,14093,1170.0
2022-03-03 10:00:00,4930,MIDA,30416,724,9,224,35595,14908,1228.0
2022-03-03 11:00:00,4895,MIDA,30428,714,9,234,38509,17195,2525.0
2022-03-03 12:00:00,4823,MIDA,30422,741,401,338,40960,19294,2606.0
2022-03-03 13:00:00,4848,MIDA,30445,846,1669,334,39888,18895,2584.0
2022-03-03 14:00:00,4313,MIDA,30423,791,1963,337,39837,18524,2060.0
2022-03-03 15:00:00,3768,MIDA,30440,809,2214,390,39454,18507,1427.0
2022-03-03 16:00:00,3222,MIDA,30419,867,2739,330,38242,18486,1349.0
2022-03-03 17:00:00,3202,MIDA,30403,858,2928,328,36642,18098,1419.0
2022-03-03 18:00:00,2895,MIDA,30466,797,2530,325,36497,18666,1476.0
2022-03-03 19:00:00,3062,MIDA,30482,801,2439,324,36666,18244,1558.0
2022-03-03 20:00:00,3277,MIDA,30519,717,2166,325,36460,18020,1568.0
2022-03-03 21:00:00,3480,MIDA,30563,734,1285,324,38667,17564,1865.0
2022-03-03 22:00:00,3061,MIDA,30566,716,273,322,40962,18916,2839.0
2022-03-03 23:00:00,2887,MIDA,30598,716,8,322,42262,20536,4966.0
2022-03-04 00:00:00,2695,MIDA,30623,712,8,221,43546,21500,5307.0
2022-03-04 01:00:00,2396,MIDA,30696,707,8,225,43702,21563,4287.0
2022-03-04 02:00:00,1923,MIDA,30737,702,8,224,42931,21944,3406.0
2022-03-04 03:00:00,1671,MIDA,30765,716,8,222,41557,21794,1459.0
2022-03-04 04:00:00,1734,MIDA,30831,721,8,222,40262,19713,1416.0
2022-03-04 05:00:00,6769,MIDA,30409,722,9,222,31052,14560,1022.0
2022-03-04 06:00:00,1459,MIDA,30843,708,8,228,36948,17960,1348.0
2022-03-04 07:00:00,1400,MIDA,30851,703,8,233,36946,17844,1338.0
2022-03-04 08:00:00,1809,MIDA,30830,699,4,226,37437,17752,1639.0
2022-03-04 09:00:00,1860,MIDA,30874,711,8,243,38332,17665,1890.0
2022-03-04 10:00:00,1796,MIDA,30893,715,8,246,41600,18162,3776.0
2022-03-04 11:00:00,2135,MIDA,30919,708,8,273,44523,21230,5025.0
2022-03-04 12:00:00,2520,MIDA,30937,770,560,386,46063,23510,5206.0
2022-03-04 13:00:00,2494,MIDA,30958,875,2113,351,43952,22318,4920.0
2022-03-04 14:00:00,2322,MIDA,30974,1004,2977,335,42494,21185,3196.0
2022-03-04 15:00:00,2105,MIDA,30957,1002,3082,329,40793,21077,2172.0
2022-03-04 16:00:00,2136,MIDA,30959,987,3233,325,40171,19551,1788.0
2022-03-04 17:00:00,2538,MIDA,30955,924,3190,323,39376,18048,1507.0
2022-03-04 18:00:00,2994,MIDA,30944,995,3107,321,38202,17583,1370.0
2022-03-04 19:00:00,3693,MIDA,30899,1009,2998,320,38454,17086,1263.0
2022-03-04 20:00:00,4171,MIDA,30766,1014,2559,218,36299,16813,1419.0
2022-03-04 21:00:00,4283,MIDA,30681,904,1682,221,36479,16531,2056.0
2022-03-04 22:00:00,4447,MIDA,30588,728,306,216,39760,17092,2688.0
2022-03-04 23:00:00,4821,MIDA,30575,692,8,216,40924,18599,4130.0
2022-03-05 00:00:00,5692,MIDA,30538,694,8,215,40976,19994,2616.0
2022-03-05 01:00:00,6303,MIDA,30458,672,8,231,40210,19999,2341.0
2022-03-05 02:00:00,6437,MIDA,30385,684,8,232,39414,19366,1833.0
2022-03-05 03:00:00,6306,MIDA,30231,689,8,215,37702,17987,1373.0
2022-03-05 04:00:00,6021,MIDA,29979,669,8,217,35577,17028,1322.0
2022-03-05 05:00:00,1526,MIDA,30839,722,8,224,36584,18318,1389.0
2022-03-05 06:00:00,5950,MIDA,29811,672,8,220,33017,15319,1701.0
2022-03-05 07:00:00,5562,MIDA,29841,653,8,225,33259,15191,1225.0
2022-03-05 08:00:00,5552,MIDA,29916,653,4,221,32757,14970,1158.0
2022-03-05 09:00:00,5545,MIDA,30067,666,8,226,33269,14611,1180.0
2022-03-05 10:00:00,6043,MIDA,30126,663,8,226,33563,15494,1496.0
2022-03-05 11:00:00,6117,MIDA,30147,676,8,245,34599,15755,2287.0
2022-03-05 12:00:00,6196,MIDA,30158,713,276,243,35704,16373,2852.0
2022-03-05 13:00:00,6602,MIDA,30177,850,1248,225,35497,15489,2723.0
2022-03-05 14:00:00,6425,MIDA,30144,901,2079,226,35294,14948,2270.0
2022-03-05 15:00:00,6059,MIDA,30143,929,2020,224,34739,15514,1516.0
2022-03-05 16:00:00,6264,MIDA,30133,940,2284,224,32817,15210,1311.0
2022-03-05 17:00:00,6892,MIDA,30122,883,2332,220,30684,14506,1268.0
2022-03-05 18:00:00,7547,MIDA,30090,827,2066,221,30239,14002,1250.0
2022-03-05 19:00:00,7926,MIDA,30096,909,2056,221,29515,13494,1335.0
2022-03-05 20:00:00,8001,MIDA,30084,861,1774,220,29837,13267,1505.0
2022-03-05 21:00:00,7744,MIDA,30050,804,1460,218,30905,12505,1875.0
2022-03-05 22:00:00,7764,MIDA,30045,719,403,218,31269,13230,2398.0
2022-03-05 23:00:00,8298,MIDA,30046,668,17,218,32540,14631,2440.0
2022-03-06 00:00:00,8466,MIDA,30041,667,11,219,32971,15512,2273.0
2022-03-06 01:00:00,8581,MIDA,29828,665,11,224,31611,14872,1991.0
2022-03-06 02:00:00,8279,MIDA,29552,676,11,227,30411,14707,1757.0
2022-03-06 03:00:00,8396,MIDA,29292,678,11,228,29076,13417,1374.0
2022-03-06 04:00:00,8370,MIDA,28846,668,11,228,27256,13852,1327.0
2022-03-06 05:00:00,5879,MIDA,29819,664,8,217,34266,16163,1679.0
2022-03-06 06:00:00,7759,MIDA,28867,665,11,229,25324,12366,1272.0
2022-03-06 07:00:00,7603,MIDA,29098,662,11,232,23715,12214,1307.0
2022-03-06 08:00:00,7757,MIDA,29152,656,7,228,23055,12202,1328.0
2022-03-06 09:00:00,8021,MIDA,29317,668,11,233,22751,12339,1241.0
2022-03-06 10:00:00,7838,MIDA,29407,634,13,231,22804,12539,1268.0
2022-03-06 11:00:00,8236,MIDA,29425,646,11,229,24679,12454,1307.0
2022-03-06 12:00:00,8310,MIDA,29435,670,218,224,25787,12678,1336.0
2022-03-06 13:00:00,8329,MIDA,29540,700,927,228,26778,13213,1310.0
