country,year,month,coal,gas,oil,nuclear,hydro,solar,wind,other
Brazil,2019,4,1365.6263,2508.6459,1147.9574,995.7665,36733.6909,469.6213,2615.7078,3726.479
Brazil,2019,5,1183.4334,2453.9686,894.4501,721.3186,35699.5951,487.3687,3881.2429,5525.5272
Brazil,2019,6,597.4615,2572.4361,759.326,1335.5106,30683.0896,492.8294,5187.0816,5596.4755
Brazil,2019,7,2245.4049,4652.7766,749.7597,1401.827,28529.7924,536.5151,5187.0816,5848.1734
Brazil,2019,8,2161.6946,6295.6988,707.907,1412.0295,26358.4726,604.774,6484.8596,6270.4851
Brazil,2019,9,2143.6394,6149.8927,723.4523,1412.0295,27379.1357,604.774,6484.8596,6262.0389
Brazil,2019,10,2238.8393,6938.8078,785.6333,1367.1384,30078.6467,686.6847,6116.0811,5910.6755
Brazil,2019,11,2360.3013,6777.3797,756.9344,1358.9764,30049.3816,651.19,5243.5067,4772.123
Brazil,2019,12,2440.1081,6511.5236,794.3297,1383.6041,32946.6551,674.0808,5147.9519,2909.4272
Brazil,2020,1,2683.9474,6526.335,1014.9717,1089.2059,36956.1907,788.6461,2797.0634,1484.0769
Brazil,2020,2,1496.8335,3847.7307,756.4272,888.5149,37240.5401,772.3487,2787.2578,1291.8302
Brazil,2020,3,956.4316,3010.6733,768.3186,1200.1704,39386.7526,836.1294,2249.8303,2012.4012
Brazil,2020,4,298.8986,2404.4698,659.7081,1269.9597,31326.7162,870.1424,3085.6029,4649.6297
Brazil,2020,5,713.5615,2323.2804,314.9514,1390.1512,30497.6201,874.69,3832.9058,6218.2886
Brazil,2020,6,916.7863,2827.1899,287.6517,973.2323,29289.5855,879.4068,4961.8903,6328.8307
Brazil,2020,7,769.5507,2609.0824,291.1318,444.3053,31796.6665,952.7971,5884.7803,6736.2865
Brazil,2020,8,779.569,2818.3184,284.9058,824.2621,31137.4458,999.3519,6891.5569,6471.4498
Brazil,2020,9,628.038,2568.6678,291.5416,1267.6905,32697.3732,1039.5393,6853.5926,6439.2447
Brazil,2020,10,2277.1707,6355.9943,1438.2426,1302.743,31850.4268,924.1287,5903.546,6191.365
Brazil,2020,11,2260.7924,7492.9317,2224.7851,1262.7709,28375.3961,830.079,5374.8161,5004.1323
Brazil,2020,12,2704.8435,7471.4063,1759.1846,1296.436,31809.2303,875.0507,5857.3575,2389.6765
Brazil,2021,1,2443.4282,7237.8925,2880.006,1291.8004,31829.599,937.3219,5611.7188,1401.7468
Brazil,2021,2,1922.2842,4731.1975,938.6606,1165.1935,32143.2466,745.8354,3638.5202,1280.8913
Brazil,2021,3,1173.8256,5211.7464,635.5746,1287.6022,37273.0747,997.87,4020.7929,1875.485
Brazil,2021,4,1115.2205,5209.2158,440.9489,1038.0908,32228.4212,967.1385,4521.4877,4240.4015
Brazil,2021,5,1601.2981,5324.3576,635.5746,1007.2869,30429.9865,1010.5242,5328.8962,6344.5553
Brazil,2021,6,2409.7037,7148.9117,3846.8987,545.2287,25807.6852,1041.2557,5869.1998,6184.086
Brazil,2021,7,2371.7827,8438.2464,3612.7396,747.5075,23646.8134,1088.2568,7246.3645,6902.1862
Brazil,2021,8,2757.8869,8383.8388,4810.9041,1406.7105,22419.0453,1155.143,8200.0206,6837.9984
Brazil,2021,9,2557.9401,7982.7405,4899.0939,1364.6119,22818.8066,1494.9973,7856.745,6332.5201
Brazil,2021,10,2632.0583,9163.2599,5306.5914,1332.7812,23349.2024,1457.0349,7291.0512,4932.4254
Brazil,2021,11,2323.5197,8400.2876,4169.2475,1243.45,26930.3563,1435.342,5907.7929,3285.6091
Brazil,2021,12,1751.2582,7194.4623,1590.4569,1395.4158,32226.4567,1372.0713,6007.3225,1817.3149
Brazil,2022,1,1045.938,5959.6056,941.4655,1388.8019,36881.7014,1495.7477,4603.7226,1382.4041
Brazil,2022,2,784.7788,3571.5176,733.1297,1183.5008,35679.1084,1473.319,4534.5761,1092.6819
Brazil,2022,3,877.3528,2767.1982,745.0515,1380.0138,39740.3974,1630.5775,5356.3176,1538.4995
Brazil,2022,4,372.3147,1377.9053,261.5283,1346.1296,36203.4431,1598.0383,5069.9161,3183.3099
Bulgaria,2015,1,2067.999,171.155,16.711,1446.0,615.054,66.665,123.918,24.975
Bulgaria,2015,2,1604.796,132.819,12.968,1310.0,624.886,83.919,132.0,19.381
Bulgaria,2015,3,1462.553,121.046,11.819,1460.0,811.697,112.84,134.155,17.663
Bulgaria,2015,4,1538.234,127.31,12.43,921.0,668.584,119.212,160.016,18.577
Bulgaria,2015,5,1161.654,96.143,9.387,958.0,576.818,142.839,128.767,14.029
Bulgaria,2015,6,1211.804,100.293,9.793,1363.0,542.952,159.015,143.314,14.635
Bulgaria,2015,7,1519.086,125.725,12.276,1397.0,618.331,172.348,128.229,18.346
Bulgaria,2015,8,1690.507,139.912,13.661,1299.0,328.83,163.623,137.927,20.416
Bulgaria,2015,9,1751.599,144.968,14.155,743.0,345.217,128.82,117.453,21.154
Bulgaria,2015,10,1730.627,143.233,13.985,787.0,367.066,100.095,102.367,20.901
Bulgaria,2015,11,1577.442,130.555,12.747,1395.0,206.475,72.939,93.208,19.051
Bulgaria,2015,12,2009.643,166.325,16.24,1449.0,320.09,60.685,50.645,24.271
Bulgaria,2016,1,1944.004,206.106,31.925,1453.805,422.989,66.809,125.216,35.439
Bulgaria,2016,2,1294.53,137.248,21.259,1322.823,394.097,84.101,126.821,23.599
Bulgaria,2016,3,1101.897,116.825,18.096,1403.812,449.571,113.085,119.865,20.087
Bulgaria,2016,4,1068.318,113.265,17.544,846.887,426.456,119.471,131.102,19.475
Bulgaria,2016,5,979.071,103.803,16.079,1055.859,488.865,143.149,125.751,17.848
Bulgaria,2016,6,962.282,102.023,15.803,1388.814,505.045,159.36,131.637,17.542
Bulgaria,2016,7,1192.028,126.381,19.576,1387.814,422.989,172.722,124.146,21.73
Bulgaria,2016,8,1230.908,130.503,20.214,1424.809,290.083,163.978,154.112,22.439
Bulgaria,2016,9,1320.155,139.965,21.68,1324.823,225.363,129.099,97.925,24.066
Bulgaria,2016,10,1835.316,194.583,30.14,715.904,349.024,100.312,94.179,33.457
Bulgaria,2016,11,1715.141,181.842,28.166,1160.845,229.986,73.097,87.758,31.267
Bulgaria,2016,12,1933.4,204.982,31.751,1445.806,330.533,60.816,106.487,35.245
Bulgaria,2017,1,1997.646,259.983,31.746,1447.545,346.571,44.847,171.072,21.937
Bulgaria,2017,2,1604.951,212.028,19.967,1311.012,223.948,93.53,123.319,20.49
Bulgaria,2017,3,1369.794,195.454,18.373,1452.532,287.977,125.511,167.447,23.632
Bulgaria,2017,4,1251.661,133.103,24.985,1155.655,305.177,153.333,111.613,30.042
Bulgaria,2017,5,1469.393,105.084,31.303,713.35,341.83,160.949,94.812,32.563
Bulgaria,2017,6,1099.72,86.347,32.523,1155.032,447.8,166.77,82.341,30.993
Bulgaria,2017,7,1311.634,83.684,37.166,1374.42,324.527,173.526,114.394,30.454
Bulgaria,2017,8,1389.925,8.831,38.566,1404.488,260.87,175.274,125.447,29.457
Bulgaria,2017,9,1562.057,72.268,30.975,991.449,149.931,125.956,139.611,30.534
Bulgaria,2017,10,1645.912,114.78,29.854,831.264,205.617,102.789,142.087,27.945
Bulgaria,2017,11,1664.744,173.692,18.909,1396.07,251.577,38.419,88.224,29.486
Bulgaria,2017,12,1538.648,200.723,28.749,1485.55,308.031,41.861,143.698,31.496
Bulgaria,2018,1,1483.096,188.9836,26.8298,1492.9792,264.4641,78.4899,130.919,103.3643
Bulgaria,2018,2,1333.441,192.729,15.086,1348.0652,367.4442,56.9598,151.1563,100.5328
Bulgaria,2018,3,1208.3179,191.4524,18.1657,1489.1982,630.9544,44.0918,123.7611,105.4466
Bulgaria,2018,4,730.2562,129.4947,18.0666,1117.4231,623.9492,77.9639,112.7341,111.4923
Bulgaria,2018,5,1007.8922,114.1243,25.404,735.7791,530.6259,180.6823,111.607,125.1957
Bulgaria,2018,6,1109.7192,90.2483,23.0253,1393.2872,378.8999,161.3065,67.327,97.9316
Bulgaria,2018,7,1097.3906,100.247,28.131,1443.4892,573.5911,168.743,58.6028,103.7211
Bulgaria,2018,8,1275.2496,88.3222,34.1972,1438.7572,496.8619,189.9902,89.7041,116.432
Bulgaria,2018,9,1474.7573,89.6164,28.7853,995.2661,372.9644,152.4655,101.3701,115.673
Bulgaria,2018,10,1680.2614,128.1663,27.7213,936.7331,300.3374,123.7277,130.9886,119.5749
Bulgaria,2018,11,1749.6561,188.4938,20.4604,1423.2252,371.9297,52.7296,116.3578,103.7113
Bulgaria,2018,12,1839.3769,226.4304,23.7186,1477.0012,453.3642,55.6247,123.5952,144.8086
Bulgaria,2019,1,1816.1108,239.3006,21.1512,1486.3611,267.7356,55.0751,157.9348,165.1345
Bulgaria,2019,2,1460.1041,227.4557,17.0291,1352.1431,328.3248,85.0083,169.2619,138.3223
Bulgaria,2019,3,1214.8018,207.3444,14.4517,1495.8971,296.2809,141.161,133.1319,115.0144
Bulgaria,2019,4,1081.0306,181.6729,34.2462,1431.4201,281.8727,132.83,85.0592,79.8371
Bulgaria,2019,5,1124.4086,121.7091,25.6171,750.235,373.2291,152.6954,91.2744,105.3948
Bulgaria,2019,6,695.9652,89.4081,29.1176,1215.8301,459.3817,159.2166,83.9819,90.9881
Bulgaria,2019,7,1049.856,95.6569,36.5321,1440.7861,275.6334,167.6944,56.6565,149.1911
Bulgaria,2019,8,1098.8391,91.8987,31.2291,1462.8721,251.7862,174.1224,89.4066,156.6618
Bulgaria,2019,9,1175.007,91.48,28.0325,1193.3531,165.6109,140.9423,87.3418,116.5575
Bulgaria,2019,10,1457.1605,113.4379,27.1344,918.5281,181.5787,123.9693,60.4602,169.1578
Bulgaria,2019,11,1288.6119,159.2216,22.306,1432.1841,208.7429,50.9592,145.2336,129.2814
Bulgaria,2019,12,1304.8677,227.071,25.439,1532.8361,258.6662,58.794,157.2452,145.4176
Bulgaria,2020,1,1220.6013,246.6209,22.7167,1532.5291,146.4975,85.1773,167.5441,160.9123
Bulgaria,2020,2,1288.7339,211.3111,25.1293,1433.0631,155.0581,94.8182,176.1384,37.5518
Bulgaria,2020,3,1134.4897,202.9855,26.937,1514.3791,325.7833,115.3861,188.8048,45.097
Bulgaria,2020,4,926.7376,125.9203,22.937,941.9241,438.2252,155.7576,127.0454,35.6325
Bulgaria,2020,5,772.3632,85.0106,13.0744,886.0701,411.6593,151.5006,123.9815,41.9515
Bulgaria,2020,6,678.7898,82.8834,10.8832,1451.8061,371.3916,155.7506,68.6797,70.8357
Bulgaria,2020,7,794.8271,80.0294,26.5881,1494.9021,294.3948,177.6898,71.184,131.5608
Bulgaria,2020,8,798.3901,103.3953,27.074,1482.8251,234.3304,169.0385,78.4981,141.8548
Bulgaria,2020,9,865.5642,99.0912,26.4571,1195.3891,193.0382,152.0285,106.8061,185.6998
Bulgaria,2020,10,987.5017,179.3332,24.0528,920.0591,198.686,110.9047,92.4367,193.2249
Bulgaria,2020,11,964.8581,253.0358,17.5853,1446.3931,234.1658,78.27,112.4832,208.7826
Bulgaria,2020,12,1080.7801,280.6943,10.832,1487.9281,283.7407,34.5339,163.5288,192.7018
Bulgaria,2021,1,1058.3709,317.2673,17.0506,1457.3991,544.9921,61.9,173.741,154.0087
Bulgaria,2021,2,880.3864,281.7152,20.647,1354.8241,519.7241,90.8236,130.629,155.5659
Bulgaria,2021,3,1074.3136,306.4344,29.4426,1510.1191,503.6318,121.6114,161.828,196.8824
Bulgaria,2021,4,1220.7702,183.9859,19.78,1090.0981,591.681,144.0574,80.5208,184.2321
Bulgaria,2021,5,1027.5969,183.3595,26.4714,781.924,592.1248,173.1824,103.0516,143.4242
Bulgaria,2021,6,489.6713,149.3005,27.8373,1410.0211,506.5628,154.4875,86.3908,160.0941
Bulgaria,2021,7,968.7767,246.8852,17.5793,1459.9861,323.4828,192.2127,84.8079,212.2456
Bulgaria,2021,8,1227.045,168.3652,19.7384,1466.3821,237.5291,185.8372,65.1991,211.5392
Bulgaria,2021,9,1419.4007,183.1613,28.3804,1364.4661,192.1957,140.5476,95.3448,226.1355
Bulgaria,2021,10,1855.8104,148.4635,22.0093,753.933,257.8305,98.4252,120.9535,268.9544
Bulgaria,2021,11,964.8581,253.0358,17.5853,1446.3931,234.1658,78.27,112.4832,208.7826
Bulgaria,2021,12,1789.3913,243.4153,46.5408,1534.7171,447.7515,55.6206,206.2121,225.7667
Bulgaria,2022,1,1889.3458,302.8247,41.1987,1539.1811,409.3707,90.4781,219.0754,200.6796
Bulgaria,2022,2,1717.8745,196.4911,32.9901,1389.4311,272.2355,108.9135,143.6452,205.9188
Bulgaria,2022,3,1960.9083,191.4926,49.3965,1535.5521,367.4028,154.9633,203.0642,214.005
Bulgaria,2022,4,1421.4082,151.5186,35.1265,1274.9451,353.0968,182.8893,138.9484,193.5513
Canada,2010,1,7356.445,4762.961,771.15,7704.885,37885.199,1.898,631.406,962.833
Canada,2010,2,6394.323,4140.031,670.294,7089.404,33436.818,6.657,453.208,837.4540000000001
Canada,2010,3,6337.02,4102.93,664.287,7395.704,32408.928,15.724,667.448,830.505
Canada,2010,4,5457.25,3533.319,572.064,6176.691,28243.738,24.184,725.951,715.4280000000001
Canada,2010,5,5903.746,3822.405,618.869,5613.775,26455.244,33.987,674.533,774.048
Canada,2010,6,5896.489,3817.707,618.108,6456.88,25557.587,38.111,556.542,772.9060000000001
Canada,2010,7,6620.118,4286.224,693.963,6954.949,26557.129,35.355,554.551,867.417
Canada,2010,8,6502.797,4210.263,681.665,7451.587,24640.318,33.648,513.62,852.254
Canada,2010,9,5554.932,3596.564,582.304,7578.597,22308.637,28.525,803.966,728.259
Canada,2010,10,5628.324,3644.082,589.997,7532.945,25212.339,14.618,1023.757,737.375
Canada,2010,11,6135.727,3972.602,643.186,6981.322,29430.433,12.965,1016.929,803.5649999999999
Canada,2010,12,6550.07,4240.87,686.621,8590.261,35844.63,7.328,1015.091,858.088
Canada,2011,1,7404.347,5726.486,701.447,8590.059,37750.351,7.373,766.862,1007.3240000000001
Canada,2011,2,6166.744,4769.329,584.203,7115.396,33857.53,17.359,913.153,839.093
Canada,2011,3,6388.569,4940.888,605.218,7587.31,34765.761,18.85,837.349,869.38
Canada,2011,4,5302.177,4100.677,502.299,7053.701,29964.46,28.411,938.943,722.2769999999999
Canada,2011,5,4974.331,3847.123,471.241,7243.686,29283.494,35.557,766.669,677.435
Canada,2011,6,4935.445,3817.048,467.557,6847.555,27486.104,44.162,622.542,672.2929999999999
Canada,2011,7,6117.006,4730.862,579.491,7663.824,29520.863,66.561,549.69,832.911
Canada,2011,8,5855.655,4528.735,554.732,8086.406,28839.322,66.561,515.908,796.032
Canada,2011,9,5447.785,4213.29,516.093,7420.332,26165.111,68.589,716.813,741.1880000000001
Canada,2011,10,5635.611,4358.554,533.887,7070.901,27791.908,96.053,946.429,766.824
Canada,2011,11,5943.906,4596.988,563.093,6177.233,30409.884,68.025,1269.839,807.95
Canada,2011,12,6079.004,4701.472,575.891,7434.596,36242.212,48.497,1241.804,826.954
Canada,2012,1,5784.79,5509.317,654.521,7460.256,38120.679,31.95,1306.437,910.148
Canada,2012,2,5489.147,5227.753,621.07,6579.938,33675.358,40.791,983.838,863.56
Canada,2012,3,5374.419,5118.489,608.089,7228.45,32760.625,67.929,1178.972,845.505
Canada,2012,4,4550.835,4334.124,514.905,6646.078,29914.176,90.871,993.25,716.304
Canada,2012,5,4364.35,4156.519,493.805,7294.907,29269.546,100.702,817.749,687.558
Canada,2012,6,4279.032,4075.264,484.152,7568.822,27886.301,111.648,753.76,674.6569999999999
Canada,2012,7,4868.485,4636.647,550.845,8215.554,30472.381,112.423,508.204,766.677
Canada,2012,8,5050.745,4810.228,571.467,7517.672,30095.705,101.985,572.12,795.385
Canada,2012,9,4731.332,4506.026,535.327,6636.552,26998.864,95.27,767.995,745.385
Canada,2012,10,4923.867,4689.392,557.112,7762.343,29657.763,54.882,1176.21,775.1
Canada,2012,11,5083.327,4841.258,575.154,8311.902,32374.228,37.715,1022.274,800.4259999999999
Canada,2012,12,5690.054,5419.093,643.802,8269.524,35349.374,25.833,1117.191,895.787
Canada,2013,1,5876.714,5286.342,696.389,8524.017,39056.621,48.509,2178.274,891.124
Canada,2013,2,5297.512,4765.326,627.754,7289.012,35068.524,60.677,1676.924,803.369
Canada,2013,3,5392.282,4850.576,638.984,7356.961,35820.377,101.577,1488.343,818.083
Canada,2013,4,4783.191,4302.674,566.807,7348.024,30703.256,116.72,1751.585,725.8489999999999
Canada,2013,5,4470.874,4021.732,529.797,7342.267,29549.265,181.77,1440.684,678.953
Canada,2013,6,4384.606,3944.13,519.575,7989.343,28888.708,180.372,992.951,663.597
Canada,2013,7,5110.399,4597.011,605.581,8907.856,29820.38,182.061,876.276,773.52
Canada,2013,8,4897.054,4405.098,580.3,8902.742,29698.606,185.995,812.533,740.68
Canada,2013,9,4551.033,4093.838,539.296,8256.46,27248.667,167.592,1222.529,688.345
Canada,2013,10,4938.49,4442.372,585.21,8184.837,29326.207,138.97,1490.613,746.948
Canada,2013,11,5271.484,4741.914,624.67,8526.897,33641.612,76.778,2076.87,797.75
Canada,2013,12,5951.18,5353.327,705.213,8955.583,39158.778,42.979,1777.417,901.674
Canada,2014,1,6020.05,5268.836,709.16,8712.191,39603.422,80.08,2835.394,1146.1570000000002
Canada,2014,2,5397.554,4724.018,635.83,7549.212,35546.999,111.977,1897.383,1027.618
Canada,2014,3,5729.316,5014.381,674.911,8458.506,36221.215,183.893,2181.5,1091.308
Canada,2014,4,4903.063,4291.232,577.579,7419.318,30521.887,207.267,2173.223,933.764
Canada,2014,5,4659.706,4078.242,548.912,7511.212,28771.508,219.196,1391.316,887.841
Canada,2014,6,4523.611,3959.13,532.88,7973.0,27527.939,265.56,1223.793,861.9359999999999
Canada,2014,7,4865.771,4258.594,573.186,8808.898,28587.646,250.383,1331.35,925.765
Canada,2014,8,4961.859,4342.692,584.505,9099.424,28960.758,250.843,1062.682,945.186
Canada,2014,9,4661.424,4079.746,549.114,9039.668,26644.126,213.678,1518.817,887.9630000000001
Canada,2014,10,4855.289,4249.42,571.951,8613.18,26768.625,162.456,2185.688,924.532
Canada,2014,11,5363.445,4694.165,631.812,8829.94,32259.771,94.589,2321.031,1019.831
Canada,2014,12,5679.294,4970.601,669.019,9193.45,37372.103,59.077,2192.823,1079.888
Canada,2015,1,5563.895,5795.578,709.216,8963.276,40501.693,124.655,3185.05,821.202
Canada,2015,2,5246.462,5464.927,668.754,8110.699,36579.085,160.157,2260.944,774.351
Canada,2015,3,5148.573,5362.962,656.276,9012.001,35628.257,134.433,2792.32,759.903
Canada,2015,4,4439.278,4624.132,565.864,7554.203,30969.789,282.796,2514.503,656.739
Canada,2015,5,4100.678,4271.433,522.703,7796.21,28382.077,322.617,1848.533,606.839
Canada,2015,6,4322.056,4502.028,550.922,7893.467,27781.859,318.221,1418.916,639.846
Canada,2015,7,4690.924,4886.256,597.941,8689.314,28733.473,350.146,1316.674,693.218
Canada,2015,8,4927.083,5132.249,628.043,8472.935,28252.546,348.772,1443.603,727.234
Canada,2015,9,4568.409,4758.64,582.324,6800.271,27599.94,305.453,1865.747,676.048
Canada,2015,10,4745.015,4942.6,604.836,6174.085,28711.593,233.32,2742.335,701.85
Canada,2015,11,4857.454,5059.721,619.168,8248.472,30666.843,191.329,2674.069,718.896
Canada,2015,12,5301.875,5522.648,675.817,8331.068,34674.844,94.103,2634.306,784.3439999999999
Canada,2016,1,5602.534,5566.323,716.925,8924.23,38776.567,140.773,3293.311,872.425
Canada,2016,2,4787.889,4756.944,612.679,8277.957,35278.061,180.096,3036.807,746.294
Canada,2016,3,4980.014,4947.827,637.264,8187.76,34515.15,241.97,2582.123,776.288
Canada,2016,4,4374.011,4345.74,559.718,6893.591,30243.762,345.13,2403.123,681.9580000000001
Canada,2016,5,4235.728,4208.352,542.022,6099.5,29258.92,502.6,2329.164,660.46
Canada,2016,6,4322.227,4294.291,553.091,7534.79,28374.747,530.325,2256.67,673.408
Canada,2016,7,4976.661,4944.496,636.835,8695.721,29403.124,502.229,1830.781,775.0200000000001
Canada,2016,8,5278.031,5243.918,675.4,8534.664,29489.333,496.918,1693.044,822.65
Canada,2016,9,4553.081,4523.653,582.632,8132.921,27102.967,417.993,2087.584,709.408
Canada,2016,10,4631.992,4602.054,592.73,8109.45,28634.703,305.992,2523.446,721.3629999999999
Canada,2016,11,4798.016,4767.004,613.975,7960.042,32045.534,230.383,2991.938,747.749
Canada,2016,12,5502.741,5467.175,704.155,8336.374,38565.13,97.59,3595.008,857.062
Canada,2017,1,5370.155,4846.935,523.31,8854.401,40044.254,93.487,2948.871,1021.818
Canada,2017,2,4806.98,4338.63,468.429,7259.867,35074.051,162.481,2922.738,914.678
Canada,2017,3,5027.634,4537.786,489.932,7782.541,37764.886,312.181,2998.713,955.453
Canada,2017,4,4210.268,3800.056,410.281,6959.768,31193.736,332.995,2568.728,799.757
Canada,2017,5,4055.392,3660.271,395.189,7411.334,29334.42,363.028,2431.451,770.76
Canada,2017,6,3806.427,3435.562,370.928,8132.128,28514.03,399.778,2215.854,724.3710000000001
Canada,2017,7,4618.741,4168.732,450.086,8804.319,30491.965,447.688,1661.43,877.8340000000001
Canada,2017,8,4844.486,4372.482,472.084,8336.653,30502.6,453.059,1729.825,920.23
Canada,2017,9,4498.015,4059.769,438.321,7517.619,28556.846,430.678,1857.755,854.416
Canada,2017,10,4312.938,3892.723,420.286,7917.298,26976.81,296.759,3255.361,819.285
Canada,2017,11,4979.249,4494.116,485.217,7930.164,32781.154,155.881,3282.482,945.829
Canada,2017,12,5540.439,5000.627,539.903,8658.909,39516.248,89.986,3324.792,1052.429
Canada,2018,1,4301.0542,6082.7295,560.2695,8503.9697,39588.7833,98.8976,3834.7101,954.04
Canada,2018,2,3675.6372,5198.2389,478.8006,7252.6481,34308.5232,143.6931,3151.4374,817.0627999999999
Canada,2018,3,3755.0103,5310.4916,489.14,8059.1636,35106.8109,311.3962,2785.6002,834.6156
Canada,2018,4,3271.8509,4627.1874,426.2021,6917.2836,30511.4267,330.1743,2771.7513,727.8086
Canada,2018,5,3044.0176,4304.9762,396.5238,7138.6638,29229.7453,472.4121,2455.5505,677.1456999999999
Canada,2018,6,2988.2904,4226.1645,389.2646,7658.3741,28000.1258,491.2124,2232.7662,664.4540999999999
Canada,2018,7,3919.3478,5542.9045,510.5472,8511.2591,30296.6595,516.8446,1952.5942,871.1416
Canada,2018,8,4041.465,5715.6077,526.4546,8479.7875,29480.6199,537.7155,1790.7244,897.9094
Canada,2018,9,3634.6786,5140.3135,473.4652,7882.0051,26166.9882,368.46,2141.9328,807.6129000000001
Canada,2018,10,3395.0987,4801.4896,442.2568,8331.7248,28909.0308,241.5631,2977.2093,755.2328
Canada,2018,11,3729.541,5274.4718,485.8223,7991.9507,33135.9652,142.415,3393.8681,828.6001
Canada,2018,12,4080.9666,5771.4726,531.6002,8303.17,37395.3213,104.2162,3365.8556,906.9193
Canada,2019,1,3832.1136,6063.0757,497.801,8549.0391,39854.0,141.4522,3681.5025,975.6901
Canada,2019,2,3792.5451,6000.4713,492.661,6760.4199,36316.6541,167.4302,3096.848,964.6657
Canada,2019,3,3886.2808,6148.7777,504.8375,7036.5991,34351.9293,352.7881,3452.4306,988.5484
Canada,2019,4,2992.1887,4734.1672,388.6927,6653.3732,29239.959,391.2399,3098.2496,761.0883
Canada,2019,5,2867.6489,4537.1234,372.5147,7242.1256,28521.637,465.7299,2014.0628,729.4106
Canada,2019,6,2652.7572,4197.127,344.5997,8614.0819,26458.7394,520.6486,1838.6632,674.7511
Canada,2019,7,3537.8601,5597.515,459.5768,8848.4573,28918.8192,558.3915,1777.9228,899.8844
Canada,2019,8,3304.467,5228.2462,429.2584,9017.8138,28058.9099,516.2714,1740.4929,840.5189
Canada,2019,9,3060.9272,4842.9236,397.622,8200.202,25792.8609,398.5468,2216.0788,778.5725
Canada,2019,10,3166.7847,5010.4087,411.3732,8395.4525,26922.0668,252.9416,2707.1108,805.4983
Canada,2019,11,3437.6899,5439.0283,446.5644,7626.4776,33767.6805,158.2142,3163.863,874.4053
Canada,2019,12,3621.2591,5729.4669,470.4105,8524.9581,37778.744,115.3456,3545.7752,921.0977
Canada,2020,1,3668.484,5804.185,476.5451,8898.2571,38623.2552,114.6828,2826.3789,933.1097
Canada,2020,2,3359.9001,5315.9511,436.4593,7438.5671,36015.3218,200.4992,3489.2503,854.6188
Canada,2020,3,3293.4603,5210.8318,427.8286,7938.7127,35148.4065,354.6989,3334.1994,837.7193
Canada,2020,4,2703.1926,4276.9247,351.1514,7538.7028,28941.7401,402.2332,3005.6935,687.5797
Canada,2020,5,2380.5328,3766.4203,309.2371,7481.0169,28328.3589,476.1989,2760.7782,605.5085
Canada,2020,6,2571.6971,4068.8758,334.0698,7954.6517,28123.1863,551.6287,2271.8062,654.1328
Canada,2020,7,3100.8386,4906.0704,402.8066,9057.2417,31164.6625,568.0543,1851.3228,788.7243
Canada,2020,8,3229.9345,5110.3227,419.5765,8198.283,29520.4114,489.202,2305.3842,821.561
Canada,2020,9,2926.9143,4630.8917,380.2134,6702.455,26080.9804,444.8446,2859.5804,744.4852
Canada,2020,10,3081.0555,4874.7702,400.2367,6955.1664,29379.6974,282.8088,3042.0362,783.6924
Canada,2020,11,3170.8905,5016.9048,411.9065,7164.1938,31331.2563,230.7225,4030.7928,806.5426
Canada,2020,12,3465.8212,5483.537,450.2188,7324.3584,38277.7011,122.026,3964.1463,881.5607
Canada,2021,1,3251.582,6088.1991,422.9563,7635.9665,40087.8427,165.2098,2913.0831,849.1093
Canada,2021,2,3381.5147,6331.4825,439.8576,6102.8514,36436.0364,265.7891,3041.7788,883.0395
Canada,2021,3,2956.4414,5535.5836,384.5653,6603.0762,35452.3459,495.1459,4282.8621,772.037
Canada,2021,4,2541.4986,4758.6526,330.5907,6913.7403,29828.7926,544.533,2900.649,663.68
Canada,2021,5,2567.6499,4807.6179,333.9924,7555.0925,29007.8326,614.4649,2523.1433,670.5091
Canada,2021,6,2957.8033,5538.1336,384.7425,7905.9672,28154.7401,561.2119,2572.6745,772.3927
Canada,2021,7,3018.4691,5651.723,392.6337,8214.7217,29350.1923,526.1703,1897.4536,788.2348
Canada,2021,8,3506.1666,6564.8784,456.072,8069.373,28188.2703,565.1394,1937.7725,915.5908
Canada,2021,9,2795.461,5234.1669,363.6254,7627.2709,25620.2118,567.9003,2789.7714,729.999
Canada,2021,10,3125.7465,5852.5871,406.588,6987.7975,27629.0075,367.6153,2846.1726,816.2489
Canada,2021,11,3259.3827,6102.8051,423.971,6435.443,30235.8165,298.0549,3815.668,851.1463
Canada,2021,12,3612.5825,6764.1294,469.9142,7310.9406,37166.6796,143.726,3685.7578,943.3799
Canada,2022,1,3781.8162,7080.9992,491.9277,8094.151,40191.7086,196.1372,3851.0475,987.5731
Canada,2022,2,3093.961,5793.0727,402.4535,7006.1035,34920.3795,263.6741,3647.7821,807.9485
Canada,2022,3,3042.3062,5696.355,395.7343,7048.5507,35391.8195,413.1999,3706.1099,794.4595
Canada,2022,4,2564.7185,4802.1292,333.6111,6680.4337,31149.6135,534.7982,3340.8224,669.7436
Chile,2010,1,1287.305,645.119,382.032,0.0,2277.808,0.0,21.126,157.687
Chile,2010,2,1200.646,384.781,884.171,0.0,1741.263,0.0,15.111,160.646
Chile,2010,3,1263.893,946.21,507.07,0.0,1580.975,0.0,14.935,148.919
Chile,2010,4,1154.644,745.274,748.172,0.0,1740.416,0.0,20.359,152.826
Chile,2010,5,1500.755,866.73,348.969,0.0,1839.581,0.0,15.092,149.268
Chile,2010,6,1484.813,819.433,752.733,0.0,1649.965,0.0,18.945,156.426
