year,month,day,hour,Coal,Natural gas,Nuclear,Petroleum,Other,Solar,Hydro,Wind
2019,4,26,13,83223.45702,148392.419,83745.16164,2504.982485,7994.641466,22951.69165,44198.15325,44377.68585
2019,4,26,14,83352.65013,151077.8944,83968.33383,2626.992898,8008.28036,22301.61315,44944.36413,44877.83053
2019,4,26,15,83185.03214,153657.5498,84072.18839,2668.994672,7958.350678,21216.01372,44575.55637,46003.12005
2019,4,26,16,82808.82204,155867.8954,84128.14194,2679.644043,7981.005991,18829.55392,45687.60354,47732.91023
2019,4,26,17,81728.78464,155253.9979,84191.21308,2666.067685,7965.112946,13190.63308,46968.82469,49901.32905
2019,4,26,18,81052.24822,155351.1903,84244.22001,2695.496934,8064.617779,6206.973397,74654.81309,50780.20664
2019,4,26,19,81308.82425,153737.9684,84291.23121,2649.56178,7891.775919,1640.604792,50279.19316,49796.77275
2019,4,26,20,81864.41005,149623.5769,84308.03002,2736.931009,7332.256921,426.8741874,50102.08333,50447.75246
2019,4,26,21,80272.50413,136426.7335,83384.68165,2381.303145,7102.540043,380.0881262,46802.2207,52997.48835
2019,4,26,22,75873.16441,120738.5117,83321.33367,1998.284416,7129.385763,364.6191182,43994.98671,54035.49212
2019,4,26,23,70043.50987,105794.3359,83208.78175,1947.11688,6854.665243,352.3164627,40100.53755,54936.0023
2019,4,27,0,68433.10024,97237.90526,83983.44063,1944.927755,6982.928479,344.7830358,36820.12118,54569.41437
2019,4,27,1,65234.97965,90314.35693,83980.74501,1810.149647,6929.239459,199.2169642,34656.99459,54194.23273
2019,4,27,2,63255.62921,86605.96051,83988.14584,1789.297454,6785.508348,148,32623.31903,52275.45288
2019,4,27,3,63226.30558,85214.38572,84237.43728,1794.58386,6577.067027,142.0644189,31961.59061,50625.4119
2019,4,27,4,63134.35066,85445.83216,84455.91649,1804.529575,6500.491131,138.1288379,32630.44978,51481.5323
2019,4,27,5,64003.43769,85569.10233,84601.68022,1857.938257,6696.798317,148.997382,35388.56723,52850.08519
2019,4,27,6,65750.59515,88920.29827,84737.92729,1906.505733,6726.12724,3065.20352,36492.87868,54382.49796
2019,4,27,7,67535.25806,94931.18047,84699.86788,2070.498805,6985.762628,9687.048227,36498.30744,54671.90979
2019,4,27,8,69857.46479,98958.81464,84429.16135,2383.251218,6913.783333,16769.22816,35982.84839,54998.2971
2019,4,27,9,73329.17505,102179.883,84289.67758,2445.006577,6941.394141,19960.39007,36248.00309,55072.87727
2019,4,27,10,73103.6385,105308.6191,84231.70044,2439.511041,6932.379857,22037.21931,36116.13148,54889.9146
2019,4,27,11,74009.71558,109459.7117,84354.01848,2437.80577,7131.465014,22431.0698,36268.96309,54309.06939
2019,4,27,12,73166.76168,114098.7754,84608.1288,2448.127164,7309.649307,22704.69013,37098.98565,54011.23937
2019,4,27,13,73039.40486,119759.7789,84822.59643,2522.690519,7421.831303,22909.91672,36516.28412,52255.71181
2019,4,27,14,72117.24251,125659.3015,84992.80372,2546.596039,7487.801445,22468.60234,37072.26099,50712.3165
2019,4,27,15,72346.00603,131964.3319,84936.40892,2609.253955,7320.060827,21312.20221,38141.86397,49968.64505
2019,4,27,16,74105.00395,137087.8526,85083.26676,2710.554852,7523.796179,18857.01004,40990.87164,48006.7769
2019,4,27,17,76968.83878,141485.7654,85348.28902,2887.294495,7929.399249,15020.18603,44349.76775,45467.38609
2019,4,27,18,77852.21867,142399.8484,85430.87945,3096.112059,8195.552129,6909.269531,50071.16155,45095.7371
2019,4,27,19,78795.24276,143632.8161,85508.30825,3220.260686,8189.680142,1771.666983,53471.58185,42474.45029
2019,4,27,20,78052.76952,140750.7139,85614.33144,3398.490865,8112.276932,443.5856221,53623.73986,43436.58888
2019,4,27,21,76295.97168,132950.7443,85543.57961,3201.642367,7910.412421,397.1342164,49434.81046,45463.08074
2019,4,27,22,73046.71307,120524.9797,85292.58582,3054.981617,7690.118981,372,45054.26188,45206.88284
2019,4,27,23,71273.63823,110687.0775,85148.95241,2593.195371,7446.398179,365.935581,40406.26776,44343.60228
2019,4,28,0,66997.91294,100325.6134,85307.21926,2257.560156,7214.65736,346,36165.60202,44476.10648
2019,4,28,1,63189.27787,95273.89362,85389.37099,2105.322012,6780.212775,186,34002.00767,43948.00881
2019,4,28,2,61073.35572,91944.22402,85422.42213,2037.50356,6786.292062,176,32653.39734,42994.62184
2019,4,28,3,59167.15435,89285.68345,85584.28956,2037.683807,6659.333207,181.0644189,32772.81985,43247.99267
2019,4,28,4,58115.4165,90352.67419,85651.07852,2040.207989,6564.821746,177.1288379,32986.63756,41084.25193
2019,4,28,5,59833.08684,94399.09672,85534.31005,2071.505899,6603.964506,199.2727507,34801.33445,37664.02499
2019,4,28,6,63934.08399,97025.55528,85698.28384,2289.337776,6662.125509,3110.252434,36794.60175,33142.69235
2019,4,28,7,67607.08147,99537.70745,85673.64347,2319.166737,6794.424085,9914.288257,37342.3816,31375.89915
2019,4,28,8,72104.13118,103705.9933,85684.94562,2383.28393,7102.088492,16260.66148,39096.31407,30204.76412
2019,4,28,9,75141.02049,109544.6709,85646.4401,2428.065939,7477.180229,20026.25618,39133.43487,31245.14251
2019,4,28,10,75385.2053,114458.7544,85637.18073,2382.55879,7720.988575,21639.06963,37617.60298,34069.06788
2019,4,28,11,73944.28467,118733.5738,85599.29921,2210.276645,7899.982198,22601.98665,37140.45685,38276.85774
2019,4,28,12,74123.40841,122416.6297,85515.31637,2166.634802,7908.27125,23249.3091,37040.41507,41581.3646
2019,4,28,13,74006.11193,125298.8072,85485.10794,2280.807605,8043.781369,22480.31414,38154.26074,45034.91007
2019,4,28,14,75777.66554,127176.8626,85441.72785,2317.049548,8070.051467,20656.11897,39838.70119,49268.37095
2019,4,28,15,78354.17334,132790.9473,85398.25009,2382.735529,8163.791715,17917.12285,41142.81916,52401.21443
2019,4,28,16,80866.02107,137203.4005,85407.18123,2515.636606,8313.06546,15445.4246,44335.11273,53687.13809
2019,4,28,17,82442.49364,142559.7802,85402.7619,2577.935695,8551.03224,10730.78378,47793.39576,55242.6599
2019,4,28,18,82741.1051,145304.1189,85477.02924,2581.888961,8536.625192,5323.928465,51416.43246,56251.59031
2019,4,28,19,82971.3408,144649.2071,85497.70283,2638.227104,8559.976776,1461.061563,55153.68546,56559.64774
2019,4,28,20,84595.49041,142458.501,85478.68715,2727.319929,8445.501478,459.4713218,55433.04583,56683.90409
2019,4,28,21,83671.3335,133333.4615,85397.92228,2510.811614,8312.065406,429.0644189,50052.68827,55512.328
2019,4,28,22,79038.60501,120401.3574,85358.99026,2234.011289,8273.888372,379,43473.30565,54293.13738
2019,4,28,23,70174.42313,107586.3351,85477.81596,2045.375834,8011.849204,379.7830358,63826.47572,53466.75093
2019,4,29,0,66804.33068,101357.8704,85849.48473,1950.046551,7629.398436,238.1525452,34587.31008,51414.46873
2019,4,29,1,63745.78805,95947.61899,85708.13845,1974.413609,7254.87777,183,33107.16327,50184.51969
2019,4,29,2,62854.32623,94212.46652,85454.8242,1979.372911,7327.069229,159.6949095,32350.98543,48801.63605
2019,4,29,3,63285.52862,93664.0976,85548.93489,2027.037665,7254.782068,117.4339284,32938.76098,47719.79777
2019,4,29,4,65957.83704,99559.29066,85752.36105,2138.191664,7284.529034,152.923246,34689.38032,46086.70166
2019,4,29,5,71184.02618,112457.9071,85991.16148,2326.144947,7635.676771,123.4694768,38470.76812,45534.61438
2019,4,29,6,77943.55678,126468.4441,86107.52926,2564.393105,7840.318384,2139.333099,45418.48488,45118.66225
2019,4,29,7,83280.20141,131848.5572,86174.8638,2664.404094,8321.797397,6647.735996,45771.58635,44391.29266
2019,4,29,8,85991.99112,130488.1269,86228.58854,2816.608167,8280.509272,12142.85911,43705.37375,45067.67181
2019,4,29,9,86994.15117,133104.6401,86266.71514,3355.52668,7592.242301,15758.66496,41422.9919,46120.22512
2019,4,29,10,87502.67619,136778.7032,86227.69757,3546.597095,7756.175592,18004.12176,41391.73426,44924.93008
2019,4,29,11,88812.40072,143601.3778,86218.17713,3796.819078,7996.413098,19178.15469,40368.10708,42126.45664
2019,4,29,12,91091.63625,151033.7926,86152.92372,3985.0507,8206.931854,18495.0532,40235.1153,39527.13401
2019,4,29,13,92787.53854,156347.1082,86164.73983,4103.234544,8510.635208,17413.77304,41000.3561,38332.23393
2019,4,29,14,94050.57245,160046.2806,86153.71337,4045.806683,8551.839032,16440.89344,42603.26221,38384.24252
2019,4,29,15,93525.88544,164577.0713,86120.42733,3533.066102,9189.18691,15274.8862,44922.59387,38339.16303
2019,4,29,16,94112.02974,170235.5697,85974.42085,3626.839735,9168.660866,12953.37197,47887.48495,37145.28955
2019,4,29,17,94387.05553,174253.6849,85709.53123,3650.288772,9187.057473,9804.883928,49212.78293,36224.85939
2019,4,29,18,93648.29348,177031.1725,85674.90385,3619.515508,9131.257606,4754.043582,53064.216,34176.28809
2019,4,29,19,94235.6733,176448.7406,85663.40327,3607.333213,9052.721357,1143.885565,56741.2407,32269.60785
2019,4,29,20,94749.19276,177484.6391,85686.93297,3636.547584,9062.932354,196.7194996,55784.25207,29978.10666
2019,4,29,21,93573.68044,164174.4196,85601.92244,3592.192898,8661.911976,184.0340495,51035.86231,28441.20493
2019,4,29,22,89871.87471,147275.4839,85630.15999,3219.886624,8411.730986,119,43215.20151,28844.87666
2019,4,29,23,82427.44756,129901.2048,85686.07793,2680.914121,7934.661007,47.65480218,38662.65205,27603.88485
2019,4,30,0,79943.72486,122481.7512,85737.92438,2506.314139,7701.799804,21.99999996,34018.4345,25375.34178
2019,4,30,1,75584.01433,116609.5379,85752.26517,2481.96042,7597.504184,29.06441894,32453.45893,25790.73267
2019,4,30,2,72484.955,112257.1588,85757.9352,2482.998441,7438.075528,33.93558098,31729.99368,25309.54099
2019,4,30,3,71690.95885,109829.0816,85808.32301,2538.344874,7533.682877,19.32209485,31594.45164,25608.91821
2019,4,30,4,72830.64576,113899.794,85808.17459,2610.178561,7476.817018,25.99999996,32963.21893,26902.41932
2019,4,30,5,78389.92715,126020.5406,85883.56758,2916.74083,7815.255983,48.85974964,36933.92726,26227.61087
2019,4,30,6,83926.25433,1999874.393,86009.35084,3356.750232,8228.348596,2730.967104,43382.80806,26000.18372
2019,4,30,7,88393.14345,145272.9109,86055.62367,3698.059742,8693.550714,9347.514653,43810.93357,25788.96292
2019,4,30,8,89850.18126,147534.6797,86035.83553,3894.723679,8773.707178,14845.11313,42118.07124,27018.09776
2019,4,30,9,91077.81953,151180.6694,86000.28668,4140.960577,8998.71741,19439.17006,39945.00507,28092.60523
2019,4,30,10,91068.33106,155929.2614,86046.77216,4223.729214,9159.434059,21419.86303,39069.45501,28837.81246
2019,4,30,11,92600.40478,160037.4244,86000.92733,4239.336769,9359.058439,22378.82111,39329.7047,29988.55498
2019,4,30,12,93874.31824,163534.1515,85918.06596,4152.479371,9406.400344,23384.32492,40428.88593,32118.61194
2019,4,30,13,94208.82475,166748.1998,85761.42512,4142.616469,9443.981115,23112.39768,42353.19362,33817.02219
2019,4,30,14,95743.50839,169462.198,85620.53666,4245.206214,9387.948537,21411.13905,45550.26413,33829.51907
2019,4,30,15,96760.51255,173623.6406,85573.68323,4284.838691,9397.109372,19930.09976,47992.37215,33296.23063
2019,4,30,16,97416.9342,176058.8706,85567.51527,4332.011112,9435.491104,18096.52501,50073.50212,33552.76727
2019,4,30,17,97866.43664,178957.4217,85583.87609,4339.726336,9266.744722,13270.90559,51445.62971,33198.55325
2019,4,30,18,97050.06216,181560.3976,85795.5922,3793.611455,9349.844657,6087.222365,82399.84418,33241.50323
2019,4,30,19,96943.50882,181621.6626,85656.68825,4006.034944,9360.219331,1597.58653,55588.11708,33693.68389
2019,4,30,20,98256.04118,181019.7734,85724.71142,4022.183875,9347.232268,321.3596005,53711.42721,33879.83333
2019,4,30,21,96578.52006,167617.482,85667.24825,3870.802721,9055.989011,296.8674481,48755.67971,33339.9844
2019,4,30,22,91064.09297,150180.8389,85541.0936,3494.083808,8445.696273,279,42245.70115,32364.78031
2019,4,30,23,85540.62813,131782.1735,85494.90052,3186.984201,7761.06217,273,37516.63265,30949.38996
2019,5,1,0,78444.00501,124629.2323,85332.80088,3170.040581,7820.414104,224.8510877,34483.78914,32014.18851
2019,5,1,1,73317.90706,119189.9548,85263.1315,3058.178901,7846.546873,68.14891231,32567.79884,31565.50719
2019,5,1,2,69780.40484,115235.9056,85323.53444,2885.927211,7626.704228,36,31606.03307,31401.38912
2019,5,1,3,69319.56416,114336.0848,85349.36893,2811.877778,7498.991139,24.13255188,31459.13006,30602.16751
2019,5,1,4,71081.70881,116735.2585,85442.94244,2914.783239,7476.443416,14.13255188,32822.70613,29408.46293
2019,5,1,5,78433.0723,128748.9576,85579.09894,3304.284683,7799.150537,51.74706109,36833.77094,26887.31702
2019,5,1,6,88260.85916,142091.7134,85707.50585,3946.728284,8293.001025,2976.916987,40771.85614,23612.71534
2019,5,1,7,93604.01089,147635.5977,85774.77695,4222.827931,8541.786689,10125.85609,41505.73824,21212.0717
2019,5,1,8,95709.76841,150120.4061,85787.67295,4303.192779,8810.422588,16015.84917,40292.27551,19283.07738
2019,5,1,9,96489.23701,153604.9985,85787.38263,5251.367917,7959.302351,20410.18076,39867.08579,18814.41294
2019,5,1,10,95443.89307,160956.9857,85760.70803,4522.464445,9076.542306,21869.15926,39820.66261,18380.08527
2019,5,1,11,96474.64219,167797.8277,85726.88318,4762.965747,9282.400586,22920.66786,38602.97737,18538.63219
2019,5,1,12,97124.77972,172398.2414,85733.74746,5510.005185,8515.802766,23371.01357,39198.3416,19379.4226
2019,5,1,13,97802.30395,176297.1013,85637.0007,4678.909184,9381.753528,22880.31721,41799.46071,20101.26179
2019,5,1,14,98312.30715,178174.7379,85660.80633,4762.933127,9342.666517,23260.40351,43329.65507,21295.82387
2019,5,1,15,99448.69776,180831.4984,85677.84352,5655.744175,8577.799617,20799.00437,45300.0658,22173.89151
2019,5,1,16,99763.97986,181445.2123,85604.96136,4973.725715,9288.381921,19286.66856,47098.55102,23892.51222
2019,5,1,17,99519.26042,183252.2157,85659.3342,4950.274913,9381.097844,14129.76788,76953.41739,26291.86283
2019,5,1,18,99147.87349,183327.3427,85661.86006,5027.082927,9515.341905,6084.663082,50639.57339,27757.43052
2019,5,1,19,99159.48742,183595.811,85710.40222,4999.388165,9554.209885,1692.082074,51092.53596,28142.52506
2019,5,1,20,100372.8179,181630.6267,85709.99852,5041.063458,9515.203904,370.4122014,48844.42171,28881.56174
2019,5,1,21,98810.99174,167368.8161,85684.42692,4669.994813,9152.284323,264.6229552,44899.581,31541.26109
2019,5,1,22,92013.7959,149288.5357,85655.6756,3819.662494,8922.485253,207.601122,39953.49062,34348.21556
2019,5,1,23,81695.51874,130837.34,85704.78912,4002.597977,7543.559438,184.7848118,35749.84946,35276.27845
2019,5,2,0,79145.53249,120945.6707,85653.56615,3035.399695,7658.285931,142.2978246,31443.41029,33964.17998
2019,5,2,1,72920.16951,112997.4158,85711.31705,2868.711286,7513.327102,-9.132551877,29722.51554,36400.0564
2019,5,2,2,68260.19164,109971.2633,85739.41434,2792.935299,7369.09734,-19.06627594,29563.37853,37283.53484
2019,5,2,3,66422.50726,108823.2097,85768.21355,2709.044075,7187.870614,-22.73489625,30076.43534,36969.22363
2019,5,2,4,68956.26201,113338.747,85798.6501,2824.22627,7349.085466,-26.92321775,30885.1221,35640.73557
2019,5,2,5,75329.01791,123089.0504,85851.34168,3236.793406,7521.680245,37.56607529,35002.30955,34787.90395
2019,5,2,6,84715.73232,134342.6677,85891.54963,3894.194909,7859.042678,3080.620636,39515.86936,33717.51553
2019,5,2,7,90232.21991,140794.1136,85855.54225,4116.065908,8320.035223,9518.588594,40296.48994,30980.92605
2019,5,2,8,91868.14603,144884.1631,85833.29884,4197.309399,8393.472721,16184.73909,39029.23538,28475.38037
2019,5,2,9,92093.79982,147694.9694,85815.95367,4239.248089,8707.266842,19497.94788,67873.85587,29053.35564
2019,5,2,10,94900.80829,153152.4754,85746.89759,4306.948552,8883.455101,21042.0324,39980.41961,27191.41321
2019,5,2,11,97191.99411,158214.6318,85657.29544,4204.702104,9102.503077,21878.75695,42256.12232,25009.12689
2019,5,2,12,99865.01913,166326.3111,85585.34559,4194.937362,9121.948882,22372.75914,42674.26395,22014.42104
2019,5,2,13,101603.2727,172827.1592,85550.17122,4202.88294,9133.253385,22185.20677,44686.94902,20693.65449
2019,5,2,14,102637.5146,177475.025,85512.13732,4246.048687,9143.988238,21545.70127,46171.19072,20439.73354
2019,5,2,15,102726.0348,179661.5937,85509.10219,4404.323843,9154.305257,19276.61471,48663.04856,21771.83698
2019,5,2,16,102883.1707,181907.0329,85571.19691,5109.344498,8655.088586,17075.25712,50824.86513,20984.30073
2019,5,2,17,103283.1157,183433.8717,85668.62749,5011.326886,8662.584792,12583.91271,51536.76383,21370.03336
2019,5,2,18,102446.775,182483.1263,85705.36565,4840.903064,8617.933037,5279.80094,52396.75548,21394.26423
2019,5,2,19,101617.9794,182670.1678,85699.53064,4230.314356,9232.353422,1236.776648,52635.73147,20840.88267
2019,5,2,20,102809.508,182412.393,85708.73287,4229.79034,9065.720643,86.82556099,50733.93961,21658.8552
2019,5,2,21,101140.9035,167648.4991,85701.25934,3840.309152,8419.27583,37.17154877,45851.59059,24357.18554
2019,5,2,22,96207.89351,149323.3122,85750.65298,3452.134592,7934.174723,39,40164.83716,25045.79534
2019,5,2,23,85334.82889,133724.3774,85817.98927,3217.54723,7708.936063,-14.55365123,35575.54724,25191.21138
2019,5,3,0,78034.24354,123636.8088,85776.58776,2874.394978,7323.379797,-11.29782461,31714.22916,26151.77267
2019,5,3,1,73667.9506,119239.0103,85801.87625,2585.784687,7089.073798,-15.8510877,29967.095,25807.31018
2019,5,3,2,70592.59813,116055.9913,85798.70982,2555.677999,7038.482864,-15,29519.25239,24836.86303
2019,5,3,3,69965.01409,114609.5124,85676.41601,2596.202308,6949.096446,-26.86744812,29246.81229,24381.17778
2019,5,3,4,72316.15394,118976.6843,85847.50874,2681.826217,6978.374737,-24.90220512,29902.31017,23375.3709
2019,5,3,5,78688.51863,129651.036,85851.60112,2845.434411,7264.178443,40.35336612,33935.24653,23046.81779
2019,5,3,6,87279.6992,139355.4509,85884.39167,3091.036911,7940.57162,3254.871707,39055.47593,21597.80597
2019,5,3,7,94044.28995,144968.4663,85843.12464,3340.468571,8252.51321,10259.44757,40925.64062,18388.74851
2019,5,3,8,97178.98498,148648.6582,85855.89943,3468.812688,8476.823615,15781.19365,39620.48816,15111.09463
2019,5,3,9,97585.49797,154004.0669,85834.95345,3564.384402,8424.114697,18993.45977,40196.62722,13624.28601
2019,5,3,10,98629.58424,157107.5646,85787.73026,3576.326926,8566.768475,20224.3512,40617.31015,14401.03505
2019,5,3,11,99768.07512,158855.9868,85712.49286,3525.066246,8749.915468,22059.18333,42029.14027,15789.31207
2019,5,3,12,100660.9777,162066.1116,85647.8831,3562.144784,8975.229959,21995.13189,43526.7981,16489.84206
2019,5,3,13,100667.5077,166979.8889,85768.09276,3583.97373,9086.409265,22712.97396,45323.713,15826.63425
2019,5,3,14,101620.8799,170316.2844,85884.26772,3620.958615,9040.316463,22125.1832,46469.22628,15571.49418
2019,5,3,15,101883.5651,172937.1636,85795.31347,3613.982602,9091.27636,20777.60058,47549.15069,16927.71747
2019,5,3,16,101320.0381,173250.09,84774.66253,3715.042321,9054.817034,18881.79341,78363.33501,18926.19459
2019,5,3,17,100583.6425,174343.1554,84861.27459,3684.589474,9038.349718,13590.94081,49072.81765,19921.93499
2019,5,3,18,100075.4726,173622.8124,84862.64866,3697.897818,9121.685627,5663.457246,49367.49178,20269.90503
2019,5,3,19,100007.5486,172322.4286,84803.23413,3664.397229,9093.176309,1591.798481,47850.36233,22136.95574
2019,5,3,20,101470.7522,169696.1653,84757.61535,3832.369868,8950.843138,283.0626313,46479.70784,22766.69936
2019,5,3,21,98617.69965,160211.0658,84813.95917,3619.746986,8407.478954,218.1052728,44418.77207,22658.06984
2019,5,3,22,91991.67141,147300.2195,84884.22964,3286.332752,8214.649114,194.060415,40336.20711,23490.78123
2019,5,3,23,88187.87141,134569.6366,84935.03313,3118.848238,7753.757311,190.9337241,35412.29326,20827.51484
2019,5,4,0,83261.46424,122217.6559,84990.77303,2956.020147,7182.835624,167.7848118,32475.92407,20048.96206
2019,5,4,1,79898.61606,115689.8062,85055.20113,2827.206098,7145.13096,18.14891231,30556.76678,18621.26966
2019,5,4,2,76786.9589,112336.8671,85149.18009,2791.626259,7098.139592,-22,29094.6482,16463.71738
2019,5,4,3,75495.8289,111863.445,85160.46411,2770.668075,7065.507028,-23.86744812,28530.43719,15119.4967
2019,5,4,4,75537.64734,113117.4497,85181.78113,2744.9877,7107.340769,-24.1489123,58755.83092,14010.88133
2019,5,4,5,77675.78243,115320.2484,85210.39976,2787.369303,7134.85283,35.65940381,30556.34375,12679.14258
2019,5,4,6,80577.24626,116666.7098,85241.3882,2946.312775,7162.896179,3266.324979,33156.2006,12151.51684
2019,5,4,7,82826.86092,119859.0694,85291.16111,3257.618523,7160.45641,10512.52569,35014.32861,11459.68491
2019,5,4,8,87199.43098,125905.773,85251.30952,3534.58303,7489.280253,16432.41797,36207.84032,9363.864479
2019,5,4,9,91316.3361,132968.2929,85196.50775,3727.634412,7870.3787,19821.66099,37082.04899,8180.174757
2019,5,4,10,93648.26004,139217.704,85134.4881,3779.735122,8174.489842,22021.0204,37761.85008,7396.635408
2019,5,4,11,94468.74369,145589.2214,84995.29472,3836.34878,8292.559502,22928.97457,38022.54935,6737.091901
2019,5,4,12,95756.55401,149546.6902,84920.42246,3693.512027,8483.144583,23479.03785,38323.70625,6937.811104
2019,5,4,13,95855.35324,152337.6752,84785.12522,3673.838633,8519.621704,23329.8092,39469.58864,8587.945363
2019,5,4,14,95585.23942,154271.7965,84686.74758,3631.33937,8545.399181,22496.27511,41807.46657,10702.68284
2019,5,4,15,95738.62853,156278.5611,84611.18084,3564.790642,8516.381519,20674.28667,42944.47358,13081.55322
2019,5,4,16,95862.58129,157277.9771,84568.13279,3491.651144,8462.987174,17824.79673,44831.94563,15426.87461
2019,5,4,17,95525.99791,157953.1123,84573.13352,3503.684499,8551.645958,12939.81163,46688.69017,17330.30803
2019,5,4,18,95041.94319,159041.49,84551.52767,3527.310578,8564.725126,5726.230211,48825.99898,18771.0462
2019,5,4,19,96073.89121,156276.3637,84547.82201,4256.361052,7867.734084,1493.347233,48781.50191,19633.18027
2019,5,4,20,97855.19831,153938.4151,84572.51712,4268.301151,7899.719404,299.7987061,47410.6635,21448.35364
2019,5,4,21,94705.90243,144507.9945,84599.68897,4127.189911,7887.008292,229.1715488,42535.26013,26456.31381
2019,5,4,22,86678.60339,131352.2146,84604.01997,3830.106052,7497.344249,223.9337241,38257.29759,30123.89437
2019,5,4,23,80062.07218,121489.9823,84618.30849,3394.030318,6930.262176,198.9337241,33519.61267,30571.3816
2019,5,5,0,72696.0206,110200.807,84725.38823,2702.292468,6998.22058,161.0662759,31590.81652,32239.58178
2019,5,5,1,68201.8123,104217.4403,84896.03378,2610.254962,6831.163885,-11.06627594,29997.6424,31916.68248
2019,5,5,2,65617.90304,100124.0453,84996.87713,2581.320909,7045.419827,-15.86744812,29230.32628,30921.20717
2019,5,5,3,64165.23564,97645.75056,85093.27957,2449.831127,7074.921407,-20,29473.59759,29531.35666
2019,5,5,4,63487.63853,97536.58375,85122.71092,2505.924442,7082.361,-23.93372406,29657.2792,28241.34472
2019,5,5,5,64362.37771,100751.1694,85230.2151,2666.556089,7039.14575,43.73722466,30261.6467,26417.89958
2019,5,5,6,66084.74322,101960.9176,85227.28319,2793.5786,7061.612809,3314.848484,31008.12351,25919.49784
2019,5,5,7,69256.43231,104579.1373,85257.50226,3132.607543,7114.352837,9739.036062,31758.97007,22721.91134
2019,5,5,8,74965.70318,111504.8015,85274.93065,3329.585723,7285.391542,15160.65373,33455.82198,19042.02849
2019,5,5,9,78931.44759,117388.5972,85249.95043,3408.162963,7665.26701,17317.49605,34534.42812,19713.41342
2019,5,5,10,81384.20738,122663.8373,85218.50292,3447.03495,7767.765276,18868.79723,35098.16353,21582.47411
2019,5,5,11,83142.12981,127216.4302,85325.21826,3492.340689,7927.109897,19161.71172,35297.27956,23980.1131
2019,5,5,12,85429.04874,130057.3998,85525.56135,3537.044356,8076.457551,19590.51631,36123.22873,24928.79982
2019,5,5,13,86487.09195,133447.1999,85623.26789,3532.40907,8203.522653,19543.02974,37457.68725,25278.84338
2019,5,5,14,87846.2918,134989.8577,85722.1864,3550.597448,8146.446063,19485.94724,38477.64889,27189.10564
2019,5,5,15,90370.86516,138706.5592,85768.81436,3620.31848,7772.926632,17731.9056,40203.57926,28854.08864
2019,5,5,16,92867.15421,141231.0765,85930.85474,3884.480668,7658.710351,15941.8617,42404.76042,30147.51767
2019,5,5,17,94434.41581,144532.341,86131.15016,4168.56585,7662.76973,12353.97314,45372.77857,31428.00021
2019,5,5,18,95541.51236,146565.7412,86249.41183,4019.234277,7725.60868,5079.828264,47960.05892,32646.7241
2019,5,5,19,94453.11509,147262.2694,86427.72019,3716.783956,7702.78942,1218.017061,49588.13397,32819.86571
2019,5,5,20,94768.35247,145443.6863,86571.17752,3635.611,7764.694272,262.0970403,49518.492,35302.5314
2019,5,5,21,90317.82177,137164.0322,86683.77146,3412.875784,7585.774152,91.88064322,44340.69704,38175.70261
2019,5,5,22,82082.6928,123793.321,86700.32713,3090.906209,7585.734221,19,39716.01749,36803.57638
2019,5,5,23,77563.79298,109659.2881,86664.01174,2751.364663,7390.403923,7.933724062,35614.94052,36811.4403
2019,5,6,0,67584.29068,99482.53584,86980.82258,2531.745308,7046.882371,4.148912304,32718.96182,37577.97986
2019,5,6,1,64329.97572,95145.89025,87054.90239,2897.696451,6474.377857,-9.066275939,31831.22252,35874.36378
2019,5,6,2,63569.59535,92898.80389,87093.41261,2846.072012,6386.9078,-0.867448125,31853.12177,33530.20645
2019,5,6,3,62910.6375,91884.34109,87246.61586,2917.014409,6304.782388,1.851087695,31766.68895,34293.45996
2019,5,6,4,63676.90919,96821.29931,87341.40965,3182.471759,6378.714077,-0.652259882,31900.69255,34874.36743
2019,5,6,5,68712.18686,110491.1321,87509.51265,3586.796279,6580.949588,56.9059672,35741.61656,34937.31528
2019,5,6,6,78332.94566,122727.3658,87567.91647,4036.657714,6592.145689,2667.598629,39872.10198,34069.28278
2019,5,6,7,85653.80327,129286.7841,87583.89004,4376.427835,6924.971129,8645.133197,40369.34574,30142.27711
2019,5,6,8,90495.27285,134068.8396,87460.81694,4525.041557,6876.822141,15328.87698,38665.63765,27190.17417
2019,5,6,9,93714.12214,138500.1765,86852.37613,3746.712334,8153.782771,19669.91653,37574.88482,25863.26814
2019,5,6,10,96535.26265,143878.6775,86261.08927,4054.292657,8489.919548,21719.90443,37728.9028,23879.34476
2019,5,6,11,99183.75279,150131.3946,86211.91858,4084.385539,8686.683324,22840.885,38791.64501,23509.35413
2019,5,6,12,100912.6014,154164.5408,86228.8839,4142.768953,8867.203274,22941.74693,40034.16699,24143.55636
2019,5,6,13,101363.6225,159480.6883,86321.92607,4335.179255,8944.663427,22748.1745,41267.57256,25544.78453
2019,5,6,14,102142.4132,162255.0935,86474.55469,4500.681435,8985.182548,21365.2277,43440.80793,27474.52302
2019,5,6,15,102677.9168,163204.6422,86619.16291,4486.690673,8814.573083,20226.65672,46416.57182,30056.1776
2019,5,6,16,103283.1223,163225.5402,86770.98248,5327.175973,8237.405361,17930.98876,50043.00358,33678.65702
2019,5,6,17,103185.0903,165251.5682,86890.73124,5296.780064,8299.293139,12975.80547,50918.15078,35951.33087
2019,5,6,18,102758.476,165295.961,86980.20632,5321.779442,8373.777006,5786.150837,52145.44955,38014.19663
