unit,datetime,date,year,month,month_date,weekday,hour,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Mwh,2021-01-01 00:00:00,2021-01-01,2021,1,01-01,Friday,0,0.0,0.0,855.0,,2015.0,3006.0,0.0,420.0,855.0,5441.0,6296.0,0.0,0.0,0.1358005082592122,,0.32004447268106734,0.4774459974587039,0.0,0.06670902160101652,0.1358005082592122,0.8641994917407878
Mwh,2021-01-01 01:00:00,2021-01-01,2021,1,01-01,Friday,1,0.0,0.0,760.0,,1902.0,2837.0,0.0,421.0,760.0,5160.0,5920.0,0.0,0.0,0.12837837837837837,,0.3212837837837838,0.47922297297297295,0.0,0.07111486486486486,0.12837837837837837,0.8716216216216216
Mwh,2021-01-01 02:00:00,2021-01-01,2021,1,01-01,Friday,2,0.0,0.0,757.0,,1456.0,2653.0,0.0,418.0,757.0,4527.0,5284.0,0.0,0.0,0.14326267978803936,,0.27554882664647995,0.5020817562452687,0.0,0.07910673732021196,0.14326267978803936,0.8567373202119606
Mwh,2021-01-01 03:00:00,2021-01-01,2021,1,01-01,Friday,3,0.0,0.0,733.0,,1090.2,2469.0,0.0,414.0,733.0,3973.2,4706.2,0.0,0.0,0.155751986740895,,0.23165186349921382,0.5246270876715822,0.0,0.08796906208830904,0.155751986740895,0.844248013259105
Mwh,2021-01-01 04:00:00,2021-01-01,2021,1,01-01,Friday,4,0.0,0.0,505.0,,745.4,2382.0,0.0,412.0,505.0,3539.4,4044.4,0.0,0.0,0.12486400949460982,,0.18430422312333103,0.5889625160716052,0.0,0.10186925131045396,0.12486400949460982,0.8751359905053901
Mwh,2021-01-01 05:00:00,2021-01-01,2021,1,01-01,Friday,5,0.0,0.0,421.0,,764.6,2241.0,0.0,410.0,421.0,3415.6,3836.6,0.0,0.0,0.10973257571808372,,0.19929103894072878,0.5841109315539801,0.0,0.10686545378720742,0.10973257571808372,0.8902674242819163
Mwh,2021-01-01 06:00:00,2021-01-01,2021,1,01-01,Friday,6,0.0,0.0,422.0,,748.8,2112.0,0.0,410.0,422.0,3270.8,3692.8,0.0,0.0,0.11427642980935875,,0.20277296360485267,0.5719237435008665,0.0,0.111026863084922,0.11427642980935875,0.8857235701906413
Mwh,2021-01-01 07:00:00,2021-01-01,2021,1,01-01,Friday,7,0.0,0.0,422.0,,681.0,1966.0,0.0,415.0,422.0,3062.0,3484.0,0.0,0.0,0.12112514351320322,,0.19546498277841562,0.5642939150401837,0.0,0.11911595866819748,0.12112514351320322,0.8788748564867968
Mwh,2021-01-01 08:00:00,2021-01-01,2021,1,01-01,Friday,8,0.0,0.0,425.0,,936.2,1802.0,1.0,418.0,425.0,3157.2,3582.2,0.0,0.0,0.11864217519959802,,0.26134777511026747,0.5030428228462956,0.0002791580592931718,0.11668806878454581,0.11864217519959802,0.881357824800402
Mwh,2021-01-01 09:00:00,2021-01-01,2021,1,01-01,Friday,9,0.0,0.0,426.0,,1042.4,1608.0,1.2,409.0,426.0,3060.6,3486.6,0.0,0.0,0.12218206849079333,,0.2989732117248896,0.4611942866976424,0.0003441748408191361,0.11730625824585557,0.12218206849079333,0.8778179315092067
Mwh,2021-01-01 10:00:00,2021-01-01,2021,1,01-01,Friday,10,0.0,0.0,424.0,,1292.6,1422.0,1.4,405.0,424.0,3121.0,3545.0,0.0,0.0,0.11960507757404795,,0.36462623413258105,0.4011283497884344,0.0003949224259520451,0.11424541607898449,0.11960507757404795,0.8803949224259521
