datetime,Coal,region,Wind,Hydro,Solar,Other,Nuclear,Natural gas
2020-01-01 00:00:00,8284,TEX,4209,66,109,28,5117,22209
2020-01-01 01:00:00,8988,TEX,5125,66,0,24,5116,22324
2020-01-01 02:00:00,7285,TEX,7386,66,0,18,5116,21058
2020-01-01 03:00:00,6317,TEX,9383,66,0,15,5116,19088
2020-01-01 04:00:00,5907,TEX,10450,41,0,14,5117,17667
2020-01-01 05:00:00,5775,TEX,11448,39,0,17,5117,15677
2020-01-01 06:00:00,5756,TEX,11934,2,0,14,5117,14320
2020-01-01 07:00:00,5787,TEX,12842,20,0,17,5117,12738
2020-01-01 08:00:00,5761,TEX,13340,12,0,13,5117,11982
2020-01-01 09:00:00,5726,TEX,13926,3,0,15,5117,11037
2020-01-01 10:00:00,5606,TEX,14458,5,0,12,5117,10334
2020-01-01 11:00:00,5503,TEX,14735,42,0,13,5117,10326
2020-01-01 12:00:00,5600,TEX,14366,43,0,16,5117,11083
2020-01-01 13:00:00,5656,TEX,14151,68,0,13,5117,11903
2020-01-01 14:00:00,5732,TEX,14287,70,0,12,5117,12059
2020-01-01 15:00:00,5714,TEX,14347,70,109,13,5117,12427
2020-01-01 16:00:00,5932,TEX,14041,70,467,12,5117,13140
2020-01-01 17:00:00,6349,TEX,14287,106,491,16,5117,13320
2020-01-01 18:00:00,6428,TEX,14472,88,613,13,5117,13390
2020-01-01 19:00:00,6539,TEX,14143,116,583,14,4983,13559
2020-01-01 20:00:00,7011,TEX,13921,22,581,13,3905,14086
2020-01-01 21:00:00,6859,TEX,14049,3,455,12,3905,13753
2020-01-01 22:00:00,6745,TEX,14212,5,295,12,3905,13594
2020-01-01 23:00:00,7018,TEX,14000,42,154,11,3905,13739
2020-01-02 00:00:00,7893,TEX,14580,42,39,23,3905,13912
2020-01-02 01:00:00,7891,TEX,15841,42,0,22,3905,13764
2020-01-02 02:00:00,7076,TEX,16783,42,0,18,3905,13250
2020-01-02 03:00:00,6703,TEX,16539,42,0,14,3905,13163
2020-01-02 04:00:00,6662,TEX,16164,42,0,12,3905,12418
